,제목,가수,가사,좋아요
25,BODY,MEOVV (미야오),"Tell 'em bring it on
눈 마주치면 be gone
머릿칼 shiny long
내 정신은 laser strong
갑옷은 탄탄
원하면 다 bring it on

NOW MEOVV BODY YOU

I BODY BODY WHO, BODY BODY, YEAH
I BODY BODY WHO, BODY BODY, YEAH
I BODY BODY U
BODY, YEAH
I BODY BODY U 
BODY, YEAH
I BODY BODY

Supernatural, 사뿐하게 catwalk, 
let the ground break
CPR처럼 hit 'em in they chest 
just like the soundwave
Add it how you want, 4 4, 뭘 물어봐, yeah, I ate
Tag, it girls, MEOVV, babe

Tell 'em bring it on
눈 마주치면 be gone
머릿칼 shiny long
내 정신은 laser strong
갑옷은 탄탄
원하면 다 bring it on

NOW MEOVV BODY YOU

I BODY BODY WHO, BODY BODY, YEAH
I BODY BODY WHO, BODY BODY, YEAH
I BODY BODY U
BODY, YEAH
I BODY BODY U 
BODY, YEAH
I BODY BODY

Fly chicks chillin' on my side
Eenie miney moe, always get what I like

손 머리 위로 up, 다 내 거니까
It's a stick up 
눈감고 open your eyes, yuh, uh uh uh

파란색 big picture, uh uh uh
그 속엔 all of my sisters, uh uh uh

Servin' it up like some dinner, thinkin' you big
You don't know that we bigger

I BODY BODY WHO, BODY BODY, YEAH
I BODY BODY WHO, BODY BODY, YEAH
I BODY BODY U
BODY, YEAH
I BODY BODY U 

All of you

MEOVV

All of you
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",161
26,Money Problem (Feat. wyay),Yunebee,"Get get get get get get get that money
Get get get get get get get that money
Get get get get get get get that money
Get get get get get get get that money
I get that money 나갈뻔한 허리
금융치료는 생각보다 달콤해, Honey
너넨 들러리 하는걸 보니
게을러 터졌고 글러먹었어 너네 돈벌이
나이 먹고도 Feel like loney
눈 깜짝할새 지나 버린
누구도 도와 줄사람 하나 없지
얼마나 비참한가 너 자신
휴가철이 와도 즐기면서 get that money
내가 움직이지 않아도 돈은 계속 벌지
목에는 pearl, 손에는 ice
성격은 T, Feel likea twice
Get get get get get get that money
Get get get get get get that money
Get get get get get get that money
Get get get get get get that money
Get get get get get get that money
Get get get get get get that money
Get get get get get get that money
경쟁자라고 생각 했던 사람들이 별로없어
전부 시기와 질투만 했고 도움이 된적이 없어
선택과 실패 그걸 반복 하다 한번에 떳어
근데 사람들은 생각하지 너는 운이좋은 녀석
but 흘린땀으로 욕조를 채울만큼 work hard
사람들은 노력한 만큼 결과는 부질이 없다
라고 말하고 다니지만 내 주관은 확실해
목표가 없으니 그런말을 했을거라 확신해
난 잠옷대신 bape 그대로뒀지 tag
거지 같은 인생에서 이제는 escape
니 멘탈은 비스켓 부러질때 피식해
돈을 모으려하지 않아도 쌓여만 갔지 racks
중학교 동창까지 연락이와
cuz im have too many guap
올 겨울에는 Thai로 7000바트에 놀지 싸와디캅
그래서 나를 envy me 왜냐면 내가 mvp
난 Trend에 wave타는데 너는 마치 mp3
Get get get get get get that money
Get get get get get get that money
Get get get get get get that money
Get get get get get get that money
Get get get get get get that money
Get get get get get get that money
Get get get get get get that money
Get get get get get get that money
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",10
27,Always Scheming,John Doe,"i don't care how they talk 내가 뭐 ay
이러쿵 저러쿵 개나줘 ay
그땐 내가 해방전 ay

they tryna locked me down but i did came thru man
im Incredible man
사업해 버네 yea
머리 꽤 도네
쟤넨 꽤나 뻔해
내건 새삥임

닌 저번에 본애
그건 시간 손해
왤케 얘들 뻔해
아님 니가 come then
아님 못해 건배
것만 힙합 껍데-기
들 다 폐기
썩어 im beggin' you don't come here
넌 가요 개이길

ay
카디비는 되곱지 but 욕은 싫고 artist ain't
글케 쉽지가 않지
ay
u na mean 니 가랑이
후달린다고 너는 팔았지
이 아가씨

ay
난 안바껴 식성
늘 유지해 질서
이젠 안해 기싸움

ay
내 삶 무질서했
지만 its bounced back
이제 peace out

ay
과거의
기억들 난 거의
지웠지 
ima stackin with a new thing
if i leave
then cuz im a god i don't die
해가진 뒤에 이미 그땐 anarchy
yea you na mean

i don't care how they talk 내가 뭐 ay
이러쿵 저러쿵 개나줘 ay
그땐 내가 해방전 ay

they tryna locked me down but i did came thru man
im Incredible man
사업해 버네 yea
머리 꽤 도네
쟤넨 꽤나 뻔해
내건 새삥임

닌 저번에 본애
그건 시간 손해
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",12
28,Necklace,Lil Patekk,"아이몰 더현대 가지 명품관에
직원한텐 내가 살게 아니고 선물하게
여친 사주는건 아니고 걍 아는여자애
그녀의 목에 걸어주는게 더 어울리네
그녀의 넥클라이스 ay 그녀의 넥클라이스 ay
그녀의 넥클라이스 ay 그녀의 넥클라이스 ay
그녀의 넥클라이스 ay 그녀의 넥클라이스 ay
그녀의 넥클라이스 ay 그녀의 넥클라이스 ay
가격표는 I don't give a F I don't I don't give F
카드한도는 멀쩡해 나는 일시불로해
이름없는데 보단 그래도 낫지 Cartier
빠꾸없는 man I feel like a Gucci mane
더이상 사지않지 domain
아직도 싼마이를 찾는다면 도태
남들한테 쓰는돈은 아끼지 no pay
돈만쓰는 난 한량아니면 놈팽이
근데 걔한테 쓰는돈은 나는 That's ok
나도 돈을 아껴써볼려고 노력해
그건 어려운일 이재용이 대단해
쇼핑백을 두손으로 들은 나는 헤라클래스
Give me a pack give me a bagg
여유가 많으니 대출따위 안해도돼 ayy
She wanna rack she wanna bagg
시간이 많으니 천천히 보고 골라도돼
그녀의 넥클라이스 ay 그녀의 넥클라이스 ay
그녀의 넥클라이스 ay 그녀의 넥클라이스 ay
그녀의 넥클라이스 ay 그녀의 넥클라이스 ay
그녀의 넥클라이스 ay 그녀의 넥클라이스 ay
기본옵션 부터 세련됫지 이건 digital
차를 볼때 걱정따위하지않지 Capital
한국에서 너무나도 느긋한 attitude
모든 여자들이 내게 말을걸어 페미도
I got a new ice 시베리아보다 차가워
한파에 다소용없지 불피운 통나무 장작도
서늘한 작업실 공기를 데울 뜨거운 창작욕
생각하는거 부터 남보다 빨라 마치 알파고
아이몰 더현대 가지 명품관에
직원한텐 내가 살게 아니고 선물하게
여친 사주는건 아니고 걍 아는여자애
그녀의 목에 걸어주는게 더 어울리네
그녀의 넥클라이스 ay 그녀의 넥클라이스 ay
그녀의 넥클라이스 ay 그녀의 넥클라이스 ay
그녀의 넥클라이스 ay 그녀의 넥클라이스 ay
그녀의 넥클라이스 ay 그녀의 넥클라이스 ay
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",10
29,BLUE,BIGBANG (빅뱅),"겨울이 가고 봄이 찾아오죠 우린 시들고 
그리움 속에 맘이 멍들었죠 

(I’m singing my blues) 
파란 눈물에 파란 슬픔에 길들여져 
(I’m singing my blues) 
뜬구름에 날려보낸 사랑 oh oh 

같은 하늘 다른 곳 너와나 위험하니까 
너에게서 떠나주는 거야 
님이란 글자에 점하나 비겁하지만 
내가 못나 숨는 거야 
잔인한 이별은 사랑의 말로 
그 어떤 말도 위로 될 수는 없다고 
아마 내 인생의 마지막 멜로 
막이 내려오네요 이제 

태어나서 널 만나고 죽을 만큼 사랑하고 
파랗게 물들어 시린 내 마음 
눈을 감아도 널 느낄 수 없잖아 

겨울이 가고 봄이 찾아오죠 우린 시들고 
그리움 속에 맘이 멍들었죠 

(I’m singing my blues) 
파란 눈물에 파란 슬픔에 길들여져 
(I’m singing my blues) 
뜬구름에 날려보낸 사랑 oh oh 

심장이 멎은 것 만 같아 전쟁이 끝나고 
그 곳에 얼어 붙은 너와나 
내 머릿속 새겨진 Trauma 이 눈물 마르면 
촉촉히 기억하리 내 사랑 
괴롭지도 외롭지도 않아 행복은 다 혼잣말 
그 이상에 복잡한 건 못 참아 
대수롭지 아무렇지도 않아 
별수없는 방황 사람들은 왔다 간다 

태어나서 널 만나고 죽을 만큼 사랑하고 
파랗게 물들어 시린 내 마음 
너는 떠나도 난 그대로 있잖아 

겨울이 가고 봄이 찾아오죠 우린 시들고 
그리움 속에 맘이 멍들었죠 

오늘도 파란 저 달빛아래에 나 홀로 잠이 들겠죠 
꿈속에서도 난 그대를 찾아 
헤매이며 이 노래를 불러요 

(I’m singing my blues) 
파란 눈물에 파란 슬픔에 길들여져 
(I’m singing my blues) 
뜬구름에 날려보낸 사랑 oh oh 

(I’m singing my blues) 
파란 눈물에 파란 슬픔에 길들여져 
(I’m singing my blues) 
뜬구름에 날려보낸 사랑 oh oh
bugsmanager 님이 등록해 주신 가사입니다.
가사 오류 제보","5,600"
30,에라 모르겠다,BIGBANG (빅뱅),"No I don’t wanna go too fast
Cuz nothing really lasts
I think I need some time
But I can’t get you off my mind

일단 시작부터 제일 센 걸로 부탁해 바텐더
연속해 들이키고 나니 모두 다 예뻐
보여 침이 고여 these ladies so loyal
그러다 널 처음 봤어 geez girl love me tender
난 씩씩하게 말을 걸어 넌 저기 시시한 여자와는 달리
틱틱 거려 칙칙하던 분위기에 한 줄기 빛
설렘 정도가 지나쳐 마치 사춘기

훔치는 너의 눈빛에 입술은 바짝 마르지
오랜만에 느껴보는 이런 떨림
이러지도 저러지도 못해 나
이 밤이 다 가기 전에
난 널 내 품 안에 원해
Real love? I think I wanna just
고민고민 하지마 Hey

에라 모르겠다 I Love ya
에라 모르겠다 I Love ya
에라 모르겠다 I Love ya
Girl I wanna get down
에라 모르겠다 
에라 모르겠다
에라 모르겠다 
Girl I wanna get down

설렘을 찾고 싶어 마르고 닳도록
난 여러 명의 포로 도망치네 이곳 빠삐용
나 지긋지긋 희끗희끗 흰머리가 나
양아치 이제 끝 바람둥이 한 가닥
나라는 남자를 모르던 그런 네가 좋았지
몰래 난 원래 모든 Girl 싫증 잘 느끼는 벌레
나이를 먹어도 사랑은 단 1도 모르겠어
뒤처리를 못해 피눈물 없는 로맨스
장단 없는 game 너는 오락가락하고
멜로디가 다른 알토와 소프라노
어차피 우리는 끊어질 거야
딱 잘라 말할게 타락해버린 꿈의 Eldorado

훔치는 너의 눈빛에 입술은 바짝 마르지
오랜만에 느껴보는 이런 떨림
이러지도 저러지도 못해 나
이 밤이 다 가기 전에
난 널 내 품 안에 원해
Real love? I think I wanna just
고민고민 하지마 Hey

에라 모르겠다 I Love ya
에라 모르겠다 I Love ya
에라 모르겠다 I Love ya
Girl I wanna get down
에라 모르겠다 
에라 모르겠다
에라 모르겠다 
Girl I wanna get down

You & me 같이 차를 타고 ride
술 취했으니 눈 좀 붙여 잠깐만
어디 가서 쉴까 baby 난 손만 잡고 자
속은 뻔해 honey honey but I want it and you know it

에라 모르겠다 I Love ya
에라 모르겠다 I Love ya
에라 모르겠다 에라 모르겠다 에라 모르겠다
에라 모르겠다 
에라 모르겠다
Girl I wanna get down
Girl I wanna get down
Girl I wanna get down

에라 모르겠다 I Love ya
에라 모르겠다 I Love ya
에라 모르겠다 I Love ya
Girl I wanna get down
에라 모르겠다
에라 모르겠다
에라 모르겠다
Girl I wanna get down
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","14,232"
31,프락치 (Fraktsiya) (Feat. 이영지),마크 (MARK),"Uh, You don't know this
낙하산 Parachute I popped it
떨어진 Pocket 밤새
Swapping coffins monsters conscious
And it's all like that
Big bounty man I go bald like that
Territory 난 지나쳐 버려 Back
2 Phones 전화해 Camp
팬덤 Mosh pit

Ooh I'm handsomer
Face so glow up
dress all polo
Ooh 그래서 뭐
God blessed my job then
where's my rover
Ooh Yall ain't my foe
Why all they think I'm a robber
I came to chill (I just came to chill)
They call us 프락치

Huh tsunami my bike
make a wheel swim
Piss off sin
Don't play with me I will swing
Misfit
Always been a mischief
ㅋㅋ난 Waste no time on chit chat
Why so serious? (Why so serious)

Ya 스케줄이 몇 개지 하루에
(Baby listen)
내 마일리지론
Honeymoon out of space
(I said listen)
SM got to wait (SM listen)
Phone is buzzing uh
영지랑 촬영 Shoot
I said wait

Name somebody
who can juggle three teams
Still come up
with the best solo album
At the same time
with no rest time with no (Rest time)
Back in my rover
K-Pop은 다 Look at me now
God is my power
I'm NCT Cheeze

Uh, You don't know this
낙하산 Parachute I popped it
떨어진 Pocket 밤새
Swapping coffins monsters conscious
And it's all like that
Big bounty man I go bald like that
Territory 난 지나쳐 버려 Back
2 Phones 전화해 Camp
팬덤 Mosh pit

Ooh I'm handsomer
Face so glow up
dress all polo
Ooh 그래서 뭐
God blessed my job then
where's my rover
Ooh Yall ain't my foe
Why all they think I'm a robber
I came to chill (I just came to chill)
They call us 프락치

Uh 내가 말해줄게 나는
Feel so uncomfortable
매거진 매거진
걸어 다니기가 두려워 난
Always pressure mode
떨어질 재능이 없어 들이박아버리니
고장이 나는 수익구조
Coincidence is all you see
So that's why people
Call you delusional

One, two
Lemme bring another one
Get 또 Get 하나 더 Get 해 Oh
아저씨 여기 Emergency
의사 부르던지
Bring another beat uh huh
Imma cockroach
밟고 태워도 저기 하나 더
가면이 여러 개인
괴물이 됐으니까
하나도 안 무서워 Uh

Oh run It back run it back
So who can throw it back?
난 몰입해 일에서부터 백
뜨거운 감자 이 열긴 이해 못 해
Name somebody 
who can juggle like me
With no tools
Only makeup throwin' my chips
They call us pappy or a mommy
너는 거기 서 있겠지
뭐 XX 같이

Uh, You don't know this
낙하산 Parachute I popped it
떨어진 Pocket 밤새
Swapping coffins monsters conscious
And it's all like that
Big bounty man I go bald like that
Territory 난 지나쳐 버려 Back
2 Phones 전화해 Camp
팬덤 Mosh pit

Ooh I'm handsomer
Face so glow up 
dress all polo
Ooh 그래서 뭐
God blessed my job then
where's my rover
Ooh Yall ain't my foe
Why all they think I'm a robber
I came to chill (I just came to chill)
They call us 프락치

I spy with my little eye (Talk that)
Who's the hypest girl?
I'm the 프락치

I spy with my little eye
Who's the hypest boy?
Can you find me?

I'm so curious !!! (Can't touch this)
I'm so curious !!! (Not yet)
I'm so curious !!! (나를 따라)
I'm so curious !!! (Say yeah)
I'm so curious !!! (Can't touch this)
I'm so curious !!! (Not yet)
I'm so curious !!! (나를 따라)
I'm so curious !!!

Uh, You don't know this
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,272"
32,Warming,D Moon,"there's nobody when i see you you the sun
i can't feel im meltin' on your body 너는 범인
온난화의 범인 온난화의 범인
넌 넌 넌 온난화의 범인
온난화의 범인 온난화의 범인
넌 넌 넌 온난화의 범인
온난화의 범인 온난화의 범인
넌 넌 넌 온난화의 범인
넌 온난화의 범인 안어울려 착한 메이컵
니 앞에는 관심 더미 나 빼고는 내비둬
나만 볼래 너를 빤히 나는 아냐 제비족
쟤넨 뻔해 네게 작심 아마 일이삼일로
Twin 뻔한 쟤넨 전부 looks like Twin
산더미 쌓인 네폰에있는 list
걔넨 모르겠지 어항인지
TWIN PEACE
TWIN PEACE
TWIN PEACE
TWIN PEACE
there's nobody when i see you you the sun
i can't feel im meltin' on your body 너는 범인
온난화의 범인 온난화의 범인
넌 넌 넌 온난화의 범인
온난화의 범인 온난화의 범인
넌 넌 넌 온난화의 범인
온난화의 범인 온난화의 범인
넌 넌 넌 온난화의 범인
there's nobody when i see you you the sun
there's nobody when i see you you the sun
TWIN PEACE
TWIN PEACE
TWIN PEACE
TWIN PEACE
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",1
33,That's rip,Davi beats,"I don't wanna hangout with nobody today
howcome 이라 묻는다면 I don't know man
top처럼 굴지않음 너는 bottom 이기에
작업 할땐 with no weekend 안내키기에

drinks 안 들이키지
all the cappers 백기
들 동안 뛰었 지
내가 올려 여기 쏨씨
날 찾지마 with 성씨
난 안 끼지 정치에 
싫어 해 난 선비

huh huh huh huh
huh huh huh huh
huh huh huh huh
huh huh huh huh

I don't wanna hangout with nobody today
howcome 이라 묻는다면 I don't know man
top처럼 굴지않음 너는 bottom 이기에
작업 할땐 with no weekend 안내키기에

안내키기에 안내키기에
안내키기에 안내키기에

I don't wanna hangout with nobody today
howcome 이라 묻는다면 I don't know man
top처럼 굴지않음 너는 bottom 이기에
작업 할땐 with no weekend 안내키기에

drinks 안 들이키지
all the cappers 백기
들 동안 뛰었 지
내가 올려 여기 쏨씨
날 찾지마 with 성씨
난 안 끼지 정치에 
싫어 해 난 선비

huh huh huh huh

I was lookin at my karama
and im ask him where are me
난 안해 수비 끝에 
차마란 말안남기기위해 돌지
살아남는중인 삶 누구는 혼자남아 기러기
but 내 삶 movie 
당연히 니 축의금은 됐어 man RIP

huh huh huh huh
huh huh huh huh
huh huh huh huh
huh huh huh huh
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",1
34,ICE,Lil Patekk,"ICE ICE ICE 내 몸이 너무추워
자쿠지에 따뜻한 물을 가득 부어
체급 올리기위해 매일마다 난 pull up
콧대 높은 여자들도 친절하게 굴어
술과 도박 멀리해 음악으로 풀어
절대로 안듣지man 루저들의 푸념
자라나는 새싹들의 워너비
꼰대들은 요즘 랩이 구리데 힙합 척화비
24시간 모자라지 할일 산더미
말귀 못알아듣지 넌 필요해 보여 번역기
너는 맨날 숨어다녀 bush안에 Teemo
선제골은 내가먹여 지금 난 beast mode
Patekk 무게감은 마치 전성기의 rick ross
난 말로안해 그냥 바로 땡겨버려 trigger
겁만 많은 애들은 뒤도보지않고 튀어
겁만 많은 애들아 걱정하지 말고 뛰어
내몸은 얼어 붙고 있어 ice ice ice
반짝거리는게 보기좋아 nice nice nice
너네들이랑 너무나는 차이 차이 차이
위선자들아 제발 stop lying lying lying
일반사람과는 너무다른 가치관
기분 마치 08년도 위지 랩처럼 롤리팝
망하는 이유를 스스로 찾아봐봐 원인파악
변명거리도 전부 말도 안되는 개 소리만
ap spicy 반짝거려 싸이키
이번 휴가는 송캠프로 놀러가지 와이키키
가위 바위 보자기도 팝핀
돈이던 금이던 돈되는건 전부 in my poket
레일위에 달아놨지 홀로그램 스코프
한발 쏘고나서 총구에서 나는 smoke
매일매일이 쩔어주지 I ain't no joke
j.cole drake uzi lil patek let's go
사실 나는 goat 뜨지 나는 곧
내가뜰땐 너네들은 너무나도 low
버릇없는 놈들에겐 올라가는 손
패기없는 놈들에게 올라가는 손
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",11
35,Skrr (feat. 지젤 of aespa),김하온(HAON),"Like hold up
Wait a minute
Would you let me appulse
다 도착했어 너의 집 앞에
Without navigation
다 들어가 너일 때 내가 던지면
Like I'm LeBron
도착하기 몇 분 전부터 날뛰는 imagination
빵 하고 뛰뛰 했어
Don't even need GPS
You gon' make me happy yeah
웃고 있긴 해도 serious해
매일매일 winning 했어 넌 PS5
너랑 있는 삶은 fiesta
많은 고민들을 피해서 가
Skrr Skrr Skrr ha

Touch down on your body like running back
걔넨 뒤에서 손 빨아 like quarterback
더 빨라질 수 있어 나의 제로백
아님 throw that three-point
마음대로 해
따라와 줘 my lead
손길에 따라 멜로디가 흘러나와 
악기인 줄 알았어
Play it like I'm a pro
나도 내가 부러워
한걸음에 난 달려갈게
If you just make one call
슬리퍼 신고 내려와서 나를 반기는 널 안고서
Elevator 안에서 우린 벌써
월디페보다 쩌는 turn up
더 deep해지기 전에 어서
이뤄지게 해 수속
해야겠어 수영 수영

Like hold up 
Wait a minute
Would you let me appulse
다 도착했어 너의 집 앞에
Without navigation
다 들어가 너일 때 내가 던지면
Like I'm LeBron
도착하기 몇 분 전부터 날뛰는 imagination
빵 하고 뛰뛰 했어
Don't even need GPS
You gon' make me happy yeah
웃고 있긴 해도 serious해
매일매일 winning 했어 넌 PS5
너랑 있는 삶은 fiesta
많은 고민들을 피해서 가
Skrr Skrr Skrr ha

Mmm, I can feel it you're feeling 
Something bigger I'm stealin' your heart, 
you trustin' and feinin'
For me what ya tryna be 
Cuz I heard you pull up on my street 
하지만 아직 내 맘은 50
넌 마하 200 뛰고 있는 것처럼 
Wishing I was right there with you but I'm not
착각이라 해줬음 좋겠어 
끌리긴 하니깐 yeah I want ya
Want you to be choosy with me 
Don't need to take time keep it real with me
진심 아니면 안통해 not on me 
Fake shhh 지겨워져버린
현실적이고 싶지 않아서 난 
우리 사이 일은 아니잖아 
Let me tell you two things 
Then elaborate 
My heart takes time, but I kinda like the pain
So

Hold up wait a minute 
Do you wanna come by 
이미 넌 on your way, 근데 물어나 봤어 
새벽인데 할 말이 너무 많았었던 
거 사라지게 하는 너의 문자 so I call you

지금 심심해 
진짜 serious해
Don't be stressin' I'm messing with yo head
Light and 재밌게 
근데 궁금해
혹시 너도 똑같아? 
Skrr Skrr on my trust issue
Come and Skrr Skrr boy
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",273
36,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),"기분이 째져
Ayy who's the best dresser
반경 100m 누가 젤 튀어
잘 되면 셀럽
못 되면 평생 리셀러
내 개성은 시대를 안 타 huh
안 타 cause
나는 새삥
모든 게 다 새삥
보세 옷을 걸쳐도
브랜드 묻는 DM이 와
I'm too sexy
헌 집 주고 새집
프리미엄이 붙어
두 배 세 배 네 배 yeah
나는 새삥
11년째 freshman
유명세를 걷어
현찰 대신 스펙을 stackin'
Ooh! You're not savage
남의 멋만 쌔비지
난 취향을 감춰 그래
내 세컨 카는 수수께끼
Show and prove의 심볼
넘볼 수 없는 임금
The king is back 뽷!
다시 '코'시국
암만 영끌해도 근본은 절대 못 사
눈팅으로 배운 너의 street fashion
뚜까 패고파
기분이 째져
Ayy who's the best dresser
반경 100m 누가 젤 튀어
잘 되면 셀럽
못 되면 평생 리셀러
내 개성은 시대를 안 타 huh
안 타 cause
나는 새삥
모든 게 다 새삥
보세 옷을 걸쳐도
브랜드 묻는 DM이 와
I'm too sexy
헌 집 주고 새집
프리미엄이 붙어
두 배 세 배 네 배 yeah
아마 나는 오늘도 미치게 하겠지 workin'
이유는 뻔하지 새로운 옷이
알어 니 위치는 겉만 하지 마
건방 빌린 게 티 나서 bro
이제 여름이 오니까 준비해
내 목에다 채워질 아이스체인
1234 옷을 세는 것도 지겨워 man
New thang
I love my hates
원해 new chain
우리 엄만 생일마다 새 가방이 생기지
신기록 갱신
우린 없어 배신
나는 매일 새신
Yessir I really came from zero
그래서 2배로 work
책임을 가진 삶은 생각보다 괴로워
언제나 let's go hard
내 옷은 새로워
난 운전할 때마다 맨 앞이라 외로워
안 무셔 drip check 내 옷들은 늘 새삥
아무도 못 말려 나란 바닥노무 쉐낀
멈출 수 없어 난 쌓아야 해 stack
안전모를 썼던
나는 절대 못해 cap
기분이 째져
Ayy who's the best dresser
반경 100m 누가 젤 튀어
잘 되면 셀럽
못 되면 평생 리셀러
내 개성은 시대를 안 타 huh
안 타 cause
나는 새삥
모든 게 다 새삥
보세 옷을 걸쳐도
브랜드 묻는 DM이 와
I'm too sexy
헌 집 주고 새집
프리미엄이 붙어
두 배 세 배 네 배 yeah
나는 새삥 모든 게 다 새삥
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,573"
37,아무노래,지코 (ZICO),"왜들 그리 다운돼있어?
뭐가 문제야 Say something
분위기가 겁나 싸해
요새는 이런 게 유행인가
왜들 그리 재미없어?
아 그건 나도 마찬가지
Tell me what I got to do
급한 대로 블루투스 켜
아무 노래나 일단 틀어
아무거나 신나는 걸로
아무렇게나 춤춰
아무렇지 않아 보이게
아무 생각 하기 싫어
아무개로 살래 잠시
I'm sick and tired of my everyday
Keep it up 한 곡 더
아무 노래나 일단 틀어
아무렴 어때 It's so boring
아무래도 Refresh가 시급한 듯해
쌓여가 스트레스가
배꼽 빠질 만큼만 폭소하고 싶은 날이야
What up my dawgs 어디야 너희
올 때 병맥주랑 까까 몇 개 사 와 Huh
클럽은 구미가 잘 안 당겨
우리 집 거실로 빨랑 모여
외부인은 요령껏 차단 시켜
밤새 수다 떨 시간도 모자라
누군 힘들어 죽겠고 누군 축제
괜히 싱숭생숭 I want my youth back
좀 전까지 왁자지껄
하다 한 명 두 명씩 자릴 떠
왜들 그리 다운돼있어?
뭐가 문제야 Say something
분위기가 겁나 싸해
요새는 이런 게 유행인가
왜들 그리 재미없어?
아 그건 나도 마찬가지
Tell me what I got to do
급한 대로 블루투스 켜
아무 노래나 일단 틀어
아무거나 신나는 걸로
아무렇게나 춤춰
아무렇지 않아 보이게
아무 생각 하기 싫어
아무개로 살래 잠시
I'm sick and tired of my everyday
Keep it up 한 곡 더
떠나질 못할 바엔
창밖은 쳐다도 안 봐
회까닥해서 추태를 부려도
No worries at all
이미지 왜 챙겨 그래 봤자 우리끼린데
Ohh 늦기 전에 막판 스퍼트
20대가 얼마 안 남았어
편한 옷으로 갈아입어
You look nice get'em high
얼핏 보면 그냥 코미디
이렇게 무해한 파티 처음이지?
만감이 교차하는 새벽 2시경
술잔과 감정이 소용돌이쳐
왜들 그리 다운돼있어?
뭐가 문제야 Say something
분위기가 겁나 싸해
요새는 이런 게 유행인가
왜들 그리 재미없어?
아 그건 나도 마찬가지
Tell me what I got to do
급한 대로 블루투스 켜
아무 노래나 일단 틀어
아무거나 신나는 걸로
아무렇게나 춤춰
아무렇지 않아 보이게
아무 생각 하기 싫어
아무개로 살래 잠시
I'm sick and tired of my everyday
Keep it up 한 곡 더
아무 노래나 일단
아무 노래 아무 노래 아무 노래나 틀어봐
아무 노래 아무 노래 아무 노래나 틀어봐
아무 노래 아무 노래 아무 노래나 틀어봐
아무 노래 아무 노래 아무 노래나 KOZ
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","12,201"
38,Chk Chk Boom,Stray Kids (스트레이 키즈),"Boom Boom Chk Chk Boom
정중앙 흑색의 저 점도
맞춰 내 재빠른 계획도
허점 없이 완벽한 판도
위에서 춤춰 내 plan대로 keep going

Sick of this life, it's regular
승리를 너무 과식했지 배불러
산책도 할 겸 허리띠 매 둘러
우린 우주로 나머지 전부 kneel, I'm strong

Yeah yeah yeah yeah
안 되는 것 없이 I do it
Just pull out my trigger I got that
I'mma pop pop pop take a shot yeah
Shoot down my goals one by one, I snipe them

Filling up my truck yeah you want that ride
(Boom)
Hit you like a truck I'mma make you fly

Boom
Vamos, I know that you want it
Boom
Lobos, we cannot stop hunting
Boom
Ratatata I'mma make it
Boom Boom Chk Chk Boom

Boom
Vamos, I know that you want it
Boom
Chaos, we so catastrophic
Boom
Ratatata I'mma make it
Boom Boom Chk Chk Boom

클리셰 파괴 자체가 더 클리셰
나에 대한 견해 전부 유지해
바뀐 건 없어 I'm not a changed man
내 행보는 여전히 그다음 level에만 대입해

목표치에 한 발씩
한발치 더 다다랐지
I'm the owner of my goal 주인 잘 만난 복
I make it right 영점 조준 clear

정적을 깨 버리지 나의 trigger, fire (fire)
저 끝까지 과녁을 더 위로 올려 
My amigo

Filling up my truck yeah you want that ride
(Boom)
Hit you like a truck I'mma make you fly

Boom
Vamos, I know that you want it
Boom
Lobos, we cannot stop hunting
Boom
Ratatata I'mma make it
Boom Boom Chk Chk Boom

Boom
Vamos, I know that you want it
Boom
Chaos, we so catastrophic 
Boom
Ratatata I'mma make it
Boom Boom Chk Chk Boom

깊이 더 파고들어
My bullet goes 탕탕탕
이건 La Vida Loca
이건, good shot shot shot

깊이 더 파고들어
My bullet goes 탕탕탕
이건 La Vida Loca
Boom Boom Chk Chk Boom
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,743"
