,제목,가수,가사,좋아요
50,2 many opps,Lil Patekk,"배은망덕한 놈들은 국물도 없지
지가 어떤 주제인지도 아직 모르지
잘못한게 생각나면 무릎 꿇어 kneel
암세포는 초반에 잡아야 탈이 안나지
니 존재 자체가 행패
눈치가 없어 뻘짓거리를 자꾸 매일해
속이좁아서 삐지는 너와달리 대인배
니가 한짓거리가 다시 너에게로 pay back
Snitch boy들은 주저말고 switch lane
걔네 얼굴이 생각이 나면 I can't realax
몸매 얼굴 스펙 돈 아무것도 없어 wack
그상태에서 싸가지 마저 없으면 어떡해
예전의 미련은 전부 두고왔어 piece of cake
내밥상에 먹을게 많아 상다리는 너무 삐걱대
날파리같은애들이 꼬일때 가끔은 피곤해
1년사이에 달라진 모습 보고 기겁해
Im the hot boy (hot)Im the hot boy (hot)
Im the hot boy (hot)Im the hot boy (hot)
Im the hot boy (hot)Im the hot boy (hot)
Im the hot boy (hot)Im the hot boy (hot)
니네들이 뭐라 지껄이던 그냥 난 do my thang
가식떠는 애들은 태도가 달라 돈앞에
내형제들을 배신하면 복수로 보답해
니네가 아무리 설쳐대도 결국 내손안에
보세입던놈이 셋업으로 맞춰 Alexander Wang
니 랩 들으니 속이 안좋아 위를 세척해
가족을 위해서 일할뿐이지 call me macho man
멘탈이 부러지는게 마치 너는 nacho man
하루종일 달려왔더니 숨 막혀 턱
마치 난 브레이크 고장난 8톤 트럭
처음듣던 얘기지만 맨날 아는척
거짓뿐인 사람들에겐 항상 척을져
선비같은 애들과는 너무 다른 code
선생같은 애들과도 너무 다른 code
샌님같은 애들과도 너무 다른 code
꼰대같은 애들과도 너무 다른 code
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",7
51,Time,DJ Escobic,"기억이 나를 괴롭히지만 만들어내지 legacy
바람이 빠져버린 풍선처럼 힘 없는 맥아리
세상에 외치지만 들려오는 대답은 오직 메아리
힘들게 걸어서 올라가서 봤더니 또다른 고난이
시간은 생각지도 못하게 빠르게 흘러가
쉽게 만든 인연은 빠르게 나를 떠나가
진실은 나에게 잠시 떠나도 반드시 돌아와
목적이 다른 이들은 벌써 짐싸고 도망가
시련은 한번에 몰아쳐서 되갚아 마치 소나기
혼란스러워 마치 도로위에다 해메는 고라니
나에게 지금 필요한건 생각을 전부 정리하는것
함부로 판단하지않고 나무보다 숲을 바로 보는것
거짓말따위는 때론 나를 힘들게 했고 절대 그때로
돌아가진않아 계속 그때가 추억이 라고 말 해도
고통속에 몸부림치다 결국엔 부러진 내몸
과거를 고칠수있다면 받아야겠지 사랑의 매도
거짓말따위는 때론 나를 힘들게 했고 절대 그때로
돌아가진않아 계속 그때가 추억이 라고 말 해도
고통속에 몸부림치다 결국엔 부러진 내몸
과거를 고칠수있다면 받아야겠지 사랑의 매도
집을 떠난지 이제는 2년 생각보다 힘들었지
시련은 주기적으로 나를 아픈곳만 건드렸지
상처가 아물어 질때면 조금 더 강한몸을 만들었지
하지만 상처부위에 흉터는 평생동안 남아있지
시련을 더 이상 더 원하지 않는다면
더 뛰면서 벌어
성공을 진정 원한다면 더욱 더 목숨을 걸어
작은것도 날로 먹으려 한다면 결국엔 gutter
가짜인 애들은 나누지 않으려 진실을 덮어
실패를 하더라도 I never give up
넘어져도 일어나 맥그리거
오티가 남지 않게 실력을 갈고닦아 냈지
더욱더 깨끗히도
뒤쳐지게 않게 노력했어 우리는 함께 고생했어
고생이란 꽃은 지고
고통들은 지금은 전부 열매 됐어
거짓말따위는 때론 나를 힘들게 했고 절대 그때로
돌아가진않아 계속 그때가 추억이 라고 말 해도
고통속에 몸부림치다 결국엔 부러진 내몸
과거를 고칠수있다면 받아야겠지 사랑의 매도
거짓말따위는 때론 나를 힘들게 했고 절대 그때로
돌아가진않아 계속 그때가 추억이 라고 말 해도
고통속에 몸부림치다 결국엔 부러진 내몸
과거를 고칠수있다면 받아야겠지 사랑의 매도
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",5
52,Wake Up,Yunebee,"i dunno 가만히 있어도 
괜히 멀어진 느낌이야 전엔
쓸데없이 나누고 싶었던 게 참 많았지 
헤어지기 전엔
조금 만 것들도 이젠 꼴 뵈기 싫어져 
지쳤단 말을 하네
너와 두 손을 맞잡는 관계를 
이제는 진짜로 정리할 때

월 화 수 목 금 what you doin 안 궁금해도
안 내켜도 외부에 시선 돌릴 곳도 잔뜩
이 체인들은 누구 건지 
궁금해하는 너는 who are you?
건들면 수북이 쌓인 시체들처럼 여기 구급
차에 실 려가 주 위
하이에나들이나 너나 똑같지
난 레드 필 없이도 있어 girls 핸드폰에 가득히
남들이 나를 보기엔 내가 너를 붙잡아야 하겠지
but 너 없이는 똑같지만 
나 없인 네 집 크기도 변하잖니

차에 실려간 주위
하이에나들이나 너나 똑같지 yea
난 레드필 없이도 있어 girls 핸드폰에 가득히
남들이 나를 보기엔 내가 너를 붙잡아야 하겠지
but 너 없이는 똑같지만 
나 없인 네 집 크기도 변하잖니

i dunno 가만히 있어도 
괜히 멀어진 느낌이야 전엔
쓸데없이 나누고 싶었던 게 참 많았지 
헤어지기 전엔
조금 만 것들도 이젠 꼴 뵈기 싫어져 
지쳤단 말을 하네
너와 두 손을 맞잡는 관계를 
이제는 진짜로 정리할 때
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",11
53,IZNA,izna (이즈나),"Watch how I move 아름다움 
잠깐 봐도 마치 Slo-mo 

Beautiful pain 널 아프게 해 Ouch! 
믿을 수 없다고?
지켜보기나 해 Okay okay? 

Oh my god 저길 봐
Lookin' hot Make 'em say Ooh la la la la 
귓가에 들리는 소문은 She is 뭔가 달라

Runway 같은 거리 위 
내가 걸어가면 시선 집중
Like they want me 
뒤돌아 모두 Stop 

Who dat girl is?
Nananana Nanana Nana Oh na na na 
Ooh dat girl is? 
Nananana Nanana Nana Oh na na na 
(That's me That's me That's me) 

That's wonda woman,
so no wonda who they wanna be 
Wonda who that girl izna, izna, it's me
I'm the ONE 난 날아다녀 Like 23 
더 높이, 착지한 내 Spot, 여긴 꼭대기 

어두운 밤하늘 아래 눈빛 Glitter
아이 눈부셔 What I see in the mirror
느껴져 Aura You know, I'm a diva
머리 to 발끝까지 That girl izna

Oh my god 저길 봐
Lookin' hot Make 'em say Ooh la la la la 
귓가에 들리는 소문은 She is 뭔가 달라 

Runway 같은 거리 위 
내가 걸어가면 시선 집중 Like they want me
뒤돌아 모두 Stop 

Who dat girl is?
Nananana Nanana Nana Oh na na na 
Ooh dat girl is? 
Nananana Nanana Nana Oh na na na 
(That's me That's me That's me) 

You have no idea 
They like oh my dear 
지나가던 발걸음 멈추게 해 

고개 돌려 They say no way 
이제 나 세상을 놀라게 해 
 
Who dat girl is?
Nananana Nanana Oh na na na
Ooh dat girl is?
Nananana Nanana Nana Oh na na na 
(That's me That's me That's me)
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",175
54,ICE MASTER(ICE MASTER),Dgboi,"벌써 이렇게나 됬네 시간이
가격으로 치면 아마 나는 비싸지
똥싼바지에 ice ice versace
겉만 화려하고 내용물은 다 같지
너넨 이건 할수없어 ur not a real one
finger to the trigger actin real tough
이 바닥에 진짜배기는 몇 없지
시기 질투 사기꾼 XX 다 XXX it
i say XXX it i say XXX it
ice on ma neck got perc in my pocket
couple million cash finna top it
느끼는대로 하지 않아 나는 카피
마찬가지 마찬가지
앞뒤다른 XX들은 전부다 깟지
훅업따윈 필요없이 정상으로 착지
누구처럼 참지않네 까불면 다 맞지
1for the money
2for the X
3 for the dream
Hater들은 sneak dissin
그건 아마도 네 패배의요인
(더는)더는 들을 필요없네 그들만의 작위
벌써 이렇게나 됬네 시간이
가격으로 치면 아마 나는 비싸지
똥싼바지에 ice ice versace
겉만 화려하고 내용물은 다 같지
숱한 고생들을 겪고 나 왔지
내랩에 도전하면 너는 hybachi
대한민국 트렌드에 필요한건 카피
아무렇지 않게 무시하네 나는 마치
다윗 골리앗 they be call me world wide
게으른놈들 너네와는 못놀아
끈기없이 도전하지말고 손을 놓아
두팔을 놓고 내가 이뤄낸걸 보아
허나 아이돌은 없네 im a rap star
faster 따라잡을 수가없네 master
yessir 놓치지않아 됬어
더 이상 참을수가 없는 chaser
Dream. come true. flexin'
행동력없는 애들을 대신
끈끈한팀 우린 없네 배신
열정으로 뭉친 팀과 함께 cashin
남들이 누가뭐라 해도
난 계속 할거야 제조
이제 곧 대중들은 hello
인사를 건네겠지 계속
벌써 이렇게나 됬네 시간이
가격으로 치면 아마 나는 비싸지
똥싼바지에 ice ice versace
겉만 화려하고 내용물은 다 같지
1for the money
2for the X
3 for the dream
Hater들은 sneak dissin
그건 아마도 네 패배의요인
(더는)더는 들을 필요없네 그들만의 작위
벌써 이렇게나 됬네 시간이
가격으로 치면 아마 나는 비싸지
똥싼바지에 ice ice versace
겉만 화려하고 내용물은 다 같지
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",1
55,다들어와(다들어와),Dgboi,"first thing first
let me see u swerve
sign to the corner
let me let me see ur curve
first thing first
let me see u swerve
sign to the corner
let me let me see ur curve
get it right girl
get it right girl
get it right girl
get it right girl
get it right girl
get it right girl
get it coast to the world
let it slide err
break it down shit showed up for a minute
bitches hot shit that's all i wanna get it
어딜가든 주목받네 건네받는 business
앞뒤다른 놈들과는 할수없는 기밀
너넨 부럽지않네 하나도
현실을 부정하는 가난도
이공간을 테러하는 carlos
찔러대지 hater들을
바늘로오오오오오오오오오오 hah
다 들어와 다
다 들어와
다 들어와 다
다 들어와
다들어와 다
다 들어와
visagang hot
다다 들어와 word
Bring that X down finna make forward
XXX XX XXX that i can't get it in
이게임의 결과는 너무나도 뻔해
끝에가서 웃는건 내가되겠지
Brand new lambo with the big stack reckless
Icy boujee got sum cash on my neck
게으른 래퍼들은 말걸지말고
필요하게 되면 그때 내가 부를게
Ho ho hold on hold on X what you sayin
허락해 준적없어 cuz we not the same
어딜가든 주목받네 내가 나올땐
너희와는 태생부터 너무다르네 uh
엄마 이젠 내가 효도할게
더 이상의 고생은 안해도되
손가락질 햇던 놈들 다부를게
이제 they be callin 엄마 사모님 damn
first thing first
let me see u swerve
sign to the corner
let me let me see ur curve
first thing first
let me see u swerve
sign to the corner
let me let me see ur curve
get it right girl
get it right girl
get it right girl
get it right girl
get it right girl
get it right girl
get it coast to the world
let it slide err
first thing first
let me see u swerve
sign to the corner
let me let me see ur curve
first thing first
let me see u swerve
sign to the corner
let me let me see ur curve
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",5
56,Put in work,Logixx,"지하에서 지상으로 걸린 시간은 1년
매일 아침마다 통장에 꼽혀있지 milion
말라깽이였던 내가 몸집 많이 키워
가난했던 옛 기억들을 전부 다 지워
Put in work put in work put in work yeah
Put in work put in work put in work yeah
Put in work put in work put in work yeah
Put in work put in work put in work yeah
줏대 없는 애들은 가짜 뉴스 듣고 그대로 믿어
겁대가리 없는 척하다 잘못 걸려 파리처럼 빌어
그런 해충 같은 애들을 죽이는 난 F killer
틴더에서 사진발 심한 사람보는거처럼 튀어
너네는 전부다 cap 내가 가진건 오직 capital
수면 위 오르고 싶지만 너는 평생을 대기 타
똥은 너네가 싸놓고 결국엔 멱살을 잡고 Carry 하지
우물 안 개구리들 거기서 놀고 난 밖에서 재미 봐
uh uh peanut butter seat , inside coupe
uh uh 휴식 없이 가 , malibu
uh uh 배는 빵빵해, 마인부
uh uh 난 안태워줘, 마기꾼
지하에서 지상으로 걸린 시간은 1년
매일 아침마다 통장에 꼽혀있지 milion
말라깽이였던 내가 몸집 많이 키워
가난했던 옛 기억들을 전부 다 지워
Put in work put in work put in work yeah
Put in work put in work put in work yeah
Put in work put in work put in work yeah
Put in work put in work put in work yeah
돈이 가는 대로 판돈 많은 game에 난 bet
난 고니처럼 딴 돈의 반만 가져갈게
사쿠라 치면 손모가지 덥배 shoot , 마치 xx
월세도 못내는 xxxx 너는 얼른 방 빼
선택적 분노 장애 그러나 넌 선택을 잘못했어
이제는 열심한 다며 그러나 정말로 열심히 했어?
난 많은 건 안 바래 어린애처럼 그만 떼써
크레딧에 올라간 이름에 네 건 전부다 내가 뺐어
5 대 5 가르마 펌 한 korean gangster
영점도 못 잡아본 게 말로만 총질한 gangster
나쁜 짓 해봤자 CL보다 약해 넌 sister
날 쳐봤자 약해서 하나도 안 나지 기스도
지하에서 지상으로 걸린 시간은 1년
매일 아침마다 통장에 꼽혀있지 milion
말라깽이였던 내가 몸집 많이 키워
가난했던 옛 기억들을 전부 다 지워
Put in work put in work put in work yeah
Put in work put in work put in work yeah
Put in work put in work put in work yeah
Put in work put in work put in work yeah
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",10
57,Little Baby (Feat. VSjin),Choi min,"everytimes I tried. every cars are mine.
eyday Im grinding. every stores on the street I go to buy.
everyday no sorry. every thing are fine
every chains so shine. every season i go to fly
every where I take a flight

everythings so sure everythings so pure yea yea
everythings so sure everything so pure yea yea
everythings so sure everythings so pure yea yea
everythings so sure everything so pure yea yea

everythings so sure and pure I make it hunnit percent and more
I'm the king of my game, this city I'll never ignore (yeah, yeah)
a new geneis I ride it. its the answer of my pride is
I don't switch lanes. I can make her cry

yea I can make her cry
but I gave her hunnit thou
wiped her tears with it
Turned her sorrows into a vow
I can make her cry
but I gave her hunnit thou
wiped her tears with it
Turned her sorrows into a vow
everytimes I tried. every cars are mine.
every things I got it its not easy
she want hop in tell her sorry
from now she so far
I don't play with the girls like tiktoker
every minutes every hours Im too busy please don't call

yeah yeah 

yeah yeah yeah 

yeah yeah yeah

yeah yeah yeah

everytimes i tried. every cars are mine.
eyday im grinding. every stores on the street i go to buy.
everyday no sorry. every thing are fine
every chains so shine. every season i go to fly
every where i take a flight

everythings so sure everythings so pure yea
everythings so sure everything so pure yea yea
everythings so sure everythings so pure yea yea
everythings so sure everything so pure yea yea

everythings so sure everythings so pure yea
VV's on my wrist. 니 눈이 멀기전에 튀어
everythings so sure everythings so pure yea
VV's on my wrist. 니 눈이 멀기전에 튀어

철없던 시절 빼
Im talkin bout 이십 대
새것만 이식해
넌 모르니 피식 대

바보들은 기집애
가짜들은 이직해
maybe CGV에
내 전기가 상영돼

everytimes I tried. every cars are mine.
eyday Im grinding. every stores on the street i go to buy.
everyday no sorry. every thing are fine
every chains so shine. every season I go to fly
every where I take a flight
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",8
58,West coast baby,DJ Escobic,"It's the West coast vibe, West coast vibe
wait wait wait don't waste yo time
West coast vibe, West coast vibe
wait wait wait don't waste yo time
K-town No.1 laby
Give me the What's app baby
넌 조깅을 아침 매일해
잘빠진허린 아주 wave해
달콤한 kiss로 날 깨워 모닝콜
한번에 빠지고 It's like the sink hole
내 기분은 hype,I feeling like a king kong
들이대면 또 튕겨 넌 마치 Ping pong
따가운 햇살아래 Sun roof를 연채로 drive
메모장에 써둔 가사 통째로 drop
Billboard Hot 100 take it to the top
내 랩은 빨리 퍼져 속도는 마치 코로나
가식 따윈 없어 솔직하게 가
창피한건 없어 당당하게 가
욕심이 조금많아서 원하지 대박
고민 하게돼 매일밤
it's the West coast vibe, West coast vibe
wait wait wait, don't waste yo time
it's the West coast vibe, West coast vibe
wait wait wait, don't waste yo time
it's the West coast vibe, West coast vibe
wait wait wait, don't waste yo time
it's the West coast vibe, West coast vibe
wait wait wait, don't waste yo time
It's the west coast vibe , No escobar
돈이 필요할때마다 계속 냈어 음악
West coast vibe , Don't waste yo time
심심할때 마다 난 계속 냈어 음악
우리 동네에서 나는 24 lit
타이거 우즈처럼 ball을 날려버려 멀리
이건 그저 헛소리가 아니라 cuz Im ballin
Holly wood에서 쇼핑하지 wit my shawty
K town, A town 내 목소린 everywhere
너도 듣고선 입가엔 몰래 헤벌레
돈도 없으면서 굼떠 있어 애벌레
그렇게 사느니 나비 되서 나갈래
결국 이 Game은 누가 먹나 Pie game
바지통은 Sagging 내려가면 Tight해
I can do everything 여자 마음은 갈대
연락 씹어도 필요할땐 갈게
it's the West coast vibe, West coast vibe
wait wait wait, don't waste yo time
it's the West coast vibe, West coast vibe
wait wait wait, don't waste yo time
it's the West coast vibe, West coast vibe
wait wait wait, don't waste yo time
it's the West coast vibe, West coast vibe
wait wait wait, don't waste yo time
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",5
59,Namu wiki,DJ Escobic,"나는 막장같이 다녀 누가 뭐래도
날로 처먹으려 바로가지 소래포구
너넨 할일 없어서 매일 보지 모니터
너가 하는건 적자로 끝나 손익분기점
사람들은 떠나도 내비지니스는 안끝나 YEAH
미국에서 갱스터, 머린 5대5 가르마 YEAH
팩트로만 얘기해 과장 없이 바른말 YEAH
그런 내가 싫어도 못버려 ADIDDAS 와 KANYE
몸에 몹시 해로워 smoking like 매연
암세포들 필터링해 한층 더 lay up
한참 뛰어도 더많은 돈에 항상 목 메여
나와 척을 지으면 언젠간 아마 손해여
내 정체가 궁금하니 찾아봐봐 나무 위키
탈주자들 잡으러가 feelin like a D.P , D.P
디비디비 딥 yahh 디비디비 딥 yahh
디비디비 딥 yahh 디비디비 딥 yahh
내 정체가 궁금하니 찾아봐봐 나무 위키
탈주자들 잡으러가 feelin like a D.P , D.P
디비디비 딥 yahh 디비디비 딥 yahh
디비디비 딥 yahh 디비디비 딥 yahh
너의 비장의카드를 꺼내봤자 한도초과
내 방에는 이미 가득 차 fully tag guap
은행에서 돈을 달라한뒤 나가 take out
다른건 참아도 딱하나 못참아 바로 배반
hustle every day 시간이 지나도 keep it real
많은 대표들한테도 허리를 먼저 절대 안 굽히니
247 돈 벌어야지 오늘도 pusin p
mbti가 궁금하다면 나는 ENTP
내 정체가 궁금하니 찾아봐봐 나무 위키
탈주자들 잡으러가 feelin like a D.P , D.P
디비디비 딥 yahh 디비디비 딥 yahh
디비디비 딥 yahh 디비디비 딥 yahh
내 정체가 궁금하니 찾아봐봐 나무 위키
탈주자들 잡으러가 feelin like a D.P , D.P
디비디비 딥 yahh 디비디비 딥 yahh
디비디비 딥 yahh 디비디비 딥 yahh
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",3
60,Neo,John Doe,"so many questions
달고살았지 늘 뭔가가 궁금한 제스쳐들
내 고향을 봐 Ocean View 그 넘어엔 뭐가있는지
이 자식들아 See Far 내겐 그 넘어의 뭔가 배어있어
위엔 혜인서 바지 밑엔 릭오웬스
스캇만 아는 애들 아직도 이걸 모르니
I'm a Chaser but not Who's wanna Be
이미테이션들 사이 너도 같은 wannabe's
and the Key 애써 어디 찾을 필요없지
its not secret 이건 어디안도망가 근본이
its the key 이미 답 너도 알지
but 겁쟁이 잖아 그 성향 진짜 어디가겠니
and the key's
이건 어디 안도망가
rest in peace. 넌 도망자
어차피 넌 바보잖아
어차피 넌 못했잖아
어차피 넌 꿈이였잖아
근데 이제 다들 알아 이걸 나는 i can see it
everything i produced
그 누구두 내 적수 못돼 who you
날 불붙이게 할수 있는놈은 거수
허나 분수 알고 덤비길
할수 있담 come and get it
but bunch of these wack mcs
못비치는 코빼기
내 시간은 올빼미
내 친구는 초빼이
we live too different
우리 삶을 니
현실 위에 덧대지
무서워 하는넌 겁쟁이
내 삶엔 없었어 선택이
그래서 결국 가졌나봐 야망이 첫번째지
이제와서 보니 real son
시대 따라 바뀐 헤게모니 넌 어디에있어?
난 거기 맨꼭대기 니 머리위에 위치해있어
옥탑보다 높은 View 이 속도 마치 Racer
이제와서 보니 real son
시대 따라 바뀐 헤게모니 넌 어디에있어?
난 거기 맨꼭대기 니 머리위에 위치해있어
옥탑보다 높은 View 이 속도 마치 Racer
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",2
61,The citi,Lil Patekk,"우린 차를 타고 넘어가지 도시에
들어서는 네온사인 눈이 부시네
한국사람 외국사람들 바빠 보이네
수많은 건물때매 어딜갈지 고민돼
이작가야 가서 내가 한잔 살게
소주는 많이 먹었잔아 오늘은 사케
여기 모두 풋쳐 잔스업 그냥 잔깨
얘기나 할래 헌팅은 걍 그건 다음기회
수많은 술잔들이 파도를 타지 wave
클럽에 많은 여자들 춤을 추지 wave
수많은 사람들이 두눈이풀린채
비트 리듬에 맞춰 부비부비 play
두팔을 기억자를 만들어놓고 dab
우리 취향은 Old school보다는 Trap
손을 위로 뻗고 위로 잽
비보이 춤동작은 재키챈
여긴 위험하지 수많은 자동차
여긴 비겁하지 코를 베어가
너는 기겁하지 내가 나타나
모두가 필요하지 내가 없을때
얘들아 이리로 모여봐 빨리좀
얘들아 전화를 돌려봐 빨리좀
얘들아 우리집에 모여 빨리좀
얘들아 내차에 타 빨리좀
what up G 마음을 비우지
매일 밤샘하고 We gonna pushin p
형제들과 함께 고생하며 흘린피
이제는 바다로 향해 난 세계 로뻗지
이젠 mask off 3년 동안 했음됐지
이제 속이 매스꺼워 너무 지겨웠엇지
허나 내 passion 뜨거워서 만질수도 없지
attention 대충 알아 들었으면 됐지
이제난 pass out
하늘에 별이 된 REST IN PEACE TAKE OFF
고척돔에서 콘서트한거 평생 난 안 잊어
이제 셋이 아닌 뿔뿔히 흩어져버린 MIGOS
더이상 희생이 나지 않기를 정말 빌어
여긴 위험하지 수많은 자동차
여긴 비겁하지 코를 베어가
너는 기겁하지 내가 나타나
모두가 필요하지 내가 없을때
얘들아 이리로 모여봐 빨리좀
얘들아 전화를 돌려봐 빨리좀
얘들아 우리집에 모여 빨리좀
얘들아 내차에 타 빨리좀
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",7
62,마지막 인사,BIGBANG (빅뱅),"yes bigbang is back most definitely hey move 
b to the i to the g (bang bang) 
b to the i to the g (bang bang) 
b to the i to the g (bang bang) about love 

chorus] 
i don′t wanna be with out you girl 
마지막 인사는 접어두길 바래 오늘 단 하루만큼은 
i don′t wanna be with out you girl 
내 서툰 마음 까지 안고 가줘 
i love you i need you girl 
baby baby baby 조금 어색하지만 서로 
baby baby baby 아직 사랑하고 있는데 
baby baby baby 두렵기는 하지만서도 
끝이보이지만 난 그래도 only you girl 

sol] 
상처만 가득해 모질게 날 대하던 너 
어르고 달래 또 반복되 널 피하던 나 
어디서부터 어긋났을까 기나긴 고민 
해답없는 문제속에 헤메여 난 

gd] 
미로미로속에 갇힌 길 잃은 방랑자
마냥 이도저도 못해 난 마냥 
기다리기만 할 뿐 사뿐사뿐히 내게 다가와주길 girl 
우리 처음만난 때 처럼 풋풋하던 그때 처럼 
이런이런이런 저런저런저런 
너와 내 사이의 끈 절대놓지말어 

chorus] 
i don′t wanna be with out you girl 
마지막 인사는 접어두길 바래 오늘 단 하루만큼은 
i don′t wanna be with out you girl 
내 서툰 마음 까지 안고 가줘 
i love you i need you girl 
baby baby baby 조금 어색하지만 서로 
baby baby baby 아직 사랑하고 있는데 
baby baby baby 두렵기는 하지만서도 
끝이보이지만 난 그래도 only you girl 

top vi dl] 
아무런 말 없이 떠나 연락없고 (아무 말 않고) 
그러다 어느날 갑자기 나타나고 (무슨일있었냐는 듯) 
날 갖고노는건지 이게 사랑이 맞는건지 
하루에도 열두번 더 헷갈리고 (about love) 
한두번 갖고놀던 장난감 넌 뭘 원했냐고 되물어봤어 
달콤함은 아주 잠깐 우린 너무 쉽게 녹아버린 솜사탕 
(지친 가슴 이젠 나도 막지못할것만 같아) 
어서 날 잡아줘 (떠나가기 전에) 

chorus] 
i don′t wanna be with out you girl 
마지막 인사는 접어두길 바래 오늘 단 하루만큼은 
i don′t wanna be with out you girl 
내 서툰 마음 까지 안고 가줘 
i love you i need you girl 
baby baby baby 조금 어색하지만 서로 
baby baby baby 아직 사랑하고 있는데 
baby baby baby 두렵기는 하지만서도 
끝이보이지만 난 그래도 only you girl 


dl vi sol] 
여전히 널 사랑하지만 내게는 너무나 소중하지만 ye 
누구도 네 자릴 메꿀 수 없는걸 i know (you know) 
oh 그냥 조용히 날 안아줘 

chorus] 
i don′t wanna be with out you girl 
마지막 인사는 접어두길 바래 오늘 단 하루만큼은 
i don′t wanna be with out you girl 
내 서툰 마음 까지 안고 가줘 
i love you i need you girl 
baby baby baby 조금 어색하지만 서로 
baby baby baby 아직 사랑하고 있는데 
baby baby baby 두렵기는 하지만서도 
끝이보이지만 난 그래도 only you girl 


b to the i to the g (bang bang) 
b to the i to the g (bang bang) 
b to the i to the g (bang bang) 
b to the i to the g (bang bang) 
b to the i to the g (bang bang) 
끝이보이지만 난 그래도 only you girl (aboout love)
k7358 님이 등록해 주신 가사입니다.
가사 오류 제보","53,800"
63,Logixx freestyle,Logixx,"24/7 공장처럼 verse만을 뽑을래
하루도 빠짐없이 매번 slime 봅슬레이
광화문 거리에서 브레이크 없이 rolls race
같이 끼고 싶다면 커트라인은 mercedes
Check my profill, Look at my outfit
I'll give you benefit, 뱉을게 가래침
yeah yeah 필요 없지 가르침
Spend that money everyday 재산은 이부진
힘이 부쩍 들 때 있지 근데 숨 참으면서 work hard
니넨 내가 잘되기 시작할때 부터 초조하지
예전에 쓰던 니네 언행들이 조금씩 변해
옛날얘기하면 백이면 백 전부 기억이 없데
Alexander McQueen 이건 조금 키높이
Chilling out with netflix, 가코이가 혼또니
나는 좋아 acitve, Step은 Stephen Curry
넌 필요하지 냅킨 침을 질질 쌌으니
Every body say Wak Wak Wak Wak
yeah, yeah , yo
Every body say Wak Wak Wak Wak Wak
주머니가 가벼워도 가오는 bad and boujie
예절이란 걸 몰라 I got bad attitued
주먹으로 패고 던져 마치 겟앰프드
조준간 연사로 바꾸고 난사하지 괴뢰군
내 방엔 가득한 ice 그래서 입어 캐나다 구스
Richard mill은 내 손에 tight
그 주먹으로 날리지 Hook
Gunna 랩처럼 back to the moon
그럼 이제 넌 볼일 없군
너 자체가 실력이 없으니
억지로 깔아대 Auto tune
네가 선을 넘으면 주저 없이 당겨 triger
풀만 뜯는 송아지 채식만 해 너는 비건
공연 안 하면 래퍼 아니라던 넌 발라 립톤
한 번 더 깝치면 다 까고 머리에다 대지 pistol
너는 기껏 터져봤자 콜라에 멘토스
반면 내 포텐은 오펜하이머 Plan note
my lylric is hot like thai, Bang kok
다치기 싫으면 돌아가라, Vendo
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",5
