,제목,가수,가사,좋아요
44,ETA,NewJeans,"낭비하지 마 네 시간은 은행 
서둘러서 정리해 걔는 real bad 
받아주면 안돼 
No you better trust me 
답답해서 그래

저번에도 봤지만 너 없을 때 
걘 여기저기에 눈빛을 뿌리네 
아주 눈부시게
Honestly 우리 사이에
He's been totally lying yeah 

내 생일 파티에 너만 못 온 그날 
혜진이가 엄청 혼났던 그날 
지원이가 여친이랑 헤어진 그날 
걔는 언제나 네가 없이 그날 
너무 멋있는 옷을 입고 그날 
Heard him say

We can go wherever you like 
Baby say the words and I'm down 
All I need is you on my side 
We can go whenever you like 
Now where are you?

Mmhmm 
What's your ETA, what's your ETA 
Mmhmm 
What's your ETA, what's your ETA 
Mmhmm 
What's your ETA, what's your ETA
I'll be there right now, lose that boy on her arm 

아파 맘이 네가 걔 못 잊을 때
내 말 믿어 you deserve better than that 
내가 도와줄게
걔는 그냥 playin' 
Boys be always lying yeah
 
내 생일 파티에 너만 못 온 그날 
혜진이가 엄청 혼났던 그날 
지원이가 여친이랑 헤어진 그날 
걔는 언제나 네가 없이 그날 
너무 멋있는 옷을 입고 그날 
Heard him say

We can go wherever you like 
Baby say the words and I'm down 
All I need is you on my side 
We can go wherever you like 
Now where are you?
 
Mmhmm 
What's your ETA, what's your ETA 
Mmhmm 
What's your ETA, what's your ETA 
Mmhmm 
What's your ETA, what's your ETA
I'll be there right now, lose that boy on her arm

Need a boy on my arm 
Need a boy on my arm 
Want a boy on my arm 
Need a boy on my arm
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","4,096"
45,SPOT! (feat. JENNIE),지코 (ZICO),"Everything ok my man
Turn the music up

Uhm we're not going home tonight, alright
네 계획에 없던 party
Up and down round and round
Hit the spot spot spot spot
엎치락뒤치락 정신을 왜 차려 왜

Hey girl where you at
데리러 갈게 send me the address
No dress code 대충 걸치면 돼
우린 꾸밈없고, 나머진 억텐 yeah

농익은 분위기 it's too sticky
마구 부대껴 어머! 정전기 찌릿
여긴 내 동생 저기는 내 homie
순둥이지만 음악 틀면 눈 돌지

Chillin' out, we yellin' out, one more
찐친 바이브 위아래 안 따져
부끄런 I 피식 E를 드러내
포위됐어 넌 now hands in the air

Uhm we're not going home tonight, alright
네 계획에 없던 party
Up and down round and round
Hit the spot spot spot spot
엎치락뒤치락 정신을 왜 차려 왜

Up and down round and round
Everybody hit the spot
Up and down round and round
Everybody hit the top
Up and down round and round
Everybody make it loud (Make it loud)
Up and down round and round
Ain't nobody hold us down

어깨 툭툭 he say ""Yo JENNIE,
Told you that 도망치면 배신""
Yeah, I know I know
일단 더우니까 바람 쐬러 나가

Bae 나갈 때 뒤로 딱 붙어
땀 뺐으니까 후딱 아이스크림 go
들키면 피곤해져 put your mask on
한바퀴 돌고 퀵하게 조인해

우리 프로젝트 타이틀 명은 J Z
We gon' run this town, that's crazy
짱박아 놨던 네 똘끼를 꺼내
해방됐어 넌 now hands in the air

Uhm we're not going home tonight, alright
네 계획에 없던 party
Up and down round and round
Hit the spot spot spot spot
엎치락뒤치락 정신을 왜 차려 왜

Up and down round and round
Everybody hit the spot
Up and down round and round
Everybody hit the top
Up and down round and round
Everybody make it loud
Up and down round and round
Everybody Stop
Wait a minute ahhh

Come vibe with us
Ride with us
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,574"
46,"무제(無題) (Untitled, 2014)",G-DRAGON,"나에게 돌아오기가 어렵고 힘든 걸 알아
이제 더는 상처받기가 두렵고 싫은 걸 알아
네가 떠나 버린 그날에도 모진 말로 널 울리고
뒤돌아 서서 후회해 미안해
제발 단 한 번이라도 너를 볼 수 있다면
내 모든 걸 다 잃어도 괜찮아
꿈에서라도 너를 만나 다시 사랑하기를
우리 이대로
너에게 용서받기 보다 죽는 게 더 쉬울지 몰라
이 노래를 불러보지만 내 진심이 닿을지 몰라
네가 행복하기를 바래 그 흔한 거짓말도 못하고
돌아오기만 기도해 미안해
제발 단 한 번이라도 너를 볼 수 있다면
내 모든 걸 다 잃어도 괜찮아
꿈에서라도 너를 만나 다시 사랑하기를
우리 이대로
이제는 끝이라는 마지막이라는
너의 그 맘을 난 믿을 수 없어
I can't let go, cuz you never know
내겐 너 같은 너에겐 나 같은
그런 사랑은 두 번 다시는 없어
Nobody knows we always know
제발 단 한 번이라도 너를 볼 수 있다면
내 모든 걸 다 잃어도 괜찮아
꿈에서라도 너를 만나 다시 사랑하기를
지금 이 시간이 지나가고 다 잊을 수 있다면
그 기억도 행복했던 추억도
아니 다음 생에도 너를 만나 다시 사랑하기를
예전 그대로
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","18,538"
47,클락션 (Klaxon),(여자)아이들,"좀 미친 소리 같지만 난 네게 반했어
(어어우워 어어우워)
자꾸 눈으로 욕 하지마 더 네게 빠졌어
(어어우워 어어우워)

영화보다 멋진 드라마틱 Romantic show
나 처음 본 순간 완전 영원한 반쪽인걸
또 못 본 척 못 들은 척 넘어가려 하지 어림없어
차 떠나가라 소리칠 거야

I love you baby
야 나 좀 봐줘 Lady
더 Hit the 클락션
Hon hon hon hon hon honk
또 Hit the 클락션
Hon hon hon hon hon honk
Hey hop in sweetie boy

우 우아우~ 우 우아우~
우 우아우~
Honk honk hit the 클락션
우 우아우~ 우 우아우~
우 우아우~
Honk honk hit the 클락션

오픈카 타고 드라이브는 어때?
Wannabe by Spice Girls 틀고 Okay?
야 딱 봐도 그 여자는 불건전해
그만 힐끔대고 벨트나 매 옆에

Pretty hot stuff hot stuff beautiful
But don't worry 
I don't want a boy toy
잠깐 갓길에 멈춰 깜빡이도 안 켜고 덮쳐

힙합보다 멋진 발라드틱 Romantic show
너 처음 본 순간 완전 딱 천생연분인걸
또 못 본 척 못 들은 척 넘어가려 하지 어림없어
차 떠나가라 소리칠 거야

I love you baby
야 나 좀 봐줘 Lady
더 Hit the 클락션
Hon hon hon hon hon honk
또 Hit the 클락션
Hon hon hon hon hon honk
Hey hop in sweetie boy

Hey I love you
I want to do an interview
Ah yeah 난 너의
완벽한 The true lover 

Hey I love you
I want to do an interview
Ah yeah 난 너의
완벽한 The true lover

I love you baby
나 좀 봐줘 Lady
Hit the 클락션
Hon hon hon hon hon honk
또 Hit the 클락션
Hon hon hon hon hon honk
Hey hop in sweetie boy

우 우아우~ 우 우아우~
우 우아우~
Honk honk hit the 클락션
우 우아우~ 우 우아우~
우 우아우~
Honk honk hit the 클락션
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,360"
48,Drama,aespa,"Ya Ya I'm the Drama

Ziggy ziggy zag I'm new
'Cause I go biggie biggie bad It's true
날카로운 눈 안에 비친 Toxic
내 본능을 당겨 Zoom
Hold up, What? Oh my god
You say, What? 다쳐 넌
You better watch out
우린 이미 거센 Boom
달려가고 있어 Vroom

I li-li like me when I roll
Li-li-like me when I'm savage
Li-li-like me when I go
Li-li-likie when I baddest
Hold up 빛을 따라서
달아 다 다 달려나가 Run
Go Finally Ra ta ta ta
다음 세계를 열어 난

1, 2 It's time to go
후회 없어 난
맞서 난 깨버렸지
날 따라서 움직일 Rules
손끝으로 세상을 두드려 움직여
Yeah I'm coming

I bring I bring
all the Drama-ma-ma-ma
I bring Drama-ma-ma-ma
With my girls in the back
Girls in the back
Drama
Trauma-ma-ma-ma
I break Trauma-ma-ma-ma
With MY WORLD in the back
나로 시작되는 Drama
(All that)

Drama-ma-ma-ma
(Bring it that)
Drama-ma-ma-ma
With my girls in the back
Girls in the back Yeah
I break
Trauma-ma-ma-ma
(We them)
Trauma-ma-ma-ma
With MY WORLD in the back
나로 시작되는 Drama

Drama-ma-ma-ma
Drama-ma-ma-ma (3, 2, 1)
Drama-ma-ma
You know I've been kind of like

1, 2, 3 깜짝 놀랄 다음 Scene
키를 거머쥔
주인공은 나
4, 3, 2 Going down
쉽게 Through
Deja Vu 같이
그려지는 이미지
날 굳이 막지 말아
이건 내 Drama
도발은 굳이 안 막아
Uh I'm a stunner

1, 2 It's time to go
타오르는 날 (타는 날)
느껴 난 And I love it
새로워지는 Rules
난 눈을 떠 (두 눈을 떠)
시작된 걸 (넌) 알아 (Now)
It's coming

I bring I bring
all the Drama-ma-ma-ma
I bring Drama-ma-ma-ma
With my girls in the back
Girls in the back
Drama
Trauma-ma-ma-ma
I break Trauma-ma-ma-ma
With MY WORLD in the back
나로 시작되는 Drama

Into the REAL WORLD
다가온 Climax
두려워하지 마
You and I
함께 써 내려가는 Story
날 가로막았던 No
한계를 뛰어 넘어 Every day
Oh Imma make it my way
Out of the way Yeah

I bring I bring
all the Drama-ma-ma-ma
I bring Drama-ma-ma-ma
With my girls in the back
Girls in the back
Drama
Trauma-ma-ma-ma
I break Trauma-ma-ma-ma
With MY WORLD in the back
나와 함께하는 Drama
(All that)

You know, I'm savage
거침없는 Baddest
나를 둘러싼 Thrill
거친 여정 속의 Drama
(Drama-ma-ma)
내가 깨트릴 모든 Trauma
(Drama-ma-ma)
지금 시작되는 Drama

Ya Ya 너로 시작될 MY Drama
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,343"
49,Strategy (feat. Megan Thee Stallion),TWICE (트와이스),"Hey boy Imma getcha
Imma getcha real good and I betcha
Hey boy once I getcha
you'll be oh so glad that I metcha
Ah-oh!
Step 1
Do my highlight
Make me shine so bright in the moonlight
Step 2
Silhouette tight
Baby even my shadow looks good right?
Step 3
When I arrive
Make you look my way with your heart eyes
Step 4
Get you on the floor
Make ya say more more more
When I say hi
I'm feeling all your attention on me
Hi no reason to be so shy with me
I ain't gonna bite come on over (No)
I know you wanna move a little closer (Yeah)
I got a plan to get you with me (Ah)
I got you on my radar 
soon you're gonna be with me
My strategy strategy will getcha getcha baby
Winning is my trademark 
soon you'll never wanna leave
My strategy strategy will getcha getcha baby
Hey boy Imma getcha
Imma getcha real good and I betcha
Hey boy once I getcha
you'll be oh so glad that I metcha
When your cheeks go red (That's cute)
I wanna dance you said (Oh cool)
'Til I'm in your head (It's cruel)
And you can't forget
You're feeling things now and you're confused
Watching my body getting loose
You don't know what you're gonna do
You're mine
When I say hi
I'm feeling all your attention on me
Hi no reason to be so shy with me
I ain't gonna bite come on over (No)
I know you wanna move a little closer (Yeah)
I got a plan to get you with me (Ah)
I got you on my radar 
soon you're gonna be with me
My strategy strategy will getcha getcha baby
Winning is my trademark 
soon you'll never wanna leave
My strategy strategy will getcha getcha baby
Real hot girl sheeee
Do you like that
When I smack it and you watch it
bounce it right back
He really lost it when he saw me do the right left
Imma man eater you just a light snack
I got him pressed like he's workin' on his triceps
Imma flirt Imma tease baby hurt after me
Tell 'em baby what's a player to the GAME
Sayin' need the word by him
bringing me to the beach
Jealous? Who? Girl please
Left right left right do it to the beat
Talk with my body that's my strategy
Other girls tryin' but I'm really hard to beat
He'll be mine off my strategy
Left right left right do it to the beat
Talk with my body that's my strategy
Other girls tryin' but I'm really hard to beat
He'll be mine off my strategy
My strategy strategy
Like gravity gravity
One look at me look at me
I betcha betcha betcha boy
You'll be down on your knees
Calling me up begging me don't leave
My strategy strategy
Will getcha getcha getcha boy
Ah-oh!
Hey boy Imma getcha
Imma getcha real good and I betcha
Hey boy once I getcha
you'll be oh so glad that I metcha
Hey boy Imma getcha
Imma getcha real good and I betcha
Hey boy once I getcha
you'll be oh so glad that I metcha
Hey boy Imma getcha
Imma getcha real good and I betcha
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",331
50,Live My Life,aespa,"Bye 따분한
고지식한
그런 사고방식
Say 솔직한 마음만
너를 속이진 마

You and me
다른 꿈을
그릴 뿐이지
But you and me
Keep believing

I Live My Life
이제 난
틀에 맞춰진
규칙 깨버려
뻔한 네 사고방식
I Live My Life
이제부터가
시작이야
내가 선택한
삶의 주인공은 나

기대해
Live My Life
새롭게
Live My Life
Oh 힘차게
Live My Life
외쳐봐
Live My Life

Keep
빛나는 Eyes
Better idea
자신 있는 표정
Lightly
움직이는 변화
Make it a new thing
그래 또 다른
시작이야

You and me
다른 꿈을
꾸는 듯했지
But you and me
Keep believing

I Live My Life
이제 난
틀에 맞춰진
규칙 깨버려
뻔한 네 사고방식
I Live My Life
이제부터가
시작이야
내가 선택한
삶의 주인공은 나

기대해
Live My Life
(때론 힘들어도)
새롭게
Live My Life
(나에게 찾아오는 소중한 Light)
Oh 힘차게
Live My Life
(Don't give up 자신을 믿어)
외쳐봐
Live My Life
(소중한 Your life)

시간은 멈출 수 없잖아
Life's too short
No more,
I don't care
구속하지 말아줘
인생에 정답이란 없어
You know best
You just live your life
나답게 난 살 거야

I Live My Life
이제 난
두렵지 않아
주저하지 마
Life is like a miracle
I Live My Life
이제부터가
진짜야
내가 행복할
삶의 주인공은 나

기대해
Live My Life
새롭게
Live My Life
Oh 힘차게
Live My Life
외쳐봐
Live My Life

Life
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,604"
51,Super Shy,NewJeans,"I'm super shy, super shy
But wait a minute while I
Make you mine, make you mine
떨리는 지금도 
You're on my mind 
All the time
I wanna tell you but I'm
Super shy, super shy 

I'm super shy, super shy
But wait a minute while I
Make you mine, make you mine
떨리는 지금도 
You're on my mind 
All the time
I wanna tell you but I'm
Super shy, super shy 

And I wanna go out with you 
Where you wanna go? (Huh?) 
Find a lil spot
Just sit and talk
Looking pretty
Follow me
우리 둘이 나란히 
보이지? (봐) 
내 눈이 (heh) 
갑자기 
빛나지 
When you say 
I'm your dream 

You don't even know my name 
Do ya?
You don't even know my name 
Do ya-a?
누구보다도

I'm super shy, super shy
But wait a minute while I
Make you mine, make you mine
떨리는 지금도 
You're on my mind 
All the time
I wanna tell you but I'm
Super shy, super shy

I'm super shy, super shy
But wait a minute while I
Make you mine, make you mine
떨리는 지금도 
You're on my mind 
All the time
I wanna tell you but I'm
Super shy, super shy 

나 원래 말도 잘하고 그런데 왜 이런지 
I don't like that
Something odd about you
Yeah you're special and you know it
You're the top babe 

I'm super shy, super shy
But wait a minute while I
Make you mine, make you mine
떨리는 지금도 
You're on my mind 
All the time
I wanna tell you but I'm
Super shy, super shy

I'm super shy, super shy
But wait a minute while I
Make you mine, make you mine
떨리는 지금도 
You're on my mind 
All the time
I wanna tell you but I'm
Super shy, super shy 

You don't even know my name 
Do ya?
You don't even know my name 
Do ya-a?
누구보다도
You don't even know my name 
Do ya?
You don't even know my name 
Do ya-a?
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","4,283"
52,After LIKE,IVE (아이브),"또 모르지 내 마음이
저 날씨처럼 바뀔지
날 나조차 다 알 수 없으니

그게 뭐가 중요하니
지금 네게 완전히
푹 빠졌단 게 중요한 거지

아마 꿈만 같겠지만 분명 꿈이 아니야
달리 설명할 수 없는 이건 사랑일 거야
방금 내가 말한 감정 감히 의심하지 마
그냥 좋다는 게 아냐 What's after 'LIKE'?

You and I
It's more than 'LIKE'
L 다음 또 O 다음 난 yeah
You and I
It's more than 'LIKE'
What's after 'LIKE'?
What's after 'LIKE'?

조심해 두 심장에 핀
새파란 이 불꽃이
저 태양보다 뜨거울 테니

난 저 위로 또 아래로
내 그래프는 폭이 커
Yeah that's me

두 번 세 번 피곤하게 자꾸 질문하지 마
내 장점이 뭔지 알아? 바로 솔직한 거야
방금 내가 말한 감정 감히 의심하지 마
그냥 좋다는 게 아냐 What's after 'LIKE'?

You and I
It's more than 'LIKE'
L 다음 또 O 다음 난 yeah
You and I
It's more than 'LIKE'
What's after 'LIKE'?
What's after 'LIKE'?


What after like 내 맘에 strike
지금 느낀 짜릿함은 마치 tike
LO 다음에 I 그 다음에 VE
여긴 너와 내 space 아무도 막지 못해
나를 보면 눈 깜빡할
시간 조차도 아까울 걸
드디어 만나 반가워
LOVE 사이 놓일 I 
(What's after 'LIKE'?)

You and I
It's more than 'LIKE'
E 앞 또 V 앞 난 yeah
You and I
It's more than 'LIKE'
What's after 'LIKE'?

You and I
It's more than 'LIKE'
L 다음 또 O 다음 난 yeah
You and I
It's more than 'LIKE'
What's after 'LIKE'?
What's after 'LIKE'?
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","7,747"
53,MEOW,MEOVV (미야오),"(MEOW)

이유 없어 난 생긴 대로 chic
Now you speak French
Talkin' 'bout we

아무리 날 불러봐
Oh please
가는 길이 달라
Can't keep up with me
Try and match my energy

침묵 끝에 터지는 roarin'
막 타기 시작했어 keep burnin'

홀린 듯이
Dancin' on the table, table
Tell 'em I'm
Pullin' up
On sight
We'll make 'em

(MEOW)
With my girls
We gon' shake sumn
(MEOW)
We don't run
We don't chase 'em

Turn it up
Hear dat bass drum

Wons and yens and dollars
Comma comma comma

Bring 'em
Shake sumn
Ah ah
Break sumn

Wons and yens and dollars
Comma comma comma

암만 막아 봐라
I can do it all night
It look easy, don't it

Make 'em all tongue-tied
날카로운 side eye
바로 여기 접수 we own it

고요하게 높이 뛰어
닿지 않을 곳까지

Nothin' else on my mind
When I'm on my grind
No, I ain't got time

침묵 끝에 터지는 roarin'
막 타기 시작했어 keep burnin'

홀린 듯이
Dancin' on the table, table
Tell 'em I'm
Pullin' up
On sight
We'll make 'em

(MEOW)
With my girls
We gon' shake sumn
(MEOW)
We don't run
We don't chase 'em

Turn it up
Hear dat bass drum

Wons and yens and dollars
Comma comma comma

Bring 'em
Shake sumn
Ah ah
Break sumn

Wons and yens and dollars
Comma comma comma
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",707
54,stay a little longer,로제(ROSÉ),"Stay a little longer
Take a little longer
To pack up your bags 
You're moving too fast 
Make me want to hate you 
So I don't have to miss you 
Oh make a mistake 
So someone's to blame 

I can't stand these four walls 
without you inside them 
Build us a castle, then leave me in silence
What if I tangled some rope 'round your feet
Into the ocean, cause I'm in too deep 

Please won't you stay, stay a little longer babe 
Don't walk away, when I'm here calling your name 
I'm fragile
I'm speechless
Don't leave me in pieces
Already having enough trouble breathing
Please won't you stay, stay a little longer babe 

Walk a little slower 
Stand a little closer
So I can convince you 
The minute I kiss you 
Speak a little softer
So I don't have to answer 
And make it okay 
Before you can say 

I can't stand these four walls 
without you inside them 
Build us a castle, then leave me in silence
What if I tangled some rope 'round your feet
Into the ocean, cause I'm in too deep 

Please won't you stay, stay a little longer babe 
I'll be okay, you say it's written all over my face
I'm fragile
I'm speechless
Don't leave me in pieces
Already having enough trouble breathing 

Please won't you stay, stay a little longer babe, oh 
Babe 

Stay a little longer
Take a little longer
To pack up your bags 
You're moving too fast 
Make me wanna hate you 
So I don't have to miss you
Oh make a mistake 
So someone's to blame 

Please won't you stay, stay a little longer babe 
I'll be okay, you say it's written all over my face 
I'm fragile
I'm speechless
Don't leave me in pieces
Already having enough trouble breathing
Please won't you stay, stay a little longer babe
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",356
55,Spicy,aespa,"Uh Uh Too Spicy

You want my A to the Z
But you won't 어림없지
맞혀봐 Sweet 또는 Freak
What's hiding underneath
(I see)
망설이듯 간 보는 너
기회는 없어 Oh
Nah You won't get it
No No, You won't get it

I say
깜빡 한순간
끌어당겨
You'll be mine (Mine)
살짝 다가와
Can cross my borderline
(Line Line Line)
널 따분하게 했던 Every day
흥미로운 덫을 던져줄게
뛰어들어 봐
Just right now

'Cause I'm too Spicy
for your heart
Ring the fire alarm
심장을 파고들어 넌
I'm too Spicy
번지는 자극 속에 넌
바로 그 순간
또 다른 나를 발견해
I'm too Spicy too too
I'm too Spicy

Don't Stop 겁내지 마
Bang Bang 외쳐봐
I'm too Spicy
Yeah I'm too Spicy
You know that I
Don't Stop 용기 내 봐
Next step, Myself

I'm too Spicy
Too Spicy too too
I'm too Spicy

Tell me what you see
When you look at me
'Cause I am a 10
out of 10 honestly
기세가 다른 Move
널 압도하는 Groove
But you keep wasting
your time Dude
Don't chase me
경고해 난
Erase me
멀리 달아나
Hey 이젠 알겠니
원래부터 Bad I'm so bad honestly

So bad
전부 가질래
지금부턴
Call you mine (Mine)
도망칠 거면
Don't cross my borderline
(Line Line Line)
늘 뻔하기만 했던 Every day
이제 그만 Rule을 벗어날 때
어렵지 않아
Just right now

'Cause I'm too Spicy
for your heart
Ring the fire alarm
심장을 파고들어 넌
I'm too Spicy
번지는 자극 속에 넌
바로 그 순간
또 다른 나를 발견해
I'm too Spicy too too
I'm too Spicy

Ready? Uh
좀 더 강도를 높여
다음다음다음
One of a kind
우린 한계를 앞서
Wow Wow Wow
That's Right

'Cause I'm too Spicy
for your heart
Ring the fire alarm
새로운 도전 끝에 넌
I'm too Spicy
변화할 시간이야 넌
지금 이 순간
또 다른 나를 찾아내
I'm too Spicy too too
I'm too Spicy

Don't Stop 겁내지 마
Bang Bang 외쳐봐
I'm too Spicy
Yeah I'm too Spicy
You know that I
Don't Stop 용기 내 봐
Next step, Myself

I'm too Spicy
I'm too Spicy
I'm too Spicy too too
I'm too Spicy

'Cause I
Oh Yeah
Yeah I'm too Spicy
for your heart
(Yeah I'm too Spicy
for your heart)
마침내 번져오는 Joy
(Enjoy joy joy joy)
Yeah I'm too Spicy
for your heart
I'm too Spicy too too
I'm too Spicy
For you
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,702"
56,Girls Never Die,tripleS (트리플에스),"다시 해보자

La La La La La La La
끝까지 가볼래 포기는 안 할래 난
La La La La La La La
쓰러져도 일어나
We Go, We High, Go Now
La La La La La La La
Girls Never Die 절대 Never Cry

세상은 늘 화려한 꿈 내 눈이 멀게
눈부셔 Shine Better
난 여기 보이지 않겠지 점점
초라한 내가 싫어
날 보이기도 싫어

짙게 화장했던 이유 
필터 꼈던 이유 알겠니 
이젠 알겠니

La La La La La La La
끝까지 가볼래 포기는 안 할래 난
La La La La La La La
쓰러져도 일어나
We Go, We High, Go Now
La La La La La La La
Girls Never Die 절대 Never Cry

비켜봐 봐 비켜 핑계는
우린 본질 속에 진주가 될래
꿈의 난이도 좀 더 난 높일게
고통 시련 다듬어 내가 될게

I'm Just
이제 조금 알겠어
I Shine
왜 날 힘들게 울게만 둔 건지
Hold Me Closer Broken Myself

La La La La La La La
끝까지 가볼래 포기는 안할래 난
La La La La La La La
쓰러져도 일어나
We Go, We High, Go Now
La La La La La La La
Girls Never Die 절대 Never Cry

날 따라와 달라진 날
하나가 되자
너의 꿈이 내가 되고
우리 함께 꾸는 꿈

두려움 따위다 
함께 있다면은
이제 무서울 것 없지

다시 해볼까

La La La La La La La
끝까지 가볼래 포기는 안 할래 난
La La La La La La La
쓰러져도 일어나
We Go, We High, Go Now
La La La La La La La
Girls Never Die 절대 Never Cry

La La La La La La La
Girls Never Die 절대 Never Cry
La La La La La La La
끝까지 가볼래 포기는 안 할래
We Go, We High, Go Now
La La La La La La La
Girls Never Die 절대 Never Cry
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,714"
57,Boom Boom Bass,RIIZE,"My baby like to string me on
좀 더 내게 다가와
네게 맞춰 온 My bass
살짝 너의 맘을 Slide

그냥 놓치긴 아쉬워 난
넌 어떻게 생각해
자 Follow me now
이 리듬이 다시 Make me spin

We makin' music
Every day we play
가볍게 Groovin'
느낀 대로 해
Don't stop the music
Hands up on my bass
지금부터 Lower lower lower
We want that

Boom ba doom 
boom boom bass
That boom ba doom 
boom boom bass
We got that 
boom ba doom on my bass
우린 좀 더 Lower lower lower
We want that

박자에 맞춰
Up down 줄을 감싸
밀고 당겨
Doom slap let's countdown
음은 자꾸만 Flat
괜찮아 뭐 어때
우리 사이
Keep going make a bassline
너도 왠지 템포가 빨라
따라와 둘만의 Timeline
Hands in the sky yeah
you know what I like

We makin' music
Every day we play
가볍게 Groovin'
느낀 대로 해
Don't stop the music
Hands up on my bass
지금부터 Lower lower lower
We want that

Boom ba doom
boom boom bass
That boom ba doom
boom boom bass
We got that
boom ba doom on my bass
우린 좀 더 Lower lower lower
We want that

We makin' music
Every day we play
가볍게 Groovin'
느낀 대로 해
Don't stop the music
Hands up on my bass
지금부터 Lower lower lower
We want that

Aye alright
나의 손을 잡고 떠올라
Aye alright
너와 내가 자꾸 떠올라
Aye alright
우린 계속 같이 떠올라
지금부터 Lower lower lower
We want that

Boom ba doom
boom boom bass
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,475"
58,내가 S면 넌 나의 N이 되어줘,TWS (투어스),"내가 S면 넌 나의 N이 되어줘
어떤 순간에도 너를 찾을 수 있게
반대가 끌리는 천만번째 이유를
내일의 우리는 알지도 몰라

오늘따라 왠지 말이 꼬여
성을 빼고 부르는 건 아직 어색해 (지훈아..!)
너와 나 우리 모여보니까
같은 색 더듬이가 자라나

창문 너머의 춤을 따라 추고 싶어
좋아하는 걸 함께 좋아하고 싶어
왼쪽으로 Slide 한번 Poppin'
몸이 붕 뜨는 이 기분 Whoo!

'우리'라는 말에 자석이 있는 걸까
내 맘이 자꾸 너에게 가려고 해

내가 S면 넌 나의 N이 되어줘
어떤 순간에도 너를 찾을 수 있게
반대가 끌리는 천만번째 이유를
내일의 우리는 알지도 몰라

느낌이 와 Right now 
10m 위에 너 있나?
날 당겨 (Whoa- Whoa-)
눈인사로 Say Hello
나도 모르게 너의 앞에서
손을 내밀어버린 거야

둥그렇게 앉아서 서로를 바라볼 때
눈에 비친 우리의 모습을 좋아해
N과 S 우리는 캐스터네츠
하나가 되는 이 기분 Whoo!

'우리'라는 말에 자석이 있는 걸까
내 맘이 자꾸 너에게 가려고 해

내가 S면 넌 나의 N이 되어줘
어떤 순간에도 너를 찾을 수 있게
반대가 끌리는 천만번째 이유를
내일의 우리는 알지도 몰라

너와 나 표현이 서툴러 티격태격하고
토라지는 날이 온다해도 좋아
맞아, 우린 언제나
서로의 곁에 있잖아
지금 이 순간도

내가 S면 넌 나의 N이 되어줘
이 말 한마디가 너무 어려웠지만
너의 이름조차 내겐 특별하니까
오직 너에게만 말할게
널 마주 보고서 
 
반대 반대 반대 반대
반대 반대가 끌린 이유는
어떤 순간에도 우린 하나이니까 
그거면 충분해 난 
있잖아 오늘부터
내가 S면 넌 나의 N이 되어줘
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,305"
59,gameboy,로제(ROSÉ),"If crying was fun
I'll be having the time of my life
If loving you was a jump
Yeah I probably died a hundred ten times 

Gave you my favorite memories 
Yeah I hate the way I let you inside 
Just so you could take it for granted 
Two years, now I understand it 

Yeah you'll always be a gameboy 
These days I don't wanna play boy 
Say say what you wanna say 
You're never gonna change 
You'll only ever be a heartbreak, heartbreak 
Yeah you'll only ever be a heartbreak, heartbreak 

Yeah you got a little too good 
acting like a good guy
And I bought it for a minute 
but isn't what you made it look like 
Yeah you got a cute face, 
and that kept me entertained
And the way you say my name
Won't lie it felt amazing
But you took my love for granted
And it took me two years to understand it 

Yeah you'll always be a gameboy 
These days I don't wanna play boy 
Say say what you wanna say 
You're never gonna change 
You'll only ever be a heartbreak 

Yeah you'll always be a gameboy 
All day keep me on the chase boy 
Say say what you wanna say 
You're never gonna change 
You'll only ever be a heartbreak
 
Shame on me should've known better 
I let you play me whatever 
Something's just ain't meant to be 
Kinda like you and me, yeah yeah 

Thought you would love me forever 
I should've known you would never 
Something's just ain't meant to be 
Kinda like you and me 

Yeah you'll always be a game boy 
These days I don't wanna play boy 
Say say what you wanna say 
You're never gonna change 
You'll only ever be a heartbreak 

Yeah you'll always be a gameboy
All day keep me on the chase boy
Say say what you wanna say
You're never gonna change
You'll only ever be a heartbreak, heartbreak 
Only ever be a heartbreak, heartbreak
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",327
