,제목,가수,가사,좋아요
10,DRIP,BABYMONSTER,"When I dress I don't think so much
I could be the GOAT
I don't need too much
I'mma set a goal
I'mma eat that lunch
Baby so cold get that ice cream truck

찌릿찌릿 끼리끼리 놀아볼까
Kitty kitty yeah we gonna run this town
Hittin' me up cause I got what they like
Baby got no chance better hit that dance

Mmm, na-na-na
I'll be there 고민하지 마
Uh, na-na-na
I'll be there 망설이지 마

But you don't know 'bout me
Yeah yeah, you gon' know 'bout me boy
아름다운 별들이 빛나는 밤이야

Mmmh, what you say
끝없는 가치
You know it's all me

Got that
Ooh, what you say
Are you ready?
Set, turn on the lights

Baby got passion, ambition
난 보란 듯이
Look at that
온몸으로 느끼는 내 몸짓

Baby got
Drip, drip, drip, drip, drip, drip, drip
Baby got
Drip, drip, drip, drip, drip, drip, drip

Let 'em out
Monster, monster, monster came to conquer
Baby, holla wassup
We the best, the rest confess, we blessed
판을 180도 바꿔

Y to the G, no copy, no Knock off
Bet on my life this pitch I'm gon' walk-off
MONSTIEZ 꽉 잡아 Hold tight
끝까지 밟아
You know we gon' ride

Mmm, na-na-na
I'll be there 고민하지 마
Uh, na-na-na
I'll be there 망설이지 마

But you don't know 'bout me
Yeah yeah, you gon' know 'bout me boy
아름다운 별들이 빛나는 밤이야

Mmmh, what you say
끝없는 가치
You know it's all me

Got that
Ooh, what you say
Are you ready?
Set, turn on the lights

Baby got passion, ambition
난 보란 듯이
Look at that
온몸으로 느끼는 내 몸짓

Baby got
Drip, drip, drip, drip, drip, drip, drip
Baby got
Drip, drip, drip, drip, drip, drip, drip

가끔 쓰러진대도
I'mma shine as bright as diamonds
Say my name
다시 일어나
Now watch me do it all again

Baby got drip, drip, drip
Baby got, baby got, baby got
Drip, drip, drip
You know we got got that drip

Baby got drip, drip, drip
Baby got, baby got, baby got
Drip, drip, drip
Got that drip yeah
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",631
11,Supernova,aespa,"I'm like some kind of Supernova
Watch out

Look at me go
재미 좀 볼
빛의 Core
So hot hot
문이 열려
서로의 존재를 느껴
마치 Discord
날 닮은 너 너 누구야
(Drop)

사건은 다가와 Ah Oh Ay
거세게 커져가 Ah Oh Ay
That tick that tick tick bomb
That tick that tick tick bomb
감히 건드리지 못할 걸
(누구도 말이야)
지금 내 안에선
Su su su Supernova

Nova
Can't stop hyperstellar
원초 그걸 찾아
Bring the light of a dying star
불러낸 내 우주를 봐 봐
Supernova

Ah Body bang
Make it feel too right

휩쓸린 에너지 It's so special
잔인한 Queen 이며 Scene 이자 종결
이토록 거대한 내 안의 Explosion
내 모든 세포 별로부터 만들어져
(Under my control Ah)

질문은 계속돼 Ah Oh Ay
우린 어디서 왔나 Oh Ay
느껴 내 안에선
Su su su Supernova

Nova
Can't stop hyperstellar
원초 그걸 찾아
Bring the light of a dying star
불러낸 내 우주를 봐 봐
Supernova

보이지 않는 힘으로
네게 손 내밀어 볼까
가능한 모든 가능성
무한 속의 너를 만나
It's about to bang bang
Don't forget my name
Su su su Supernova

사건은 다가와 Ah Oh Ay
거세게 커져가 Ah Oh Ay
질문은 계속돼 Ah Oh Ay
우린 어디서 왔나 Oh Ay

사건은 다가와 Ah Oh Ay
거세게 커져가 Ah Oh Ay
Tell me, tell me, tell me Oh Ay
우린 어디서 왔나 Oh Ay
우린 어디서 왔나 Oh Ay

Nova
Can't stop hyperstellar
원초 그걸 찾아
Bring the light of a dying star
불러낸 내 우주를 봐 봐
Supernova

사건은 다가와 Ah Oh Ay
(Nu star)
거세게 커져가 Ah Oh Ay
질문은 계속돼 Ah Oh Ay
(Nova)
우린 어디서 왔나 Oh Ay

사건은 다가와 Ah Oh Ay
거세게 커져가 Ah Oh Ay
질문은 계속돼 Ah Oh Ay
(Nova)
Bring the light of a dying star
Supernova
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,993"
12,UP (KARINA Solo),aespa,"Yeah Yeah Uh
Woo Yeah Yeah Yeah

다들 뻔해 또 거짓말 Just fine
Don't switch it up
Whenever you like
번듯한 말 Get it get it all out
I pump it, I pump it
I pump it up up

So we roll up
Every weekend
어디든 뛰어다녀
여기저기 Freakin
'Cause we be winning
be winning in a row
다 가져갈게 Yeah

Ima run it up
Get it get it all mine
한순간에
And I'm losing my mind
타올라 다 I'm never gon' stop it
I pump it, I pump it
I pump it up

Spice it up up up, hold up
Burn it up simmer down, controlla
Up up up, roll up
내게 좀 더 가까이

살며시 스르르 스르르 스르르 널
감아 네 안에 모든 걸 잊게 해
Run it up up up up Yeah
I feel it in my body

Whippin whippin 
친절히 너를 감아내
이제부터
난 네 모든 걸 다 알아내
They hating
너나 나나 눈치는 없거든
They faking
괜히 들러붙기만 하거든

And like my my my so fine
Looking like a 10 10 10 times 5
왜 쉬어 Move
느낌을 알아 Get groove Uh

Ima run it up
Get it get it all mine
한순간에
And I'm losing my mind
타올라 다 I'm never gon' stop it
I pump it, I pump it
I pump it up

Spice it up up up, hold up
Burn it up simmer down, controlla
Up up up, roll up
내게 좀 더 가까이

살며시 스르르 스르르 스르르 널
감아 네 안에 모든 걸 잊게 해
Run it up up up up Yeah
I feel it in my body

Knockin knockin knock
Make you fall in love
(Like a choir sings)
아무도 넘보지 못한 Height
다른 누구도 겸비 못 할

When I say never know
버려 Be watching how it's done
Ima show you where I'm from
(Everybody knows
I don't leave no clues)
Yeah

Spice it up up up, hold up
Burn it up simmer down, controlla
Up up up, roll up
내게 좀 더 가까이

꽉 잡아 놓지 마
네 안에 모든 걸 잊게 돼
Run it up up up up Yeah
I feel it in my body

Ima run it, Ima run it up
Spice it up up up, roll up
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,838"
13,내 이름 맑음,QWER,"어쩌다 고작 그 마음도 못 참고
멍청하게 다 던졌는지

뭔가 들켜 버린 것 같아
표정을 보니 말이야
나도 티가 나버린 고백에
얼마나 놀랐는지 몰라

매일 치는 장난에도 두근댔고
오늘도 몇 번이고 떨렸지만
약속했어 날 안아줘 좀 알아줘
이건 꿈에서만 하기야 

무심코 던진 니 말에 하루 종일 설레어 간직했다
아무도 못 보게 일기장에 적어 단단히 잠궜었는데

어쩌다 고작 그 마음도 못 참고
멍청하게 다 던졌는지
꾹꾹 참고 또 꼭꼭 숨겨서
이제까지 잘해 왔잖아

그러다 고작 울음도 못 참고
괜찮다 말하며 두 눈은
퉁퉁 붓고 코맹맹이가 되어도 난
내일은 맑음

예전처럼 옆에서 밥 먹어도
우연히 눈이 살짝 마주쳐도 걱정 마
날 안아줘 아니 사랑해줘
이건 꿈에서만 하니까

무심코 던진 니 말에 하루 종일 설레어 간직했다
아무도 못 보게 꼬깃꼬깃 구겨 씹어 다 삼켰었는데

어쩌다 고작 그 마음도 못 참고
멍청하게 다 던졌는지
꾹꾹 참고 또 꼭꼭 숨겨서
이제까지 잘 해 왔잖아

그러다
고작 울음도 못 참고
괜찮다 말하며 두 눈은
퉁퉁 붓고 코맹맹이가 되어도 난

사실 나 
아주 오래 울 것 같아
고작 친구도 못 되니까
툭툭 털고 활짝 웃을 만큼
나는 그리 강하지가 않아

그러다
고작 사랑이 뭐라고
괜찮다 말하는 날까지 
꾹꾹 참고 또 일기나 쓰고 있어 나
내 이름 맑음
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,661"
14,한 페이지가 될 수 있게,DAY6 (데이식스),"솔직히 말할게
많이 기다려 왔어
너도 그랬을 거라 믿어
오늘이 오길
매일같이 달력을 보면서
솔직히 나에게도
지금 이 순간은
꿈만 같아 너와 함께라
오늘을 위해
꽤 많은 걸 준비해 봤어
All about you and I
다른 건 다 제쳐 두고
Now come with me
Take my hand
아름다운 청춘의 한 장
함께 써내려 가자
너와의 추억들로
가득 채울래
(Come on)
아무 걱정도 하지는 마
나에게 다 맡겨 봐
지금 이 순간이
다시 넘겨볼 수 있는
한 페이지가 될 수 있게
This is our page
Our page
솔직히 말할게
지금이 오기까지
마냥 순탄하진 않았지
오늘이 오길
나도 목 빠져라 기다렸어
솔직히 나보다도
네가 몇 배는 더
힘들었을 거라고 믿어
오늘을 위해
그저 견뎌줘서 고마워
All about you and I
다른 건 다 제쳐 두고
Now come with me
Take my hand
아름다운 청춘의 한 장
함께 써내려 가자
너와의 추억들로
가득 채울래
(Come on)
아무 걱정도 하지는 마
나에게 다 맡겨 봐
지금 이 순간이
다시 넘겨볼 수 있는
한 페이지가 될 수 있게
Want you to
Come on out and have fun
Want us to
Have the time of our life
Oh
너와의 추억들로
가득 채울래
(Come on)
아무 걱정도 하지는 마
나에게 다 맡겨 봐
지금 이 순간이
다시 넘겨볼 수 있는
한 페이지가 될 수 있게
This is our page
Our page
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","15,577"
15,청바지,부석순(SEVENTEEN),"They call us 부석순

뭣도 아닌 일에 입이 거칠어지는 평일
할 일이 터져 마치 뜨거운 팝콘 같지

에라 모르겠다
Everyday 사춘기야
""우린 젊기에"" 해 뜨는 날이 오겠지

청바지 (청바지)
싹 다 갈아입고 나와 
청바지

맘대로 해 아무렴 어때
어머니 잔소리 딱 하나 빼고
걱정을 왜 벌써 하니 
행복은 부석순 우리는 청바지라네 Let's go

Hey, Hey
행복은 부석순 우리는 청바지라네

왜 퇴근해도 내 Phone은 정상 영업 중인지 
불어나는 메시지 잘못 눌러 확인하지

에라 모르겠다
Everyday 사춘기야
오늘 드레스 코드는 청바지라네

청바지 (청바지)
싹 다 갈아입고 나와 
청바지

맘대로 해 아무렴 어때
아버지 잔소리 딱 하나 빼고
걱정을 왜 벌써 하니 
행복은 부석순 우리는 청바지라네 Let's go

'청춘은 바로 지금'
'청춘은 바로 지금'
'청춘은 바로 지금'
'청춘은 바로 지금'
'청춘은 바로 지금'
'청춘은 바로 지금'
'청춘은 바로 지금'

여보세요 나의 맘에
청춘을 가득히 따라 주시오
한잔하세 바로 지금을 담아
행복은 부석순 우리는 청바지라네
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",270
16,Welcome to the Show,DAY6 (데이식스),"이젠 혼자가 아닐 무대
너무나 감격스러워
끝없는 가능성 중에
날 골라줘서 고마워

나와 맞이하는 미래가
위태로울지도 몰라
하지만 눈물 가득한
감동이 있을지도 몰라

그래도
내 손
놓지 않겠다면
If so
Then let's go 
Welcome to the show

Oh

이것만큼은 맹세할게
내 전부를 다 바칠게
네 눈빛 흔들리지 않게
널 바라보며 서 있을게

알아 너의 결정이 
쉽지 않았을 거야
후회 없게 하는 건 
이제 나의 몫이야

끝까지
같이
함께 가겠다면
If so
Then let's go
Welcome to the show

Oh

이것만큼은 맹세할게
내 전부를 다 바칠게
네 눈빛 흔들리지 않게
널 바라보며 서 있을게

막이 내릴 그날에도
그때도 네 손 꼭 잡은 채

너라서 행복했다고
서로가 말할 수 있도록 

이것만큼은 맹세할게
내 전부를 다 바칠게
네 눈빛 흔들리지 않게
널 바라보며 서 있을게

Oh
Oh
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","4,035"
17,고민중독,QWER,"One! Two! Q! W! E! R! 

어떤 인사가 괜찮을까 천 번쯤 상상해 봤어
근데 오늘도 천 번 하고 한 번 더 고민 중

막상 네 앞에 서니 꽁꽁 얼어버렸다
숨겨왔던 나의 맘 절반의 반도 주지를 못했어

아, 아, 아직은
준비가 안됐다구요
소용돌이쳐 어지럽다구

쏟아지는 맘을 멈출 수가 없을까?
너의 작은 인사 한마디에 요란해져서
네 맘의 비밀번호 눌러 열고 싶지만
너를 고민고민해도 좋은 걸 어쩌니

거울 앞에서 새벽까지 연습한 인사가
손을 들고 웃는 얼굴을 하고서 고개를 숙였다

아, 아, 아직도 준비가 안됐나 봐요
소용돌이쳐 어지럽다구

쏟아지는 맘을 멈출 수가 없을까?
너의 작은 인사 한마디에 요란해져서
네 맘의 비밀번호 눌러 열고 싶지만
너를 고민고민해도 좋은 걸

이러지도 저러지도 못하는데
속이 왈칵 뒤집히고
이쯤 왔으면 눈치 챙겨야지
날 봐달라구요!

좋아한다 너를 좋아한다 좋아해

너를 많이 많이 좋아한단 말이야
벅차오르다 못해 내 맘이 쿡쿡 아려와
두 번은 말 못 해 너 지금 잘 들어봐
매일 고민하고 연습했던 말
좋아해
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,212"
18,Igloo,KISS OF LIFE,"Imma back up every word
Mini skirt, pretty pink
What you heard
But it's never what you think
Trust

I got finger-licking venom
Little sweet, a little bitter
Looking like a seven figure on me cause I

Mmmm
I can melt an igloo
Yeah cause I'm so dang hot
I got everything you - that you're feening for

Throwing some cash on that body
Throw in some cash, make 'em put in that work
Whether it rains or it's sunny
Best believe I keep 'em running back

Glass room, perfume, Kodak on that lilac
Slipping on my short dress, know he like that

Facetime on the regular
In the night, wanna say what's up
He knows this ain't regular, 
got that A1 on the schedule

I got finger-licking venom
Little sweet, a little bitter
Looking like a seven figure on me cause I

Mmmm
I can melt an igloo
Yeah cause I'm so dang hot
I got everything you - that you're feening for

Heart attack -IV
When I walk the street
Vitamins that D
I'm good, I'm healthy

Every summer I come out
Make 'em disappear like clouds
To me, it's another year to you, 
it's all you worry 'bout
Yeah white tippy toe summer
I make him go dumb duh
He doubled down on that text, 
says that I'm the only one

Mmmm
I make him lose his cool
Yeah I make him go

Mmmm
I can melt an igloo
Yeah cause I'm so dang hot
I got everything you - that you're feening for
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",791
19,Letter To Myself,태연 (TAEYEON),"I wrote a letter to myself
서툴게도 써내리는 맘속
더 깊이 눌러왔던 말
그 어떤 말보다
널 잃지 않았으면 해

길 잃은 채 헤매던 매일
그늘진 마음 그 끝에
여전히 변치 않은 내가 있었어

I could be good
I could be bad
어렵고 어리던 내게
그 아픔 위로
다시 널 위로하고 싶어

끌어안은 상처 따윈
It's only hurting you

I wrote a letter to myself
서툴게도 써내리는 맘속
더 깊이 눌러왔던 말
다 쏟아낸 순간
선명해 Voices in my head

My head, my head,
my head, my head
내가 날 울리던 모든 밤
기억을 다르게 채워 가

삼켜왔던 단어들로
솔직한 이야기를 적어
이제야 말하는 날 미워하지 마

멍든 마음과 흉터마저
어설픈 대로 내뱉어
더이상 내게 숨길 필요 없잖아

어색한 표현 따윈 버려
I'm done being used

I wrote a letter to myself
서툴게도 써내리는 맘속
더 깊이 눌러왔던 말
그 어떤 말보다
널 잃지 않았으면 해

I wrote a letter to myself
또 잊었던 내 모습이 보여
꼭 숨어있던 날 만나
제대로 마주 봐
들려와 Voices in my head

My head, my head,
my head, my head
내가 날 울리던 모든 밤
기억을 다르게 채워 가
Oh uh

My head, my head,
my head, my head
오롯이 내가 들리는 밤
다시는 놓치지 않아 날
Oh uh

선명해 Voices in my head
마음껏 외쳐 날 Oh
선명해 Voices in my head
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",926
20,How Sweet,NewJeans,"All I know is now
알게 됐어 나 (I know)
그동안 맨날
Always up and down (No more)
생각 또 생각
Spinnin' 'round and 'round
Changing my mind

수상해서 그렇지 
이런 헛소리 (No more)
How it's supposed to be
그만해 cus it's clear (It's simple)
It's like biting an apple

Toxic lover
You're no better, 거기 숨지 말고 얼른 나와
You little demon in my storyline
Don't knock on my door, I'll see you out

And don't you know how sweet it tastes
(How sweet it tastes)
Ya don't you know how sweet it tastes
(How sweet it tastes)
Ya don't you know how sweet it tastes
Now that I'm without you

나 더는 묻지 않을래
(How sweet it tastes) 
알려주지 않아도 돼
(How sweet it tastes) 
Wow don't you know how sweet it tastes
Now that I'm without you

모든 게 typical
So I've been praying so hard for a miracle
부르고 있어 나의 이름을
더는 안 봐 drama it's good karma 
Done scrolling thousand times
다 알고 있어 뻔한 수작일 뿐이야
완전 쉬운 공식이야 
It's like biting an apple

And don't you know how sweet it tastes
(How sweet it tastes)
Ya don't you know how sweet it tastes
(How sweet it tastes)
Ya don't you know how sweet it tastes
Now that I'm without you

나 더는 묻지 않을래
(How sweet it tastes) 
알려주지 않아도 돼
(How sweet it tastes) 
Wow don't you know how sweet it tastes
Now that I'm without you

I won't wait, I'm feeling
My own way, I'm in it
Cause me and you are diﬀerent
So I won't stay, I'm leaving
I won't wait, I'm feeling
My own way, I'm in it
Cause me and you are diﬀerent
So I won't stay, I'm leaving

And don't you know how sweet it tastes
(How sweet it tastes)
Ya don't you know how sweet it tastes
(How sweet it tastes)
Ya don't you know how sweet it tastes
Now that I'm without you

나 더는 묻지 않을래
(How sweet it tastes) 
알려주지 않아도 돼
(How sweet it tastes) 
Wow don't you know how sweet it tastes
Now that I'm without you

Toxic lover
You're no better, 거기 숨지 말고 빨리 나와
You little demon in my storyline
Don't knock on my door 너 얼른 나가버려

Toxic lover
You're no better, 거기 숨지 말고 얼른 나와
You little demon in my storyline
Don't knock on my door, I'll see you out
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,683"
21,Armageddon,aespa,"Armageddon
Shoot
Imma get 'em
Shoot

Watch Uh
Imma bite back Uh
짙은 어둠이
막아설 땐 Uh
한 걸음 앞으로
날아든 It's bad
사라진 Feedback
시작된 Code black Uh

깊어가
혼란스러운 밤
악몽은 또 짙게 번져가
뭔갈 숨기려고 해
I got it, I got it
혼돈을 타고
덮쳐 Killing like

Bang chitty bang
Bang chitty bang bang
'Cause I wanna see
I wanna see truly
Bang chitty bang
Bang chitty bang bang
내게 다가와 다가와
Imma get it

Done
(Aw wayo wayo)
널 향해 겨눠 Get it, gone
(Aw wayo wayo)
이젠 널 끝내 Better run
(끝을 모르는 너와 나 
You gonna, gonna)
깨트려 거침없이 Done
(Go way up, way up)
Full shot pull it up Armageddon

Imma get 'em
Shoot
Imma get 'em

Hey Ya
또 다른 나
우릴 막지 마
We never play nice
Shoot

완벽한 Pair
넌 똑같은 Soul
Three to get ready
우린 Shoot and go
겁 없이 누벼
날 이끄는 Way

Bang chitty bang
Bang chitty bang bang
Yes I'm gonna see
I'm gonna see, want it
Bang chitty bang
Bang chitty bang bang
답이 들려와 들려와
Imma get it

Done
(Aw wayo wayo)
널 향해 겨눠 Get it, gone
(Aw wayo wayo)
이젠 널 끝내 Better run
(끝을 모르는 너와 나 
You gonna, gonna)
깨트려 거침없이 Done
(Go way up, way up)
Full shot pull it up Armageddon

Imma get 'em

또 어둠을 몰아내고
시작을 꽃피운 너와 나의 Story
더 완벽해진 우리
(Armageddon)
정의해 이젠
나만의 Complete
내 모든 걸 이끌어
Do it all myself
완전한 나를 이뤄내

(Drop)
Throw it back,
throw it back,
throw it back
Born like a queen
Born like a king Ya
Throw it back,
throw it back,
throw it back
불러
Imma get 'em

Done
(Aw wayo wayo)
널 향해 겨눠 Get it, gone
(Aw wayo wayo)
이젠 널 끝내 Better run
(끝을 모르는 너와 나
You gonna, gonna)
깨트려 거침없이 Done
(Go way up, way up)
Full shot pull it up Armageddon

Armageddon
(Aw wayo wayo wayo
Warning all night long)
Armageddon
(Aw wayo wayo)
끝과 시작의
Armageddon
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,126"
22,녹아내려요,DAY6 (데이식스),"꺾어 버리는 한마디
깎여 버리는 웃음기 
모든 게 다 바닥난 채
떨고 있었다 

맘의 온도는 하강 중
서서히 얼어붙던 중
넌 달려와 뜨겁게 날 끌어안았다 

걱정하는 눈빛으로
바라봐 주는 너
고생했어 오늘도 (오늘도)
한마디에

걷잡을 수 없이
스르륵 녹아내려요
죽어가던 마음을
기적처럼 살려 낸 그 순간

따뜻한 눈물이
주르륵 흘러내려요 
너의 그 미소가 
다시 버텨 낼 수 있게 해 줘요

걱정 마 괜찮아 
옆에 내가 있잖아 
너의 그 말이 날
다시 일어서게 해 

기막힌 우연처럼 
나타나 줬던 너 
두 팔 벌려 
웃으며 (어서 와) 
안아 주면

걷잡을 수 없이
스르륵 녹아내려요
죽어가던 마음을
기적처럼 살려 낸 그 순간

따뜻한 눈물이
주르륵 흘러내려요 
너의 그 미소가 
다시 버텨 낼 수 있게 해 줘요

나에게 넌 행운이야 놀라움 뿐이야
이젠 내 차례
Love you hold you give you all I got

걷잡을 수 없이
스르륵 녹아내려요
죽어가던 마음을
기적처럼 살려 낸 그 순간

따뜻한 눈물이
주르륵 흘러내려요 
너의 그 미소가 
다시 버텨 낼 수 있게 해 줘요
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,950"
23,천상연,이창섭,"아니길 바랬었어
꿈이길 기도했지
너 없는 가슴으로 살아가야 하는 건
내게는 너무 힘겨운걸
그렇게 사랑했던
너무도 소중했던
지난날이 서러워 자꾸 눈물이 흘러
내 삶은 너뿐인데
사랑해 널 잊을 순 없을 거야
미안해 너를 지키지 못한 것을
너의 행복한 모습 나 보기를 원해
부디 새롭게 시작하길 바래
하늘이 우리를 갈라 놓지만
눈물로 너를 보내려고 하지만
너를 얼마나 내가 사랑했는 줄 아니
영원히 너를 지켜보며 살 거야
행복하길 바래
그렇게 사랑했던
너무도 소중했던
지난날이 서러워 자꾸 눈물이 흘러
내 삶은 너뿐인데
사랑해 널 잊을 순 없을 거야
미안해 너를 지키지 못한 것을
너의 행복한 모습 나 보기를 원해
부디 새롭게 시작하길 바래
하늘이 우리를 갈라 놓지만
눈물로 너를 보내려고 하지만
너를 얼마나 내가 사랑했는 줄 아니
영원히 너를 지켜보며 살 거야
행복하길 바래
널 사랑해
미안해 너를 지키지 못한 것을
너의 행복한 모습 나 보기를 원해
부디 새롭게 시작하길 바래
행복하길 바래
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,143"
24,나는 아픈 건 딱 질색이니까,(여자)아이들,"오늘도 아침엔 입에 빵을 물고
똑같이 하루를 시작하고
온종일 한 손엔 아이스 아메리카노
피곤해 죽겠네

지하철 속 이 장면 어제 꿈에서 봤나
아참 매일이지 지나치고
바쁜 이 삶에 그냥 흔한 날에
그 애를 보고 말야

평온했던 하늘이 무너지고
어둡던 눈앞이 붉어지며
뭔가 잊고 온 게 있는 것 같아
괜히 이상하게 막 울 것만 같고
그냥 지나치는 게 나을 것 같아
나는 생각은 딱 질색이니까

카페인으로 잡은 정신은 빠졌고
하루 종일 신경 쓰여 토할 것 같아
저녁이 돼도 배고픔까지 까먹고
그치 이상하지 근데 말야 있잖아

처음 본 순간 뭐라 할까 그립달까
나도 웃긴데 말야

평온했던 하늘이 무너지고
어둡던 눈앞이 붉어지며
뭔가 잊고 온 게 있는 것 같아
괜히 이상하게 막 울 것만 같고
그냥 지나치는 게 나을 것 같아
나는 생각은 딱 질색이니까

오랫동안 나를 아는
슬픈 표정을 하고 Oh
흔적 없는 기억 밖
혹 과거에 미래에 딴 차원에 세계에
1 2 3 4 5 6 7 8

평온했던 하늘이 무너지고
어둡던 눈앞이 붉어져도
다시 놓쳐버리는 것만 같아
괜히 이상하게 막 울 것만 같고
그냥 지나치는 게 나을 것 같아
나는 생각은 딱 질색이니까

아냐 지나치는 게 나을 것 같아
나는 아픈 건 딱 질색이니까
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,991"
25,예뻤어,DAY6 (데이식스),"지금 이 말이
우리가 다시
시작하자는 건 아냐
그저 너의
남아있던 기억들이
떠올랐을 뿐이야
정말 하루도 빠짐없이 너는
사랑한다 말해줬었지
잠들기 전에 또 눈 뜨자마자 말해주던 너
생각이 나 말해보는 거야
예뻤어
날 바라봐 주던 그 눈빛
날 불러주던 그 목소리
다 다
그 모든 게 내겐
예뻤어
더 바랄게 없는듯한 느낌
오직 너만이 주던 순간들
다 다
지났지만
넌 너무 예뻤어
너도 이제는
나와의 기억이
추억이 되었을 거야
너에게는
어떤 말을 해도 다
지나간 일일 거야
정말 한번도 빠짐없이 너는
나를 먼저 생각해줬어
아무 일 아니어도 미안해 고마워 해주던 너
생각이 나 말해보는 거야
예뻤어
날 바라봐 주던 그 눈빛
날 불러주던 그 목소리
다 다
그 모든 게 내겐
예뻤어
더 바랄게 없는듯한 느낌
오직 너만이 주던 순간들
다 다
지났지만
넌 너무 예뻤어
아직도 가끔 네 생각이 나
어렵게 전화를 걸어볼까
생각이 들 때도 많지만
Baby I know it's already over
아무리 원해도 너는 이제
이미 끝나버린 지난날의
한편의 영화였었단 걸
난 알아
마지막
날 바라봐 주던 그 눈빛
잘 지내라던 그 목소리
다 다
그마저도 내겐
예뻤어
내게 보여준 눈물까지
너와 가졌던 순간들은
다 다
지났지만
넌 너무 예뻤어
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","20,123"
26,첫 만남은 계획대로 되지 않아,TWS (투어스),"Ay ay ay ay ay

거울 속에 내 표정 봐 봐
느낌 So good 기다려온 D-day
연습했던 손든 인사도 그대로 하면 돼
Hairstyle check하고 한 번 Turn around

발걸음은 매일 걷던 그 길로
계획은 완벽
빨리 말 걸어보고 싶어, Hey

Woo 문 앞에서 셋을 세어본다, Yeh

(셋, 둘, 하나)

첫 만남은 너무 어려워
계획대로 되는 게 없어서
첫 만남은 너무 어려워
내 이름은 말야

Hey,
안녕, 첫 마디를 건넬 때
주변 소린 Canceled
네 말소리는 Playlist

Yeh,
질문은 나의 용기, 알려줘 너의
""이름이 뭐야?""

너와 내 거리는 세 걸음 남았어, Yeh

(셋, 둘, 하나)

첫 만남은 너무 어려워
계획대로 되는 게 없어서
첫 만남은 너무 어려워
내 이름은 말야

이 순간, Feels so wonderful
조금은 뚝딱거려도
어색한 인사까지도
너와 나의 첫 만남

우리의 사이 Beautiful
내일도 내일모레도
기억해, 영원히 반짝일 순간

Wait wait!

Na na na-

이렇게 만나서 반가워
내일 또 봐 안녕
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,916"
27,Ditto,NewJeans,"Woo woo woo woo ooh
Woo woo woo woo
Stay in the middle
Like you a little
Don't want no riddle
말해줘 say it back
Oh say it ditto
아침은 너무 멀어
So say it ditto
훌쩍 커버렸어
함께한 기억처럼
널 보는 내 마음은
어느새 여름 지나 가을
기다렸지 all this time
Do you want somebody
Like I want somebody
날 보고 웃었지만
Do you think about me now yeah
All the time yeah
All the time
I got no time to lose
내 길었던 하루
난 보고 싶어
Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)
I got nothing to lose
널 좋아한다고 wooah wooah wooah
Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)
But I don't want to
Stay in the middle
Like you a little
Don't want no riddle
말해줘 say it back
Oh say it ditto
아침은 너무 멀어
So say it ditto
I don't want to
Walk in this 미로
다 아는 건 아니어도
바라던 대로
말해줘 Say it back
Oh say it ditto
I want you so, want you
So say it ditto
Not just anybody
너를 상상했지
항상 닿아있던
처음 느낌 그대로 난
기다렸지 all this time
I got nothing to lose
널 좋아한다고 wooah wooah wooah
Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)
But I don't want to
Stay in the middle
Like you a little
Don't want no riddle
말해줘 say it back
Oh say it ditto
아침은 너무 멀어
So say it ditto
I don't want to
Walk in this 미로
다 아는 건 아니어도
바라던 대로
말해줘 Say it back
Oh say it ditto
I want you so, want you
So say it ditto
Woo woo woo woo ooh
Woo woo woo woo
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","8,979"
