,제목,가수,가사,좋아요
10,Too Good to Say Goodbye,Bruno Mars(브루노 마스),"I've made mistakes
I could have treated you better
I let you get away
There goes my happily ever after

Tell me why, 
why can't we try and start again?
This can't be how our story ends
You're more than my girl, 
you're my best friend
Tell me you remember when
Oooh, I was your man and you were my girl
It was you and me against the world

Baby, ain't nobody gonna 
love me like the way you do
And you ain't never gonna find a love like mine
Tell me what can I do to make it up to you?
'Cause what we got's too good to say goodbye, 
goodbye

Yeah, I'm still in love with you, darlin'
I know you feel the same
Oh, what's the point of both of us 
being brokenhearted?
I pray it's never too late

So tell me why, 
why can't we try and start again?
This can't be how our story ends
You're more than my girl, 
you're my best friend
Tell me you remember when
I was your man and you were my girl
It was you and me against the world

Baby, ain't nobody gonna 
love me like the way you do
And you ain't never gonna find a love like mine
Tell me what can I do to make it up to you?
'Cause what we got's too good to say goodbye, 
goodbye

Oh
(Don't you give up)
Girl, won't you listen?
(Don't you give up)
It's you that I'm missin'
(Don't you give up)
Take my hand, I wanna go, I wanna go
(All the way)
If we're gonna fight this fight for better days
I know we're gonna make it
This is the chance, let's take it

Baby, ain't nobody gonna 
love me like the way you do
(No, no, no)
And you ain't never gonna find a love like mine
(Ooh, tell me)
What can I do to make it up to you?
'Cause what we got's too good to say goodbye
(Come on, come on, come on)
Goodbye
(Ooh baby, baby)

Ain't nobody gonna 
love me like the way you do
(Nobody, baby)
You ain't never gonna find a love like mine
(Oh, tell me)
What can I do to make it up to you?
'Cause what we got's too good to say goodbye, 
goodbye
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","1,621"
11,STAY,The Kid LAROI,"I do the same thing
I told you that I never would
I told you I'd change,
even when I knew I never could
I know that I can’t find nobody else
as good as you
I need you to stay, need you to stay, hey (Oh)
I get drunk, wake up, I'm wasted still
I realize the time that I wasted here
I feel like you can't feel the way I feel
Oh, I’ll be f**ked up if you can't be right here
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, I'll be f**ked up if you can't be right here
I do the same thing I told you
that I never would
I told you I'd change,
even when I knew I never could
I know that I can't find nobody else
as good as you
I need you to stay, need you to stay, hey
I do the same thing I told you
that I never would
I told you I'd change,
even when I knew I never could
I know that I can't find nobody else
as good as you
I need you to stay, need you to stay, hey
When I’m away from you,
I miss your touch (Ooh)
You’re the reason I believe in love
It's been difficult for me to trust (Ooh)
And I’m afraid that I'ma f**k it up 
Ain't no way that I can leave you stranded
'Cause you ain’t ever left me empty-handed
And you know that I know
that I can't live without you
So, baby, stay
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
I'll be f**ked up if you can't be right here
I do the same thing I told you
that I never would
I told you I'd change,
even when I knew I never could
I know that I can't find nobody else
as good as you
I need you to stay, need you to stay, hey
I do the same thing I told you
that I never would
I told you I'd change,
even when I knew I never could
I know that I can't find nobody else
as good as you
I need you to stay, need you to stay, hey
Woah-oh
I need you to stay, need you to stay, hey
marie 님이 등록해 주신 가사입니다.
가사 오류 제보","11,450"
12,When I Get Old,Christopher(크리스토퍼),"Oh When i get old 
I'll be looking back 
Wishing it could last forever 
Oh yesterday 
Seem so far away 

Long dress, No shoes 
Summer nights
Golden and blue 
It feels just like we're stuck 
I side a picture frame 
These memories never fade away 
 
Whisper to me 
We got the world 
Right at our feet
And I just wanna sit right here and look at you 
That's probably all I ever do 
 
Oh When i get old 
I'll be looking back 
Wishing it could last forever 
Oh yesterday 
Seem so far away 
Where did it go 
All of the nights 
All the time we spent together 
Oh yesterday 
Seem so far away 
 
Wake up and smile 
Cause you're beautiful 
Those hazel eyes 
When I get old that's all I wanna think about 
I probably shouldn't say this out loud 
 
High hopes 
Big dreams 
And a little scared 
Way too naive 
Thinking you always be mine 
and never leave my side 
At least these memories never say goodbye 
 
Oh When i get old 
I'll be looking back 
Wishing it could last forever 
Oh yesterday 
Seem so far away 
Where did it go 
All of the nights 
All the time we spent together 
Oh yesterday 
Seem so far away 
 
Someday im running out of time 
I'll see your picture in my mind 
I'll keep our love frozen in time 
 
Oh When i get old 
I'll be looking back 
Wishing it could last forever 
Oh yesterday 
Seem so far away 
Where did it go 
All of the nights 
All the time we spent together 
Oh yesterday 
Seem so far away
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,939"
13,Off My Face,Justin Bieber(저스틴 비버),"One touch and you got me stoned
Higher than I've ever known
You call the shots and I follow
Sun rise but the night still young
No words but we speak in tongues
If you let me I might say too much
Your touch blurred my vision
It's your world and I'm just in it
Even sober I'm not thinkin' straight
'Cause I'm off my face in love with you
I'm out my head so into you
And I don't know how you do it
But I'm forever ruined by you ooh ooh ooh
Can't sleep 'cause I'm way too buzzed
Too late now you're in my blood
I don't hate the way you keep me up
Your touch blurred my vision
It's your world and I'm just in it
Even sober I'm not thinkin' straight
'Cause I'm off my face in love with you
I'm out my head so into you
And I don't know how you do it
But I'm forever ruined by you ooh ooh ooh
'Cause I'm off my face in love with you
I'm out my head so into you
And I don't know how you do it
But I'm forever ruined by you ooh ooh ooh
By you ooh ooh ooh
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","8,719"
14,Right Now,NewJeans,"In no mood to find another 
曖昧な関係のまま 
さあ ⾒つけにいくだけよ 
Right now, right now 
Baby I don't 

Care about the other summer 
지금 내가 필요한 건 
もう待てない
I wanna hear it right now, right now 
Baby I don't 

Hey 
⾔いたいなら⾔ってよ
もう私壊れそう 
더 늦지 말고 come my way, my way 

Cuz it all depends 
On the right timing
Don't wanna close 
The door behind me 
君の声
また 
다가와봐 
Right now, right now 
Baby I'm not 

In no mood to find another 
曖昧な関係のまま 
さあ ⾒つけにいくだけよ 
Right now, right now 
Baby I don't 

Care about the other summer 
지금 내가 필요한 건 
もう待てない
I wanna hear it right now, right now 
Baby I don't care 

I don't care 
I don't care 
Right now, right now
Baby I don't 

Hey 
チャンスは今ここに
⼀⽣モノの
Sweet romance 얼른 잡아줘 
Hold my hand, my hand 

Cuz it all depends 
On the right timing 
Don't wanna close 
The door behind me
君の声 
また
다가와봐 
Right now, right now 
Baby I'm not 

In no mood to find another 
曖昧な関係のまま 
さあ ⾒つけにいくだけよ 
Right now, right now 
Baby I don't 

Care about the other summer 
지금 내가 필요한 건 
もう待てない
I wanna hear it right now, right now 
Baby I don't care 

I don't care 
I don't care 
Right now, right now 
Baby I don't
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,173"
15,That’s Not How This Works (feat. Dan + Shay),Charlie Puth(찰리 푸스),"Thought the day you disappeared 
that it was over
Didn't even hear you leaving
Saw you with someone
and thought that it was closure
But you still tell me that you need me
Baby why tell me why
Can't you just make up your mind
Quit messing with my head
You can't say you hate me 
then call me when you're hurt
Baby you know that's not how this works (no)
That's not how this works
You can't walk away 
then come back to what we were
Baby you know that's not how this works (no)
That's not how this works
No no no no no
Oh no no no no
Baby that's not how this works (no)
That's not how this works oh
Stop reminding me of when we said forever
I know exactly what you're doing
When you say you need to drop off 
all my sweaters
It's just one of your excuses
Baby why tell me why
Can't you just make up your mind
Quit messing with my head
You can't say you hate me then call me 
when you're hurt
Baby you know that's not how this works (no)
That's not how this works
You can't walk away 
then come back to what we were
Baby you know that's not how this works (no)
That's not how this works
Don't say that you're in love with me 
(don't say that you're in love)
Cause I know it's not what you mean
You can't say you hate me 
and then call me when you're hurt
Baby you know that's not how this works (no)
That's not how this works
You can't walk away 
then come back to what we were
Baby you know that's not how this works
That's not how this works
No no no no no
Oh no no no no
Baby that's not how this works (no)
That's not how this works oh
No no no no no
Oh no no no no
Baby that's not how this works
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,956"
16,Espresso,Sabrina Carpenter(사브리나 카펜터),"Now he's thinkin' 'bout me every night oh
Is it that sweet? I guess so
Say you can't sleep baby I know
That's that me espresso
Move it up down left right oh
Switch it up like Nintendo
Say you can't sleep baby I know
That's that me espresso

I can't relate to desperation
My ""give a fucks"" are on vacation
And I got this one boy and he won't stop calling
When they act this way I know I got 'em

Too bad your ex don't do it for ya
Walked in and dream-came-trued it for ya
Soft skin and I perfumed it for ya (Yes)
I know I Mountain Dew it for ya (Yes)
That morning coffee brewed it for ya (Yes)
One touch and I brand-newed it for ya

And now he's thinkin' 'bout me every night oh
Is it that sweet? I guess so
Say you can't sleep baby I know
That's that me espresso
Move it up down left right oh
Switch it up like Nintendo
Say you can't sleep baby I know
That's that me espresso

Holy shit
Is it that sweet? I guess so

I'm working late 'cause I'm a singer
Oh he looks so cute wrapped 'round my finger
My twisted humor make him laugh so often
My honeybee come and get this pollen

Too bad your ex don't do it for ya
Walked in and dream-came-trued it for ya
Soft skin and I perfumed it for ya (Yes)
I know I Mountain Dew it for ya (Yes)
That morning coffee brewed it for ya (Yes)
One touch and I brand-newed it for ya (Stupid)

Now he's thinkin' 'bout me every night oh
Is it that sweet? I guess so
Say you can't sleep baby I know
That's that me espresso
Move it up down left right oh
Switch it up like Nintendo
Say you can't sleep baby I know
That's that me espresso (Yes)
Thinkin' 'bout me every night oh
Is it that sweet? I guess so (Yes)
Say you can't sleep baby I know
That's that me espresso (Yes)
Move it up down left right oh
Switch it up like Nintendo (Yes)
Say you can't sleep baby I know
That's that me espresso

Is it that sweet? I guess so
Mm that's that me espresso
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","1,201"
17,Lemon,Kenshi Yonezu(켄시 요네즈/米津 玄師),"夢ならばどれほどよかったでしょう
유메나라바 도레호도 요캇타데쇼오
꿈이라면 얼마나 좋았을까
未だにあなたのことを夢にみる
이마다니 아나타노 코토오 유메니 미루
아직도 당신을 꿈 속에서 봐
忘れた物を取りに歸るように
와스레타 모노오 토리니 카에루요우니
잊은 것을 가지러 돌아가는 것처럼
古びた思い出の埃を拂う
후루비타 오모이데노 호코리오 하라우
오래된 추억의 먼지를 털어내
戾らない幸せがあることを
모도라나이 시아와세가 아루 코토오
되돌아갈 수 없는 행복이 있다는 것을
最後にあなたが敎えてくれた
사이고니 아나타가 오시에테쿠레타
마지막으로 당신이 가르쳐줬어
言えずに隱してた昏い過去も
이에즈니 카쿠시테타 쿠라이 카코모
말하지 못한 채 숨기고 있던 어두운 과거도
あなたがいなきゃ永遠に昏いまま
아나타가 이나캬 에이엔니 쿠라이마마
당신이 아니었다면 영원히 어두운 채로
きっともうこれ以上　傷つくことなど
킷토 모오 코레이죠오 키즈츠쿠 코토나도
분명, 더 이상 상처입는 일 따윈
ありはしないとわかっている
아리와 시나이토 와캇테이루
있을 수 없다는 걸 알아
あの日の悲しみさえ
아노 히노 카나시미사에
그날의 슬픔조차
あの日の苦しみさえ
아노 히노 쿠루시미사에
그날의 괴로움조차
そのすべてを愛してた あなたとともに
소노 스베테오 아이시테타 아나타토 토모니
그 모든 것을 사랑했던 당신과 함께
胸に殘り離れない
무네니 노코리 하나레나이
가슴에 남아 떠나지 않는
苦いレモンのにおい
니가이 레몬노 니오이
씁쓸한 레몬의 향기
雨が降り止むまでは歸れない
아메가 후리야무마데와 카에레나이
비가 그칠 때까지는 돌아갈 수 없어
今でもあなたはわたしの光
이마데모 아나타와 와타시노 히카리
지금도 당신은 나의 빛
暗闇であなたの背をなぞった
쿠라야미데 아나타노 세오 나좃타
어둠 속에서 당신의 모습을 덧그렸어
その輪郭を鮮明に覺えている
소노 린카쿠오 센메이니 오보에테이루
그 윤곽을 선명하게 기억하고 있어
受け止めきれないものと出会うたび
우케토메키레나이 모노토 데아우 타비
받아들일 수 없는 것과 마주칠 때마다
溢れてやまないのは淚だけ
아후레테 야마나이노와 나미다다케
멈추지 않고 흘러 넘치는 것은 눈물 뿐
何をしていたの　何を見ていたの
나니오시테이타노 나니오미테이타노
무엇을 하고 있을까, 무엇을 보고 있을까
わたしの知らない橫顔で
와타시노 시라나이 요코가오데
내가 모르는 얼굴을 하고서
どこかであなたが今
도코카데 아나타가 이마
어디선가 당신이 지금
わたしと同じ様な
와타시토 오나지요오나
나처럼
淚にくれ　淋しさの中にいるなら
나미다니쿠레 사비시사노 나카니 이루나라
눈물이 주는 쓸쓸함 속에 있다면
わたしのことなどどうか　忘れてください
와타시노 코토나도 도오카 와스레테쿠다사이
나같은 것 따윈 부디 잊어주기를
そんなことを心から願うほどに
손나 코토오 코코로카라 네가우 호도니
그런 것을 진심으로 바랄 정도로
今でもあなたはわたしの光
이마데모 아나타와 와타시노 히카리
지금도 당신은 나의 빛이야
自分が思うより
지분가 오모우요리
나 자신이 생각한 것보다도
戀をしていたあなたに
코이오 시테이타 아나타니
사랑했던 당신에게
あれから思うように
아레카라 오모우요우니
그날부터 생각대로
息ができない
이키가 데키나이
숨을 쉬지 못 하겠어
あんなに側にいたのに
안나니 소바니 이타노니
그렇게나 곁에 있었는데도
まるで噓みたい
마루데 우소 미타이
마치 거짓말같아
とても忘れられない
토테모 와스레라레나이
어떻게 해도 잊을 수 없어
それだけが確か
소레다케가 타시카
그것만이 확실해
あの日の悲しみさえ
아노히노 카나시미사에
그날의 슬픔조차
あの日の苦しみさえ
아노히노 쿠루시미사에
그날의 괴로움조차도
そのすべてを愛してた　あなたとともに
소노 스베테오 아이시테타 아나타토 토모니
그 전부를 사랑했었던 당신과 함께
胸に殘り離れない
무네니 노코리하나레나이
가슴에 남아 떠나지 않는
苦いレモンのにおい
니가이 레몬노 니오이
씁쓸한 레몬의 향기
雨が降り止むまでは歸れない
아메가 후리야무마데와 카에레나이
비가 그칠 때까지는 돌아갈 수 없어
切り分けた果實の片方の樣に
키리와케타 카지츠노 카타호오노 요오니
잘라서 나눈 과일의 한쪽 같이
今でもあなたはわたしの光
이마데모 아나타와 와타시노 히카리
지금도 당신은 나의 빛인걸
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","7,096"
18,BIRDS OF A FEATHER,Billie Eilish(빌리 아일리시),"I want you to stay
'Til I'm in the grave
'Til I rot away, dead and buried
'Til I'm in the casket you carry
If you go, I'm goin' too, uh
'Cause it was always you (Alright)
And if I'm turnin' blue, please don't save me
Nothin' left to lose without my baby
Birds of a feather,
we should stick together, I know
I said I'd never think I wasn't better alone
Can't change the weather, might not be forever
But if it's forever, it's even better
And I don't know what I'm cryin' for
I don't think I could love you more
It might not be long, but baby, I
I'll love you 'til the day that I die
'Til the day that I die
'Til the light leaves my eyes
'Til the day that I die
I want you to see, hmm
How you look to me, hmm
You wouldn't believe if I told ya
You would keep the compliments I throw ya
But you're so full of shit, uh
Tell me it's a bit, oh
Say you don't see it, your mind's polluted
Say you wanna quit, don't be stupid
And I don't know what I'm cryin' for
I don't think I could love you more
Might not be long, but baby, I
Don't wanna say goodbye
Birds of a feather, we should stick together,
I know ('Til the day that I die)
I said I'd never think I wasn't better alone
('Til the light leaves my eyes)
Can't change the weather,
might not be forever ('Til the day that I die)
But if it's forever, it's even better
I knew you in another life
You had that same look in your eyes
I love you, don't act so surprised
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",935
19,These Tears,Andy Grammer(앤디 그래머),"These tears mean
I'm letting you go
I'm learning
How to be alone
I'm broken
But give it time
I'm gon' be alright
These tears mean
It's settling in
That I'm not
Gon' see you again
'Till one day
In another life
Where I'm gonna be al'
I'm gonna be alright

I'll be missing you tonight
I'll be missing you tomorrow
It's the hardest pill to swallow
But I'm starting to get it down
I try to think of all the times
I thought I wouldn't make it through
But somehow I always do
And I'll do the same for you

It don't mean I'm good, we could bye bye bye
But it ain't all that bad when I cry cry cry

These tears mean
I'm letting you go
I'm learning
How to be alone
I'm broken
But give it time
I'm gon' be alright
These tears mean
It's settling in
That I'm not
Gon' see you again
'Till one day
In another life
Where I'm gonna be al' I'm gonna be alright

I see you everywhere
On the sidewalks of my dreams
Like a distant melody
I hear you calling and calling to me
And I love you
But I leave you
In the past baby
Because I need to
To not go insane
I know I love you the same

It don't mean I'm good, we could bye bye bye
But it ain't all that bad when I cry cry cry

These tears mean
I'm letting you go
I'm learning
How to be alone
I'm broken
But give it time
I'm gon' be alright
These tears mean
It's settling in
That I'm not
Gon' see you again
'Till one day
In another life
Where I'm gonna be al'
I'm gonna be alright

I'm gonna be al'
I'm gonna be alright

I'm gonna be al'
I'm gonna be alright
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","1,385"
20,APEROL SPRITZ,The Kid LAROI,"Ayy, I drink Henn', she drink Aperol Spritz
Ayy, girl, I promise you ain't had it like this (Ayy)
There's a whole lotta girls up in here, but
Can't nobody fuck with my bitch
My favorite hobby is probably gettin' rich
I see them talk, but they hardly on shit
There's a whole lotta girls up in here, but
Can't nobody fuck with my bitch, ayy


Say he can only do it for you sometimes (Ayy)
Said he got a whip, but he got no drive (Ayy)
Said he got a watch, but that shit don't shine
And she love me 'cause I hit it 'til the sunrise
She come ask me, ""Wonder why I don't even gotta try?""
And lately, baby, I've been thinkin' about you and I


But you brought two friends, and they both fine
Hey, but you don't gotta worry, baby, you're mine


Ayy, I drink Henn', she drink Aperol Spritz
Ayy, girl, I promise you ain't had it like this (Ayy)
There's a whole lotta girls up in here, but
Can't nobody fuck with my bitch
My favorite hobby is probably gettin' rich
I see them talk, but they hardly on shit (Ooh)
There's a whole lotta girls up in here, but
Can't nobody fuck with my bitch, ayy (Ayy, let's do it)

And I know you out with friends, but I promise, baby, ain't shit changed (Oh, yeah, yeah)
And I ain't seen you in so long, but it's worth every minute I wait
Take you shoppin', I'ma spend it on you just for love
I know you told me that you're scared, but I'ma switch it up 'cause


You brought two friends, and they both fine
Hey, but you don't gotta worry, baby, you're mine

Ayy, I drink Henn', she drink Aperol Spritz
Ayy, girl, I promise you ain't had it like this (Ayy)
There's a whole lotta girls up in here, but
Can't nobody fuck with my bitch
My favorite hobby is probably gettin' rich
I see them talk, but they hardly on shit (Ooh)
There's a whole lotta girls up in here, but
Can't nobody fuck with my bitch, ayy


(And I know you out with friends, but I promise, baby, ain't shit changed, oh, yeah, yeah)
(And I ain't seen you in so long, but it's worth every minute I wait)
(Take you shoppin', I'ma spend it on you just for love)
(I know you told me that you're scared, but I'ma switch it up 'cause)
There's a whole lotta girls up in here, but
Can't nobody fuck with my—
marie 님이 등록해 주신 가사입니다.
가사 오류 제보",22
21,That's Hilarious,Charlie Puth(찰리 푸스),"Look how all the tables
Look how all the tables have turned
Guess you're finally realizing
how bad you messed it up
Girl you're only makin'
Girl you're only makin' it worse
When you call like you always do
when you want someone
You took away a year
Of my fuckin' life
And I can't get it back no more
So when I see those tears
Comin' out your eyes
I hope it's me they're for
You didn't love when you had me
But now you need me so badly
You can't be serious (Ha ha ha)
That's hilarious (Ha ha ha ha ha)
Thinkin' I would still want you
After the things you put me through
Yeah you're delirious (Ha ha ha)
That's hilarious (Ha ha ha ha ha)
Now you put the blame in
(Now you put the blame in)
Now you put the blame in reverse
Tryna make me feel guilty for everything
you've done
You're another lesson (You're another lesson)
You're just another lesson I learned
Don't give your heart to a girl
who's still got a broken one
You took away a year (Took away a year)
Of my fuckin' life
And I can't get it back no more
So when I see those tears
(When I see those tears)
Comin' out your eyes
I hope it's me they're for
You didn't love when you had me
But now you need me so badly
You can't be serious (Ha ha ha)
That's hilarious (Ha ha ha ha ha)
Thinkin' I would still want you
After the things you put me through
Yeah you're delirious (Ha ha ha you're delirious)
That's hilarious (Ha ha ha ha ha that's hilarious)
You didn't love when you had me
But now you need me so badly
You can't be serious (You can't be serious)
(Ha ha ha)
That's hilarious (That's hilarious) (Ha ha ha ha ha)
Thinkin' I would still want you (Oh no oh oh)
After the things you put me through
Yeah you're delirious (You're delirious) (Ha ha ha)
That's hilarious (That's hilarious) (Ha ha ha ha ha)
Ha ha ha
Ha ha ha ha ha
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","6,627"
22,Color Of Your Dreams,Jordan Parker,"가사 준비 중입니다. 일반 가사 신청 실시간 가사 신청
벅스패널이 되면 가사를 등록하실 수 있습니다. 벅스패널이란?",19
23,just a song,Paolo Sandejas,"가사 준비 중입니다. 일반 가사 신청 실시간 가사 신청
벅스패널이 되면 가사를 등록하실 수 있습니다. 벅스패널이란?",17
24,I'm Not The Only One,Sam Smith(샘 스미스),"You and me we made a vow
For better or for worse
I can't believe you let me down
But the proof is in the way it hurts
For months on end I've had my doubts
Denying every tear
I wish this would be over now
But I know that I still need you here
You say I'm crazy
Cause you don't think
I know what you've done
But when you call me baby
I know I'm not the only one
You've been so unavailable
Now sadly I know why
Your heart is unobtainable
Even though lord knows you kept mine
You say I'm crazy
Cause you don't think
I know what you've done
But when you call me baby
I know I'm not the only one
I have loved you for many years
Maybe I am just not enough
You've made me realise my deepest fear
By lying and tearing us up
You say I'm crazy
Cause you don't think
I know what you've done
But when you call me baby
I know I'm not the only one
You say I'm crazy
Cause you don't think
I know what you've done
But when you call me baby
I know I'm not the only one
I know I'm not the only one
I know I'm not the only one
And I know and I know
And I know and I know
And I know and I know
I know I'm not the only one
lololob 님이 등록해 주신 가사입니다.
가사 오류 제보","20,670"
25,When I Was Your Man,Bruno Mars(브루노 마스),"Same bed but it feels just a little bit bigger now
Our song on the radio but it don't sound the same
When our friends talk about you, all it does is just tear me down
Cause my heart breaks a little when I hear your name

It all just sounds like oooooh
Mmm, too young, too dumb to realize
That I should have bought you flowers
And held your hand
Should have gave you all my hours
When I had the chance
Take you to every party
Cause all you wanted to do was dance
Now my baby's dancing
But she's dancing with another man

My pride, my ego, my needs, and my selfish ways
Caused a good strong woman like you to walk out my life
Now I never, never get to clean up the mess I made, ohh
And it haunts me every time I close my eyes

It all just sounds like oooooh
Mmm, too young, too dumb to realize
That I should have bought you flowers
And held your hand
Should have gave you all my hours
When I had the chance
Take you to every party
Cause all you wanted to do was dance
Now my baby's dancing
But she's dancing with another man

Although it hurts
I'll be the first to say that I was wrong
Oh, I know I'm probably much too late
To try and apologize for my mistakes
But I just want you to know

I hope he buys you flowers
I hope he holds your hand
Give you all his hours
When he has the chance
Take you to every party
Cause I remember how much you loved to dance
Do all the things I should have done
When I was your man
Do all the things I should have done
When I was your man
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","8,773"
26,Shape of You,Ed Sheeran(에드 시런),"The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking faster and then we talk slow
Come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand, stop
Put Van The Man on the jukebox
And then we start to dance
And now I'm singing like

Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Oh I oh I oh I oh I
I'm in love with your body
Oh I oh I oh I oh I
I'm in love with your body
Oh I oh I oh I oh I
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you

One week in we let the story begin
We're going out on our first date
You and me are thrifty
So go all you can eat
Fill up your bag and I fill up a plate
We talk for hours and hours about the sweet and the sour
And how your family is doing okay
Leave and get in a taxi, then kiss in the backseat
Tell the driver make the radio play
And I'm singing like

Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Oh I oh I oh I oh I
I'm in love with your body
Oh I oh I oh I oh I
I'm in love with your body
Oh I oh I oh I oh I
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you

Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
Last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
ghy6***@naver.com 님이 등록해 주신 가사입니다.
가사 오류 제보","32,828"
27,Paper Plane,Peder Elias,"I'mma send a paper plane
I hope it flies your way
that it don't crash and break
before it gets to you
don't know how but feels like the dream
(am I delusional?)
lost the ability to speak
(it’s so unusual)
ever since the day in the park when we talked
I’ve kept on thinking about what we could be 
dream about a late night
red sky
your hand
in mine
oh
don’t know if you think about me
think think about
I'mma send a paper plane
I hope it flies your way
that it don't crash and break
before it gets to you 
right now I’m too shy to say
what I have felt for days
it’s easier this way
I hope it gets to you

damn it feels like i’m back in school
(a million butterflies)
why can’t I just walk up to you 
(it’s like I’m paralyzed)
cause I’ve been staying up late every night 
thinking‘bout it
is it just me or do you feel it too
dream about a late night
red sky
your hand
in mine
oh
don’t know if you think about me
think think about 
I'mma send a paper plane
I hope it flies your way
that it don't crash and break
before it gets to you 
right now I’m too shy to say
what i have felt for days
it’s easier this way
you got me stuck in a day dream
I don’t wanna wake up 
cause it feels amazing
and I can’t get enough 
yeah sometimes I wonder am I stupid or not
but I hope
I hope it gets to you
I'mma send a paper plane
 I hope it flies your way
that it don't crash and break
before it gets to you..
marie 님이 등록해 주신 가사입니다.
가사 오류 제보",968
28,Sometimes I Still Live In My Head (ft. Melle) (feat. Melle),CHARLOT,"가사 준비 중입니다. 일반 가사 신청 실시간 가사 신청
벅스패널이 되면 가사를 등록하실 수 있습니다. 벅스패널이란?",4
29,Broken Glasses,Thomas Day,"You're pickin' me up, you're placin' me down
You're tuckin' me in, you're spiralin' out, ooh
I laughed for the fun, but lost the last game
It's suddenly real, you're fading away

[Pre-Chorus]
Oh, oh
Oh, oh
Oh

[Chorus]
It's hard to see with broken glasses
If you're gonna stay
In my mind, I'm driving reckless
I'm scared to forget your face
Now I'm starting to cry, it's time for goodbye
What a life you threw my way
My love, I hope to see you again one day

[Post-Chorus]
Oh
Oh
Mm

[Verse 2]
You're rainin' on leaves, I want you to snow (Want you to snow)
I'm raisin' my voice, you're tellin' me, ""No""
Oh, don't mean to be cross, just want you to know (Oh)
I'm scared of the day I let your hand go (Oh)

It's hard to see with broken glassеs (Oh)
If you're gonna stay
In my mind, I'm driving reckless
I'm scarеd to forget your face (Oh)
Now I'm starting to cry, it's time for goodbye
What a life you threw my way
My love, I hope to see you again one day

[Post-Chorus]
Oh
Oh
Mm

[Outro]
Oh
Oh
Mm
marie 님이 등록해 주신 가사입니다.
가사 오류 제보",8
