,제목,가수,가사,좋아요
30,pocket locket,Alaina Castillo,"One day we'll be fine

I'm your type 
I'm the vibe
Fantasize 
stay the night 
every night 
I can keep all your secrets in my pocket locket
And then I keep ya held down 
when I lock n drop it
Yeah you be sly 
that's alright 
I don't mind 
You be cruel
I'll survive
Playing that hard to get love 
Showing no affection
I know it's hard to keep up 
with my good intentions

you must think I'm mad to need ya 
they must think I'll never leave ya
I don't see my love as weakness
I know in the end you'll be the one, one, one

Right now I bet you think 
you've got me in the palm of your hands
Give me no love you get that good love
Hope that you don't regret
Taking so long to see that 
I'm the best thing you'll ever have
Come get that love boy get that good love 
Baby while you still can

I'm the shit 
I'm a trip
Take a sip
Watch it drip 
from your lip
know that I can keep ya held down 
with my little finger
and I would do it all day just to let you linger

you know that I would take the time
to let you ride
let you try to do me right
hoping that youre learning real quick
asking all the questions
casue if you push me too far 
you gone learn your lesson

you must think I'm mad to need ya 
they must think I'll never leave ya
I don't see my love as weakness
I know in the end you'll be the one, one, one

Right now I bet you think 
you've got me in the palm of your hands
Give me no love you get that good love
Hope that you don't regret
Taking so long to see that 
I'm the best thing you'll ever have
Come get that love boy get that good love 
Baby while you still can 

Oh baby while you still can
While you still can
Come get that love boy 
Get that good love
While you still can
Come get that love boy 
Get that good love 
while you still can
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,644"
31,Here With Me,d4vd,"Watch the sun rise along the coast
As we're both getting old
I can't describe what I'm feeling
And all I know is we're going home
So please don't let me go
Don't let me go
And if it's right I don't care how long it takes
As long as I'm with you
I've got a smile on my face
Save your tears it'll be okay
All I know is you're here with me
Watch the sun rise as we're getting old oh oh
I can't describe oh oh
I wish I could live through every memory again
Just one more time
Before we float off in the wind
And all the time we spent
Waiting for the light to take us in
Have been the greatest moments of my life
I don't care how long it takes
As long as I'm with you
I've got a smile on my face
Save your tears it'll be okay
You're here with me
I can't describe
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,594"
32,Making Plans,Mina Okabe,"가사 준비 중입니다. 일반 가사 신청 실시간 가사 신청
벅스패널이 되면 가사를 등록하실 수 있습니다. 벅스패널이란?",9
33,Because Of You,Lauv(라우브) CONNECT 아티스트,"Driving fast in the lane
Of the cold remains of L.A
Winter comes, winter goes
But it all just stays the same

Don't be getting lonely
I won't be there to hold me
In fact, I won't be there at all

Don't you say that you want me back, baby
What I'm bout to do ain't that bad, baby
Compared to the knife that's in my back

Because of you, babe
Oh-ooh, oh-ooh, oh-ooh
Because of you, babe
Oh-ooh, oh-ooh, oh-ooh

In the back barber's chair
Better cut my hair again
To my friends, my sweet friends
As your friends
(Uhm, you better find a new fucking friend, I'm gone)

It’s no celebration, it’s just a big occasion
From the man who loved you at all

Don't you say that you want me back, baby
What I'm bout to do ain't that bad, baby
Compared to the knife that's in my back

Because of you, babe
Oh-ooh, oh-ooh, oh-ooh
Because of you, babe
Oh-ooh, oh-ooh, oh-ooh

Because of you, babe, because of you, babe
Because of you, babe
Because of you, babe
Because of you, babe
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보",78
34,Memories,Maroon 5(마룬 파이브),"Here's to the ones that we got
Cheers to the wish you were here
But you're not
'Cause the drinks bring back
All the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back
All the memories
And the memories bring back
Memories bring back you
There's a time that I remember
When I did not know no pain
When I believed in forever
And everything would stay the same
Now my heart feel like december
When somebody say your name
'Cause I can't reach out to call you
But I know I will one day yeah
Everybody hurts sometimes
Everybody hurts someday ayy ayy
But everything gon' be alright
Go and raise a glass and say ayy
Here's to the ones that we got
Cheers to the wish you were here
But you're not
'Cause the drinks bring back
All the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back
All the memories
And the memories bring back
Memories bring back you
Doo doo doo doo doo doo
Doo doo doo doo doo doo doo doo
Doo doo doo doo doo doo doo
Memories bring back
Memories bring back you
There's a time that I remember
When I never felt so lost
When I felt all of the hatred was too
Powerful to stop (Ooh yeah)
Now my heart feel like an ember
And it's lighting up the dark
I'll carry these torches for ya
That you know I'll never drop yeah
Everybody hurts sometimes
Everybody hurts someday ayy ayy
But everything gon' be alright
Go and raise a glass and say ayy
Here's to the ones that we got (Oh oh)
Cheers to the wish you were here
But you're not
'Cause the drinks bring back
All the memories
Of everything we've been through (No no)
Toast to the ones here today (Ayy)
Toast to the ones that we lost on the way
'Cause the drinks bring back
All the memories (Ayy)
And the memories bring back
Memories bring back you
Doo doo doo doo doo doo
Doo doo doo doo doo doo doo doo
Doo doo doo doo doo doo doo
Memories bring back
Memories bring back you
Doo doo doo doo doo doo
Doo doo doo doo doo doo doo doo
Doo doo doo doo doo doo doo (Ooh yeah)
Memories bring back
Memories bring back you
Yeah yeah yeah
Yeah yeah yeah yeah yeah no no
Memories bring back
Memories bring back you
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","12,319"
35,Beautiful Things,Benson Boone,"For a while there it was rough 
But lately I've been doing better 
Than the last four cold Decembers
I recall 
And I see my family every month
I found a girl my parents love
She'll come and stay the night
I think I might have it all 
And I thank god everyday 
For the girl he sent my way 
But I know the things he gives me
He can take away 
And I hold you every night
That's a feeling I wanna get used to 
But there's no man as terrified 
As the man who stands to lose you 
Oh I hope I don't lose you
Mmm
Please 
Stay
I want you I need you oh God
Don't 
Take
These beautiful things that I've got
Please stay 
I want you I need you oh God
Don't take
These beautiful things that I've got
Please don't take,
I found my mind I'm feeling sane
It's been a while but I'm finding my faith
If everything's good and it's great 
why do I sit and wait till it's gone
Oh I'll tell ya I know I've got enough
I got peace,
And I got love,
But I'm up at night thinking 
I just might lose it all
Please stay 
I want you I need you oh God
Don't take
These beautiful things that I've got
Please stay
I want you I need you oh god
I need
These beautiful things that I've got
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,531"
36,"Honey, There’s the Door",Haley Reinhart(할리 라인하르트),"Honey come on over here
And sit down real nice and close
Don't you worry
Just wanna get a better look at ya
Not that you didn't look good before
I'm gonna lay down my cards
Don't take this too hard
I don't want normal 'cause that's been done
I need that up and about
That classic casanova kinda stuff
You better tell me that you love me
Tell me that you need me
Treat me like
I'm everything you want and more
Tell me that I'm funny and sexy
If you don't then honey there's the door
You better tell me that I sparkle
That my eyes are diamonds
Tell me I remind you of marilyn monroe
Treat me like the star of your show
If you don't well honey there's the door
Phew that I got that off my chest
Don't hold it against me
I gotta give it to you straight
'Cause that's what I do best
Baby tell me where are you taking me next?
Is it greece or in rome? A vacation at home?
I don't want normal 'cause that's been done
I need that up and about
That classic casanova kinda stuff
You better tell me that you love me
Tell me that you need me
Treat me like
I'm everything you want and more
Tell me that I'm funny and sexy
If you don't then honey there's the door
You better tell me that I sparkle
That my eyes are diamonds
Tell me I remind you of bridget bardot
Treat me like the star of your show
If you don't well honey there's the door
You better tell me that you love me
Tell me that you need me
Treat me like
I'm everything you want and more
Tell me that I'm funny and sexy
If you don't then honey there's the door
You better tell me that I sparkle
That my eyes are diamonds
Tell me I remind you of marilyn monroe
Treat me like the star of your show
If you don't well honey there's the door
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,503"
37,Obsessed,Ayumu Imazu,"""You got to let go""
Maybe it's a little too late
'Cause I already put my all to the table
Everything about me from the gecko
There goes another love song
Hate that it's becoming my usual
Taking things slow I just can't control
Baby I'm incapable of it
 
Then one day (You show up)
You show up like heaven sent you here
So I say (Hello) 
how you doin' nice to meet you
All my friends (No no) are telling me 
she might be bad news
Now I can't go back
Yeah you know I'm caught up in you
 
I get obsessed so easily
Like honestly wtf is wrong with me
I go two nights out with a girl
And I think I'm in love
Why do I fall so easily
Or is it that she's so perfect for me
I can't keep on 
meeting the love of my life like this
But I guess I'm obsessed with you
 
Think I'm doing better
Took a little but I got my head on (straight)
Finally takin a good care of me myself and
I don't wanna wait no more
 
Trying everything I can like meditating
Keeping myself busy down to every second
So I don't have time to fantasize
What could've been like you and I 
 
But then again (You show up)
You show up like heaven sent you here
So I say (Hello) how you doin' nice to meet you
Is all the blame on me 
'cause you can't deny your natural beauty
Now I can't go back
Yeah you know I'm caught up in you

I get obsessed so easily
Like honestly wtf is wrong with me
I go two nights out with a girl
And I think I'm in love
Why do I fall so easily
Or is it that she's so perfect for me
I can't keep on 
meeting the love of my life like this
But I guess I'm obsessed with you
 
I get obsessed so easily
Like honestly wtf is wrong with me
I go two nights out with a girl
And I think I'm in love
And Why do I fall so easily
Or is it that she's so perfect for me
I can't keep on 
meeting the love of my life like this
But I guess I'm obsessed with you
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,927"
38,Florist,James Walker CONNECT 아티스트,"가사 준비 중입니다. 일반 가사 신청 실시간 가사 신청
벅스패널이 되면 가사를 등록하실 수 있습니다. 벅스패널이란?",4
39,Love Yourself,Justin Bieber(저스틴 비버),"For all the times that you rain on my parade
And all the clubs you get in using my name
You think you broke my heart
oh girl for goodness sake
You think I'm crying oh my oh well I ain't
And I didn't wanna write a song
Cause I didn't want anyone thinking I still care
I don't but you still hit my phone up
And baby I be movin' on
and I think you should be somethin'
I don't wanna hold back
maybe you should know that
My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job
didn't see what's going on
And now I know I'm better sleeping on my own
Cause if you like the way you look that much
Oh baby you should go and love yourself
And if you think that
I'm still holdin' on to somethin'
You should go and love yourself
But when you told me that you hated my friends
The only problem was with you and not them
And every time you told me
my opinion was wrong
And tried to make me forget where I came from
And I didn't wanna write a song
Cause I didn't want anyone thinking I still care
I don't but you still hit my phone up
And baby I be movin' on
and I think you should be somethin'
I don't wanna hold back
maybe you should know that
My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job
didn't see what's going on
And now I know I'm better sleeping on my own
Cause if you like the way you look that much
Oh baby you should go and love yourself
And if you think that
I'm still holdin' on to somethin'
You should go and love yourself
For all the times that you made me feel small
I fell in love now I feel nothin' at all
I never felt so low when I was vulnerable
Was I a fool to let you break down my walls?
Cause if you like the way you look that much
Oh baby you should go and love yourself
And if you think that
I'm still holdin' on to somethin'
You should go and love yourself
Cause if you like the way you look that much
Oh baby you should go and love yourself
And if you think that
I'm still holdin' on to somethin'
You should go and love yourself
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","23,281"
40,know u,Mike Baretz,"가사 준비 중입니다. 일반 가사 신청 실시간 가사 신청
벅스패널이 되면 가사를 등록하실 수 있습니다. 벅스패널이란?",3
41,Trippin',Chuck Ellis,"가사 준비 중입니다. 일반 가사 신청 실시간 가사 신청
벅스패널이 되면 가사를 등록하실 수 있습니다. 벅스패널이란?",17
42,Our Home,Anthony Lazaro,"I've got a little invitation for a place 
That until now existed only in my mind
I'll set the table for two people
But you know 
our friends will always be welcome anytime
And maybe I won't say ""I love you"" 
'Cause you always say these words 
Only work in a pop song
But I know this home is yours 
And is where we both belong

So when the spring will come
We'll let the sun flood in
You'll close your eyes
It's summer, dancing on your skin
And when the autumn knocks
Impatient at our door
We'll get ready for winter
With covers on the floor

One window will be showing the sea
The second will be filled up with trees
We'll use the third to follow the stars
The last one will who reflect who we are
Who we are
Who we are
Who we are
Who we are

I know maybe I'm too early in the game
And they say to sit around and wait
But what if one day 
I wake up and look you in the eye 
And realize it's too late
We would look at tiny feet 
And say that she is like a dream
And the three of us would be family

So when the spring will come
We'll let the sun flood in
You'll close your eyes
It's summer, dancing on your skin
And when the autumn knocks
Impatient at our door
We'll get ready for winter
With covers on the floor

One window will be showing the sea
The second will be filled up with trees
We'll use the third to follow the stars
The last one will who reflect who we are
One window will be showing the sea
The second will be filled up with trees
We'll use the third to follow the stars
The last one will who reflect who we are
Who we are
Who we are
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",19
43,drunk text,Henry Moodie,"5th of November
When I walked you home
That's when I nearly said it
But then said 'Forget it' and froze
Do you remember?
You probably don't
'Cause the sparks in the sky
Took a hold of your eyes
while we spoke
Yesterday,
drank way too much
And stayed up too late
Started to write what I wanna say
'Deleted the message'
But I still remember it said
I wish I was who you drunk texted
at midnight
Wish I was the reason you stay up till 3
And you can't fall asleep
Waiting for me to reply
I wish I was more than just someone you
walk by
Wish I wasn't scared to be honest and open
Instead of just hoping
You'd feel what I'm feeling inside
April the 7th
And nothing has changed
It's hard to get by
When you're still on my mind every day
Sometimes I question
If you feel the same?
Do we make stupid jokes?
Trying to hide that we're both too afraid
to say
I wish I was who you drunk texted
at midnight
Wish I was the reason you stay up till 3
And you can't fall asleep
Waiting for me to reply
I wish I was more than just someone you
walk by
Wish I wasn't scared to be honest and open
Instead of just hoping
You'd feel what I'm feeling inside
Oh, and here we go again
Destroy myself to keep a friend
Hiding away
'cause I was afraid you'd say no
I wonder if I cross your mind
Half as much as you do mine
If I tell you the truth
What will I lose?
I don't know
I wish I had sent you that drunk text
at midnight
I was just scared it would ruin our friendship
But I really meant it
I wonder how you would reply
marie 님이 등록해 주신 가사입니다.
가사 오류 제보","1,180"
44,Last Christmas,Wham!(왬),"Last Christmas I gave you my heart
But the very next day
You gave it away
This year To save me from tears
I'll give it to someone special
Last Christmas I gave you my heart
But the very next day
You gave it away
This year To save me from tears
I'll give it to someone special
Once bitten and twice shy
I keep my distance
But you still catch my eyes
Tell me baby do you recognize me
Well it's been a year
It doesn't surprise me
Happy Christmas
I wrapped it up and sent it
With a note saying I love you I meant it
Now I know what a fool I've been
But if you kissed me now
I know you'd fool me again
Last Christmas I gave you my heart
But the very next day
You gave it away
This year To save me from tears
I'll give it to someone special
Last Christmas I gave you my heart
But the very next day
You gave it away
This year To save me from tears
I'll give it to someone special
A crowded a room Friends with tired eyes
I'm hiding from you And your soul of ice
My God I thought
You were someone to rely on
Me I guess I was a shoulder to cry on
A face on a lover with a fire in his heart
A man under cover but you tore me apart
Now I've found a real love
You 'll never fool me agian
Last Christmas I gave you my heart
But the very next day
You gave it away
This year To save me from tears
I'll give it to someone special
Last Christmas I gave you my heart
But the very next day
You gave it away
This year To save me from tears
I'll give it to someone special
A face on a lover with a fire in his heart
A man under cover but she tore him apart
Maybe next year I'll give it to someone
I'll give it to someone special
rnwk2005 님이 등록해 주신 가사입니다.
가사 오류 제보","16,050"
45,Too Much To Lose,Boy In Space CONNECT 아티스트,"Overthinking for days now
Wasn't expecting your call
One thing led to a drunk conversation
That led us to the back of the bar

It's been so long
Since we were drinking red wine
Getting close to midnight
Then they play our song
And baby you look so fine
Dancing like you're still mine

There you are just spinning around me
In that brand new dress
Eyes like brandy knew she could have the
Heart beneath my chest
I pulled her in and I said

I want you baby
You want me too
Put my hands all over you
I need you baby
You need me too
But we got too much to lose

I still remember the places
Where you got freckles and scars
And the terrible tattoo you got
You'd never mentioned that to your mom

It's been so long
Since we were drinking red wine
Getting close to midnight
Then they play our song
And baby you look so fine
Dancing like you're still mine

There you are just spinning around me
In that brand new dress
Eyes like brandy knew she could have the
Heart beneath my chest
I pulled her in and I said

I want you baby
You want me too
Put my hands all over you
I need you baby
You need me too
But we got too much to lose

Please don't follow me
I'd fall over you
All over again

Taxi take me home
I should be alone
Should I stay instead
marie 님이 등록해 주신 가사입니다.
가사 오류 제보",20
46,Small Rainbows,Anthony Lazaro,"Staring out the window
On a cloudy morning
Trying to lick our wounds
While the tea is warming
Sometimes it's like our boat
Has never shipped out
Sometimes we go around
On a neverending route
This week has been a mess but I'm gonna tell you
We'll rebuild our world, gonna make it brand new
We're gonna plot our way for a comeback
We only need some time and I promise you that
And I promise you that
And I promise you that
I know this can take a while
But it's gonna be alright girl
And if it won't be today
I'm the shoulder you can cry on
So cry if you wanna cry
Small rainbows
Will fill your eyes
Yeah cry if you wanna cry
Know time will be on your side
Maybe we're two drops lost in the ocean
Drifters following the streams in motion
Riders of the night with no destination
Don’t even know the name of our future station
We're lost romantics in a world that's frozen
We're gonna be the heroes of our novel
We just need some time
I know this can take a while
But it's gonna be alright girl
And if it won't be today
I'm the shoulder you can cry on
So cry if you wanna cry
Small rainbows
Will fill your eyes
Yeah cry if you wanna cry
Cause time will be on your side
marie 님이 등록해 주신 가사입니다.
가사 오류 제보",193
47,Two Shades Blonder,Devon Cole,"I figured out in college, I tend to get impulsive
When I feel like numbing my pain
I'm unapologetic, 'bout maxing out my credit
To pay for the vices I crave

Sitting inside of my favorite salon
Jenny knows what kind of color I want
Didn't expect to be feeling this numb
What have I done

I wanna grow to be someone I love
Look in the mirror and feel like enough
Now all the damage is done
'Cause I'm two shades blonder and still no fun

I casted out my demons, by emotional eating
Now I don't fit my favorite clothes
I miss multiple exes, tonight I'll probably text them
To pretend I'm not so alone

Sitting inside of my favorite salon
Jenny knows what kind of color I want
Didn't expect to be feeling this numb
What have I done

I wanna grow to be someone I love
Look in the mirror and feel like enough
Now all the damage is done
'Cause I'm two shades blonder and still no fun

Ripping out pages in Vogue magazine
Should I try copper or aquamarine
This platinum princess is still dead inside
Whoever said blondes have more fun fucking lied

I wanna grow to be someone I love
Look in the mirror and feel like enough
Now all the damage is done
'Cause I'm two shades blonder and still no fun
marie 님이 등록해 주신 가사입니다.
가사 오류 제보",10
48,Lost Stars,Adam Levine(Maroon 5),"Please don't see just a boy
Caught up in dreams and fantasies
Please see me reaching out
For someone I can't see
Take my hand let's see
Where we wake up tomorrow
Best laid plans sometimes are
Just a one night stand
I'll be damned cupid's
Demanding back his arrow
So let's get drunk on our tears and
God tell us the reason
Youth is wasted on the young
It's hunting season
And the lambs are on the run
Searching for meaning
But are we all lost stars
Trying to light up the dark?
Who are we?
Just a speck of dust within the galaxy
Woe is me if we're not careful
Turns into reality
Don't you dare let our best
Memories bring you sorrow
Yesterday I saw a lion kiss a deer
Turn the page maybe
We'll find a brand new ending
Where we're dancing in our tears and
God tell us the reason
Youth is wasted on the young
It's hunting season
And the lambs are on the run
Searching for meaning
But are we all lost stars
Trying to light up the dark?
And I thought I saw you out there crying
And I thought I heard you call my name
And I thought I heard you out there crying
Just the same
God give us the reason
Youth is wasted on the young
It's hunting season
And this lamb is on the run
Searching for meaning
But are we all lost stars
Trying to light up the dark?
And I thought I saw you out there crying
And I thought I heard you call my name
And I thought I heard you out there crying
But are we all lost stars
Trying to light up the dark?
But are we all lost stars
Trying to light up the dark?
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","19,853"
49,That's What I Like,Bruno Mars(브루노 마스),"I got a condo in Manhattan
Baby girl, what's hatnin'?
You and your ass invited
So gon' and get to clappin'
So pop it for a pimp pop
Pop it for me
Turn around and drop it for a pimp
Drop, drop it for me
I'll rent a beach house in Miami
Wake up with no jammies
Lobster tail for dinner
Julio serve that scampi
You got it if you want it
Got, got it if you want it
Said you got it if you want it
Take my wallet if you want it now
Jump in the Cadillac
(Girl, let's put some miles on it)
Anything you want
(Just to put a smile on you)
You deserve it baby, you deserve it all
And I'm gonna give it to you
Gold jewelry shinning so bright
Strawberry champagne all night
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
I'm talkin' trips to Puerto Rico
Say the word and we go
You can be my freaka
Girl, I'll be a fleeko, mamacita
I will never make a promise that I can't keep
I promise that you'll smile and gon' never leave
Shopping sprees in Paris
Everything 24 karat
Take a look in that mirror
Now tell me who's the fairest
Is it you? (Is it you?) Is it me? (Is it me?)
Say it's us (say it's us) and I'll agree, baby
Jump in the Cadillac
(Girl, let's put some miles on it)
Anything you want
(Just to put a smile on you)
You deserve it baby, you deserve it all
And I'm gonna give it to you
Gold jewelry shinning so bright
strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
If you say you want a good time
Well here I am baby, here I am baby
Talk to me, talk to me, talk to me
Tell me what's on your mind
If you want it, girl come and get it
All this is here for you
Tell me baby, tell me, tell me baby
What you tryna do
Gold jewelry shinning so bright
strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","14,897"
50,One Last Song,Preston Pablo,"가사 준비 중입니다. 일반 가사 신청 실시간 가사 신청
벅스패널이 되면 가사를 등록하실 수 있습니다. 벅스패널이란?",13
51,snow (voice note),Sydney Rose,"가사 준비 중입니다. 일반 가사 신청 실시간 가사 신청
벅스패널이 되면 가사를 등록하실 수 있습니다. 벅스패널이란?",5
52,For Sale Sign (feat. Lizzy McAlpine),Tiny Habits,"I used to see you
In the garden
Through the window of a TV room
I used to wake up
To your engine hummin'

You'd leave a light on
In the attic
I could see it from my room
And I used to wonder
What the rest of your house looked like

And if you ever let anyone else inside

There's a lot of
People I thought would live
Live forever
I think you were one of them

Mm, mm

Had my first heartbreak
Back in high school
You saw me crying in the driveway
The look on your face said
You had had one too

I had always been so curious about you (About you)

There's a lot of
People I thought would live
Live forever
I think you were one of them
There's a lot of
People I thought would live
Live forever
I swore you were one of them

I think a lot
About all the people everyone forgot
Letters on stones
Are you better off gone
When you're leaving nobody behind? (Oh)

I hope to God
You got let off easy
And that there's someone (Oh)
Out there just waiting for you just to arrive
I look at the sky sometimes
And think about endings

There's a lot of
People I thought would live
Live forever
I think you were one of them
There's a lot of
People I thought would live
Live forever
I swore you were one of them

Now nobody's tending to the garden
All the flowers died
They tore down the fence and
They put up a for sale sign
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보",4
53,One Call Away,Charlie Puth(찰리 푸스),"I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away

Call me, baby, if you need a friend
I just wanna give you love
C'mon, c'mon, c'mon
Reaching out to you, so take a chance

No matter where you go
You know you're not alone

I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away

Come along with me and don't be scared
I just wanna set you free
C'mon, c'mon, c'mon
You and me can make it anywhere
For now, we can stay here for a while
Cause you know, I just wanna see you smile

No matter where you go
You know you're not alone

I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away

And when you're weak I'll be strong
I'm gonna keep holding on
Now don't you worry, it won't be long
Darling, and when you feel like hope is gone
Just run into my arms

I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one, I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away

I'm only one call away
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","19,211"
54,Cordelia,Flower Face,"I would buy a gun, and I'd take any pill
If I knew it would bring me to you but I don't think that it will
It doesn't make me angry, I don't feel that anymore
I'm never disappointed cause I've seen this place before
I think I saw you in the city, you looked paranoid and thin
Your face betrayed the weather, I could see it on your skin
I think I found our constellation, I can see it from your house
They say the stars are dying but so is everybody else

Now I wake up every morning waiting for the day to end
Measuring the shadows that I carved out of my hands
My saviour's in a bottle and he keeps my edges soft
His sympathy's relentless while I let my insides rot
Cause I don't think that you're waiting anymore

Do you think someone would tell us if we made some grave mistake?
All our buried conversations, our forgiveness came too late
Now it's someone else's secrets on the collar of your shirt
It doesn't make a difference, it just makes my stomach hurt
I think I heard you on the radio, you sounded like a star
Now everybody loves you but they don't know who you are
They say you don't have any manners cause they didn't raise you right
But the world has been so cruel, how could you bear to be polite?

For a moment you looked wounded, then you walked right out the door
Living in a movie, I collapsed against the wall
That fatalistic summer, you turned the tide on me
I swallowed my heart and chased my shadow down the street
When I'm feeling tragic, it's all I think about
If you feel it once then you can never go without
Some kind of revelation that leaves you terrified
I think that I am evil, I could kill you if I tried
But I don't dream about it anymore
marie 님이 등록해 주신 가사입니다.
가사 오류 제보",8
55,Got It Figured Out,Carter Ace,"가사 준비 중입니다. 일반 가사 신청 실시간 가사 신청
벅스패널이 되면 가사를 등록하실 수 있습니다. 벅스패널이란?",14
56,Playlist,Litany,"가사 준비 중입니다. 일반 가사 신청 실시간 가사 신청
벅스패널이 되면 가사를 등록하실 수 있습니다. 벅스패널이란?",44
57,Pickup Lines,Forrest Nolan,"Drunk text a 30-second voice note
Confess I've never seen Juno
No reply was probably my fake British accent, well, that's it
Now I'm leading on the next one
Just so we can both go ghost
Even if we finally meet up
Chances are we won't get close


I think these pickup lines might be killing me
And if they're not, they're wasting my time
I wanna say we'll meet eventually
But I know that I won't even try
I spend every night getting left
Swiping right on some girl that's not my type
I think pick-up lines might be killing me
And I'm just wasting time
Thinking of pickup lines
Thinking of pickup lines



Do you think your dog needs a stepdad?
We'll take walks around all my red flag
No reply, just realized that it was her exes, well, fuck this
Now I'm leading on a new one
'Cause I think I've seen a ghost
Even if we finally meet up
You won't see it in some post


I think these pickup lines might be killing me
And if they're not, they're wasting my time
I wanna say we'll meet eventually
But I know that I won't even try
I spend every night getting left
Swiping right on some girl that's not my type
I think pick-up lines might be killing me
And I'm just wasting time
Thinking of pickup lines
Thinking of pickup lines


And I know you notice, and it doesn't seem fair
'Cause I've been the one who wanted you
Not that you even care
Maybe I'm trying too hard, but whatever

I think these pickup lines might be killing me
And if they're not, they're wasting my time
I wanna say we'll meet eventually
But I know that I won't even try
I spend every night getting left
Swiping right on some girl that's not my type
I think pick-up lines might be killing me
And I'm just wasting time
Thinking of pickup lines
Thinking of pickup lines
marie 님이 등록해 주신 가사입니다.
가사 오류 제보",11
58,End of Time (feat. Gisel),Johnny Stimson,"Am I living in a dream come true?
Arms around you dancing
Yeah the world's a burning room
I don't see it when all I see is you
I wanna hold you when it all comes down
Wanna be with you when the lights go out
I wanna spend forever by your side
I wanna love you till the end of time
All my troubles wash away
When I feel you breathing
Everything in its right place
I will gladly give you all my days
Even when the darkness falls around us
And our bodies both let go
I just wanna wrap my love around
Your heart and soul
I wanna hold you when it all comes down
Wanna be with you when the lights go out
I wanna spend forever by your side
I wanna love you till the end of time
I'll follow you into forever
You'll never have to be alone ooh
I'll follow you into forever
I'll hold you close and never let you go
I wanna hold you when it all comes down
Wanna be with you when the lights go out
I wanna spend forever by your side
I wanna love you till the end of time
Oh I wanna love you till the end of time
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보",77
59,Paris in the Rain,Lauv(라우브) CONNECT 아티스트,"All I know is ooh ooh ooh
We could go anywhere we could do
Anything girl whatever the mood we're in
All I know is ooh ooh ooh
Getting lost late at night under stars
Finding love standing right 
Where we are your lips
They pull me in the moment 
You and I alone and
People may be watching I don't mind
'Cause

Anywhere with you feels right
Anywhere with you feels like
Paris in the rain
Paris in the rain
We don't need a fancy town
Or bottles that we can't pronounce
'Cause anywhere babe
Is like Paris in the rain
When I'm with you
When I'm with you
Paris in the rain
Paris in the rain

I look at you now 
And I want this forever
I might not deserve it 
But there's nothing better
Don't know how I ever 
Did it all without you
My heart is about to 
About to jump out of my chest
Feelings they come 
And they go that they do
Feelings they come 
And they go not with you
The late nights and the street lights 
And the people look at me girl 
And the whole world could stop

Anywhere with you feels right
Anywhere with you feels like
Paris in the rain
Paris in the rain
We don't need a fancy town
Or bottles that we can't pronounce
'Cause anywhere babe
Is like Paris in the rain
When I'm with you
When I'm with you
Paris in the rain
Paris in the rain oh

Girl when I'm not with you
All I do is miss you
So come and set the mood right
Underneath the moonlight
Days in Paris nights in Paris
Paint you with my eyes closed
Wonder where the time goes
Yeah isn't it obvious isn't it obvious?
Come and set the mood right
Underneath the moonlight

'Cause anywhere with you feel right
Anywhere with you feels like
Paris in the rain
Paris in the rain
Walking down an empty street
Puddles underneath our feet
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","19,789"
