,title,artist,lyrics,likes
264,ALWAYS,윤미래,"그대를 바라볼 때면
모든 게 멈추죠
언제부턴지 나도 모르게였죠
어느 날 꿈처럼 그대 다가와
내 맘을 흔들죠
운명이란 걸 나는 느꼈죠
I Love You
듣고 있나요
Only You
눈을 감아 봐요
바람에 흩날려 온 그대 사랑
whenever wherever you are
whenever wherever you are
oh oh oh love love love
어쩌다 내가 널 사랑했을까
밀어내려 해도
내 가슴이 널 알아봤을까
I Love You
듣고 있나요
Only You
눈을 감아 봐요
모든 게 변해도 변하지 않아
넌 나의 난 너의 사랑
그대 조금 돌아온대도
다시 나를 스쳐 지나더라도
괜찮아요 그댈 위해
내가 여기 있을게
I Love You
잊지 말아요
Only You
내 눈물의 고백
바람에 흩날려 온 그대 사랑
whenever wherever you are
whenever wherever
you are","137,715"
265,가질 수 없는 너,뱅크,"술에 취한 니 목소리 문득 생각났다던 그 말
슬픈 예감 가누면서 네게로 달려갔던 날 그 밤
희미한 두 눈으로 날 반기며 넌 말했지
헤어진 그를 위해선 남아있는 니 삶도 버릴 수 있다고
며칠 사이 야윈 널 달래고 집으로 돌아오면서
마지막까지도 하지 못한 말 혼자서 되뇌었었지
사랑한다는 마음으로도 가질 수 없는 사람이 있어
나를 봐 이렇게 곁에 있어도 널 갖지 못하잖아

눈물 섞인 니 목소리 내가 필요하다던 그 말
그것으로 족한 거지 나 하나 힘이 된다면 네게
붉어진 두 눈으로 나를 보며 넌 물었지
사랑의 다른 이름은
아픔이라는 것을 알고 있느냐고
며칠 사이 야윈 널 달래고 집으로 돌아오면서
마지막까지도 하지 못한 말 혼자서 되뇌었었지
사랑한다는 마음으로도 가질 수 없는 사람이 있어
나를 봐 이렇게 곁에 있어도 널 갖지 못하잖아","70,014"
266,You,멜로망스,"어떻게 난 해야 해
니가 떠난다고 말하면
난 혼자 남겨지는 게
더 두려울 텐데
이유를 말해준다면
조금 편할 것 같아
아주 작은 손짓조차도
내겐 소중한
너를 잊을 수 없는
슬픈 기억 속으로 보내
잠 못 이루겠지
YOU 비가 오는 거리에
혼자 버려진 채로
서 있는 날 생각해 봤니
혼자 있는 밤이면
니가 잠이 들던 자리엔
슬피 우는 나의 눈물로
모두 젖어 들 거야
모두가 말했었어
둘이 잘 어울린다고
그럴 땐 넌 내 품에 기대어왔어
이젠 눈을 감으면
꿈속에서 널 만나
긴 밤을 지내다
널 아침이 되면
난 잠에서 깨어
다시 보내고 난 후
아파 눈물 흘리겠지
YOU 비가 오는 거리에
혼자 버려진 채로
서 있는 날 생각해 봤니
혼자 있는 밤이면
니가 잠이 들던 자리에
슬피 우는 나의 눈물로
모두 젖어 들 거야
YOU 비가 오는 거리에
혼자 버려진 채로
서 있는 날 생각해봤니
혼자 있는 밤이면
니가 잠이 들던 자리에
슬피 우는 나의 눈물로
모두 젖어 들 거야","180,238"
267,그XX,G-DRAGON,"청소년 보호법에 따라 성인 인증이 필요한 콘텐츠 입니다. 성인 인증 후 이용해 주세요.
성인 인증","104,706"
268,잘가요,주호,"미안해 마요 이제야 난 깨달아요
내 절대 그대 짝이 아님을
괜찮을게요 영혼 밖에 팔 것 없는
못난 날 잘 비켜갔어요
그대 행복 내가 꼭 아니라도
지킨다면 그게 사랑일 테죠
그게 나의 몫이죠
잘 가요 내 소중한 사람
행복했어요
그래도 이것만 알아줘요
지금 그 사랑보다
결코 내 사랑이
부족하다거나 얕지 않음을
잊어도 돼요 나를 만난 시간들은
잠깐의 연극이라 여김을
잘한 거예요 아무리 난 노력해도
작은 희망도 없잖아요
아주 멀리, 멀리 뛰어가세요
어떡해요 자꾸 잘못한 일만
떠오르는 걸
잘 가요 내 소중한 사람
행복했어요
그래도 이것만 알아줘요
지금 그 사랑보다 결코 내 사랑이
부족하다거나 얕지 않음을
어긋난 인연이 남겨놓은 사랑이란
날카로운 슬픔이군요
잘 가요 내 사랑아 고마웠어요
그래도 이것만 알아줘요
지금 그 사랑보다 결코 내 사랑이
부족하다거나 얕지 않음을
부족하다거나 얕지 않음을","45,925"
269,오늘 헤어졌어요,윤하 (YOUNHA),"새하얀 머플러에 얼굴을 묻고
붉어진 눈을 깜빡이며 널 기다렸어
무슨 얘길 하고 픈지 그 말
알 것도 같은데 모르겠어
머쓱한 눈인사에 목이 메이고
한 발 물러 선
우리 둘 공간에 눈물 터지고
화가 나서 소리치듯 가란 내 말에
벌써 넌 아주 멀리 달아나 버렸어
오늘 헤어졌어요 우리 헤어졌어요
내 맘 알 것 같다면
옆에서 같이 울어줘요
나는 안되나봐요 역시 아닌가봐요
얼마나 더 울어야 제대로 사랑 할까요
귓가엔 심장소리 그대 울리고
지운 니 번호 지울수록
더욱 또렷 해지고
언제부터 어디부터 멀어진 건지
분명히 어제까진 날 사랑 했는데
오늘 헤어졌어요 우리 헤어졌어요
내 맘 알 것 같다면
옆에서 같이 울어줘요
나는 안되나봐요 역시 아닌가봐요
얼마나 더 울어야 제대로 사랑 할까요
참 좋았어 너무 좋아서 더 아프죠
사랑에 또 속은 내가 미워
그냥 나오지 말 걸 그냥 아프다 할 걸
우리 사랑한 기억
그게 널 붙잡아 줄 텐데
너는 내일을 살고 나는 오늘을 살아
아무도 아무것도 날 웃게할 수는 없어
오늘 헤어졌어요 우리 헤어졌어요
내 맘 알 것 같다면
옆에서 같이 울어줘요
나는 안되나봐요 역시 아닌가봐요
얼마나 더 울어야 제대로 사랑 할까요","92,278"
270,겨울잠,아이유,"때 이른 봄 몇 송이 꺾어다
너의 방 문 앞에 두었어
긴 잠 실컷 자고 나오면
그때쯤엔 예쁘게 피어 있겠다

별 띄운 여름 한 컵 따라다
너의 머리맡에 두었어
금세 다 녹아버릴 텐데
너는 아직 혼자 쉬고 싶은가 봐

너 없이 보는 첫 봄이 여름이
괜히 왜 이렇게 예쁘니
다 가기 전에 널 보여줘야 하는데
음 꼭 봐야 하는데

내게 기대어 조각잠을 자던
그 모습 그대로 잠들었구나
무슨 꿈을 꾸니
깨어나면 이야기해 줄 거지
언제나의 아침처럼 음

빼곡한 가을 한 장 접어다
너의 우체통에 넣었어
가장 좋았던 문장 아래 밑줄 그어
나 만나면 읽어줄래

새하얀 겨울 한 숨 속에다
나의 혼잣말을 담았어
줄곧 잘 참아내다가도
가끔은 철없이 보고 싶어

새삼 차가운 연말의 공기가
뼈 틈 사이사이 시려와
움츠려 있을 너의 그 마른 어깨를
꼭 안아줘야 하는데

내게 기대어 조각잠을 자던
그 모습 그대로 잠들었구나
무슨 꿈을 꾸니
깨어나면 이야기해 줄 거지
언제나의 아침처럼 음","136,290"
271,우리가 헤어져야 했던 이유,비비 (BIBI),"Maybe If I
Woke up in the morning
Hearing your voice
Maybe If I was with you
어쩌면 우리 어려웠던 날들
함께 보냈었다면
혹시 우린 어땠을까
The distance between you and me
It never seems to disappear
얼어붙은 나의 말들과 너
만약에 우리 우연히
다시 또 만난다면
만약에 내가 널 위해
조금 달라진다면
우리가 헤어져야만 했던 이유도
I would try try try
안아줄 수 있을까
조금은 다른
기억의 조각들
하지만 꼭 닮은
그리움의 마음들은
Only if you
If you come
The distance between you and me
It never seems to disappear
멈춰버린 우리 추억과 너
만약에 우리 우연히
다시 또 만난다면
만약에 내가 널 위해
조금 달라진다면
우리가 헤어져야만 했던 이유도
I would try try try
안아줄 수 있을까
눈을 뜨면 혹시 니가 서 있을까
어느 날 상상도 했어
한 번도 내게 해주지 않았던 말
그저 너니까 좋은 거라고 oh
Tell me whenever
I’ll be wherever you are
Only if you come","91,746"
272,팡파레,다비치,"코끝을 간지럽히는 살랑 부는 바람이
눈 감으면 어디든
네 곁에 데려가 주길
어느새 내 맘이 춤을 추네
한없이 예쁜 날이야
꿈꾸던 시간이
마치 오늘인 것만 같아
맘이 두근거리다 심장이 쿵 떨어져
후 살며시 네가 불어와
눈부신 하늘이 되어 다 물들어가요
유난히 달콤한 햇살 팡파레를 울려요
한껏 들뜬 발걸음으로 반겨줘요
따스한 그대의 품속으로
바쁘게 달려가 힘껏 안겨볼래요
시작될 거야 너와 내 이야기
샤라랄 라라랄 라라랄 꽃눈이 내려요
옷장 가득히 싱그러운 설렘이 하나둘
아껴 둔 마음 꺼내 입고서
널 만나러 가요
살며시 네가 불어와
눈부신 하늘이 되어 다 물들어가요
유난히 달콤한 햇살 팡파레를 울려요
한껏 들뜬 발걸음으로 반겨줘요
따스한 그대의 품속으로
바쁘게 달려가 힘껏 안겨볼래요
시작될 거야 너와 내 이야기
때론 빗방울 떨어져
잠시 우리 옷깃을 적셔
찡그린 날도 있겠지만
상상만 해도 찬란한 꿈을 꾸는 거야
하늘에 꽃눈이 내려 여기저기 날려요
머리가 어지러울 만큼 행복해요
웅크렸던 만큼
소중히 내가 지켜 갈게요
그대와 함께하는 사랑스런 날이야
유난히 달콤한 햇살 팡파레를 울려요
한껏 들뜬 발걸음으로 반겨줘요
따스한 그대의 품속으로
바쁘게 달려가 힘껏 안겨볼래요
시작될 거야 너와 내 이야기
샤라랄 라라랄 라라랄 꽃눈이 내려요","53,242"
273,하루,포지션,"아직 그대는 오지 않고
또 하루가 지네요
마중나간 나의 마음은
또 혼자 돌아와요
눈물에 번진
구름같은 노을빛이 내리면
술 생각처럼 떠 오르는
그대 얼굴 그대 향기
그댄 왜 나를 사랑했나요
이렇게 나를 울게 하나요
사랑이 슬픔인 걸
그때 알았더라면
그대를 그냥 지나쳤을까

안보려고 눈 감아봐도
추억이 또 보여요
잃어버릴까 걱정하듯
처음부터 그 끝까지
귓볼을 입술로 간지르며
소리내 웃다 그대가 울죠
그 눈빛이 서러워 매번 놀라
잠깨면 베게를 적신 내 눈물만
그렇게 아름다운 사람을
사랑 안하곤 버틸힘 없죠
천번 그날이 와도
나는 같았을 테니
만난걸 미안해하지 말아요

하루 또 하루 버텨내도
그댄 오지 않네요
울고 싶을때 울어보면
그댄 내가 미울까요
그댄 왜 나를 사랑했나요
이렇게 나를 울게 하나요
사랑이 슬픔인 걸
그때 알았더라면
그대를 지나쳐갔을까
그렇게 아름다운 사람을
사랑 안하곤 버틸 힘 없죠
천번 그날이 와도
나는 같았을 테니
만난 걸 미안해하지 말아요

그리워 지친 날 달래듯
아침은 또 오네요
울 수 없으니 웃어야죠
밤새 잊은 것 처럼","48,900"
274,명동콜링,카더가든,"Oh 달링 떠나가나요
새벽별빛 고운 흰눈 위에 떨어져
발자국만 남겨두고 떠나가나요
크리스마스 저녁 명동거리
수많은 연인들 누굴 약 올리나
갑자기 추억들이 춤을 추네
보고 싶다 예쁜 그대 돌아오라
나의 궁전으로
바람 불면 어디론가 떠나가는
나의 조각배야
갑자기 추억들이 춤을 추네
쇼 윈도우 비친 내 모습
인간이 아냐 믿을 수 없어
밤하늘 보름달만 바라보네
보고 싶다 예쁜 그대 돌아오라
나의 궁전으로
바람 불면 어디론가 떠나가는
나의 조각배야
생각해 보면 영화 같았지
관객도 없고 극장도 없는
언제나 우리들은 영화였지
보고 싶다 예쁜 그대 돌아오라
보고 싶다 예쁜 그대 돌아오라
나의 궁전으로
갑자기 추억들이 춤을 추네","71,439"
275,신촌을 못가,포스트맨 (POSTMEN),"신촌을 못가 한번을 못가
혹시 너와 마주칠까 봐
널 보면 눈물이 터질까 봐
친구들 한잔 하자고 또 꼬시며
불러대도 난 안가
아니 죽어도 못가
자주 갔었던 좋아했었던
사거리 그 포장마차가 그립다
니가 너무 그립다
새빨개진 그 얼굴로
날 사랑한다 했었던
그곳엘 내가 어떻게 가니
오늘 그 거리가 그리워 운다 또 운다
아직 많이 보고 싶나 봐
너도 어디선가 나처럼 울까 또 울까
그런 너를 마주칠까 신촌을 못가
데려다주던 아쉬워하던
막차 버스 안에서
우리 좋았지 우리 너무 좋았지
뒷자리 창가에 앉아
호 입김 불며 그리던 니 이름
그리고 널 사랑해 그걸 어떻게 잊니
오늘 그 거리가 그리워 운다 또 운다
아직 많이 보고 싶나 봐
너도 어디선가 나처럼 울까 또 울까
그런 너를 마주칠까 신촌을 못가
우리 둘만 있어도 좋았잖아
종일 땀이 찼던
두 손 뜨겁던 입맞춤도
다 거기 있잖아 다 살아 있잖아
오늘 이 노래를 부른다
Good bye and Good bye
이젠 너를 놓아 줄까 봐
마지막으로 널 부른다
사랑해 널 사랑해
너를 만난 그 곳은 참 행복했었다","109,709"
276,슬픔활용법,김범수,"잊은 듯이 다 나아진 듯이
마음 잔잔하게 살아가다가
문득 아무 이유 없이
모래를 삼킨 듯이
가슴이 먹먹한 날이 있지
창피하게 또 눈물이 나서
하늘을 보며 꾹 참아 보다가
내가 왜 이러는 걸까
고개 저어 봐도
결국엔 너의 생각만 나면
너 때문에 이렇게 산다고
너 때문에 못쓰게 된 나라고
바보처럼 너를 미워할
핑계를 찾곤 했어
슬픔이 너를 멀리로 데려가 주길
그때처럼 웃어 본 적 없어
세상이 마냥 좋은 적 없었어
눈부신 니가 없어서 앞을 못 본다고
떠나간 너를 탓할 때마다
너 때문에 내가 살았는데
너 때문에 너무 행복했는데
어떻게 목숨 같은 너를
그렇게 울렸냐고
오히려 슬픔은 또 너를 데려와
너 때문에 이렇게 산다고
너 때문에 못쓰게 된 나라고
바보처럼 너를 기억할
핑계를 찾고 있어
아직도 나는 이별도 못하고 살아","70,154"
277,행복하지 말아요,엠씨더맥스 (M.C the MAX),"왜 이리도 이 세상엔
이별이 많은지
왜 사랑이 힘든 건지 난
궁금했었죠
난 이제 또 다시 묻고 있죠
어떻게 견디는지
이 많은 슬픔 끝나긴 하는지
괜찮아요 다 그렇듯 이러다
말겠죠
이 가슴도 이 눈물도 다
가라 앉겠죠
더 안을수록 부서져 버릴
우리를 알고 있죠
보내는 일이 사랑이라는 걸
사랑해 사랑해 말해줄 시간이
아직도 많을 줄 알았죠
언젠가 누군가 그대를 가져갈
그 사람
벌써부터 나 부러워지네요
행복하지마요 행복하려면
사랑한 날 잊어야 하잖아
가시가 박힌듯 숨쉴때마다
눈물이 흘러와
사는게 사는 것이 아니죠
사랑하지마요 내가 아니면
누구와도 영원할 수 없어
그대를 그곳에 두고 온 것
그것만 기억하면 찾을 수 있죠
잠시 멈춰있는 사랑인 거죠
괜찮아요 웃어요
하루에도 나 몇번씩
마음이 바뀌죠
또 버리고 주워담고
오늘도 그래요
꼭 좋은 사람 만날 거라고
말하는 나였지만
나의 가슴은 그댈 잡고 있죠
사랑해 사랑해 나에게 말해줄
그대의 목소리
이제 들을 수 없겠죠
조금만 잠시만 머물다
올 것을 그대의
곁에 있는 그사람도 아나요
행복하지마요 행복 하려면
사랑한 날 잊어야 하잖아
가시가 박힌듯 숨쉴때마다
눈물이 흘러와
사는게 사는 것이 아니죠
사랑하지마요 내가 아니면
누구와도 영원할 수 없어
그대를 그곳에 두고 온 것
그것만 기억하면 찾을 수 있죠
잠시 멈춰있는 사랑인거죠
괜찮아요 웃어요
사랑하지마요 내가 아니면
누구와도 영원할 수 없어
그대를 그곳에 두고 온 것
그것만 기억하면 찾을 수 있죠
잠시 멈춰있는 사랑인거죠
괜찮아요 웃어요
이 눈물도 이 아픔도 우
괜찮죠","93,185"
278,말리꽃,이승철,"얼마나 더 견뎌야 하는지
짙은 어둠을 헤매고 있어
내가바란 꿈이라는 것은
없는걸까
더이상은 견딜수 없는 것
지친 두눈을 뜨는 것 마저
긴 한숨을 내쉬는 것조차
난 힘들어
이렇게 난 쓰러진채로
끝나는건 아닐까
항상 두려웠지만 지금
내가 가야할
세상속에 네가 있기에
지쳐 쓰러지며 되돌아가는
내 삶이 초라해 보인대도
죽어진 니모습과 함께한다면
이제 갈수 있어
소중하게 남긴 너의 꿈들을
껴안아 네게 가져가려해
어두운 세상속에 숨쉴 날들이
이제 잊혀지도록
지쳐 쓰러지며 되돌아가는
내삶이 초라해 보인대도
죽어진 니모습과 함께한다면
이제 갈수 있어
소중하게 남긴 너의 꿈들을
껴안아 네게 가져가려해
어두운 세상속에 숨쉴 날들이
이제 잊혀지도록","61,105"
279,She (Hidden Track No.V 1월 선정곡),잔나비,"she is everything to me
지친 나를 감싸 안아줄 그대
나를 반겨줄 천사 같은 이름
woo she
she 그 미소 위로 닻을 내리고
내 하루가 쉬어가고
she 어떨까요 그대 없는 나는
all of my life is you
빰빰빰 빰 빰
빰빰빰 빰 빰
무지개가 떨어진 곳을 알아
내일은 꼭 함께 가자는 그녀
내 손을 감싸 쥐는 용감한 여전사여
woo she
she 그 미소 위로 닻을 내리고
내 하루가 쉬어가고
she 어떨까요 그대 없는 나는
all of my life
all of my life is you
she 어떤 밤에는 그대와 나는
길을 잃고 헤매겠지
she 걸음 맞춰서 걷다가 보면
all of my life is you
빰빰빰 빰 빰
빰빰빰 빰 빰","120,934"
280,꽃피는 봄이오면,BMK,"꽃피는 봄이오면

니가 떠난 그 후로
내 눈물은 얼 수 없나봐
얼어붙고 싶어도
다시 흐른 눈물 때문에
널 잃은 내 슬픔에
세상이 얼어도
날이 선 미움이 날 할퀴어도
뿌리 깊은 사랑을
이젠 떼어낼 수 없나봐
처음부터 넌 내 몸과
한 몸이었던 것처럼
그 어떤 사랑조차 꿈도 못꾸고
이내 널 그리고 또 원하고
난 니 이름만 부르짖는데
다시 돌아올까
네가 내 곁으로 올까
믿을 수가 없는데
믿어주면 우린 너무 사랑한
지난 날처럼 사랑하게 될까
그 때의 맘과 똑같을까
계절처럼 돌고 돌아
다시 꽃 피는 봄이 오면
기다리는 이에겐
사랑말곤 할게 없나봐
그 얼마나 고단한지
가늠도 못했었던 나
왜 못 보내느냐고
오 왜 우냐고
자꾸 날 꾸짖고 날 탓하고
또 그래도 난 너를 못잊어
다시 돌아올까
네가 내 곁으로 올까
믿을 수가 없는데
믿어주면 우린 너무 사랑한
지난 날처럼 사랑하게 될까
그 때의 맘과 똑같을까
계절처럼 돌고 돌아
다시 꽃 피는 봄이 오면
참 모질었던 삶이였지만
늘 황폐했던 맘이지만
그래도 너 있어 눈부셨어
널 이렇게도 그리워
견딜 수가 없는 건
나 그 때의 나 그 날의
내 모습이 그리워
시간에게 속아
다른 누굴 허락하고
다른 누군가에게
기대 서로 묻고 산다고 해도
날 기억해줘 한 순간이지만
우리가 사랑했다는 걸
너와 나눈 사랑은 참
삶보다 짧지만
내 추억 속에 사는 사랑은
영원할테니까
꼭 찰나같아 찬란했던
그 봄날은","78,133"
281,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),"어쩌면 너도 나와 같은 꿈 꿀까
매일 마주 보며 눈뜨는 하루
늦은 밤 헤어지긴 너무 아쉬워
널 많이 사랑하나 봐
유난히 날씨가 좋은 날
넌 나를 설레이게 해
영화 속에서만 보던 일들이
요즘 내 일상인 듯해
어쩌면 너도 나와 같은 꿈 꿀까
매일 마주 보며 눈뜨는 하루
늦은 밤 헤어지긴 너무 아쉬워
널 많이 사랑하나 봐
오늘 너에게 고백하겠어
취해서 하는 말이 아냐
참아온 진심인 거야
하루 종일 아무것도 안 해도
너랑 있는 게 젤 좋아
달빛도 하늘 아래 우리를 비추고
온 세상이 모두 잠든 것 같아
늦은 밤 헤어지긴 너무 아쉬워
널 많이 사랑하나 봐
네가 살아가는 순간에
그 모든 순간에 내가 있음 해
고마워 내 인생에 나타나줘서
이렇게 날 안아줘서
오늘 너에게 고백하겠어","72,641"
282,새 사랑,송하예,"한참을 내 옆에서 지켜주던
무던한 사람
가끔 네 욕을 해도 내 편이 돼주는
착한 사람
새 사랑을 시작하는 게
아직 겁나는데
이런 나라도 좋대
오늘 고백하는 그 남잘 보고
난 니가 생각나서 눈물을 참다가
내 답을 기다리는 그 눈에
괜히 죄를 짓는 것 같아서
아무 말도 못했어
이젠 나도 행복해도 돼
듣지 못할 답을
왜 너에게 묻는건지
오늘 고백하는 그 남잘 보고
난 니가 생각나서 눈물을 참다가
내 답을 기다리는 그 눈에
괜히 죄를 짓는 것 같아서
고개만 끄덕였어
나 괜찮은거지
사랑해도 되지
니가 못해준
그때보다 더 예쁜사랑
전부 해 줄 사람을 만났어
오늘같이 기뻐해야 하는날
왜 혼자 미안하고 눈물이 나야해
말 없이 나를 안아주는 그품에
이제 너를 보내야 할까봐
미안해 이제 안녕
미안해 정말 안녕","104,664"
283,주지마,로꼬,"위험해 아슬아슬해
간신히 끈을 잡았는데
넌 가위질을 하려고 해
너의 호의는 필요 없어
인내심이 많지 않아 내겐
유혹으로밖에 안 보여
오지마 내게 오지마
선 넘지마 please
주지마 술은 주지마
취하면 너 어떻게 해볼라니까
넌 내게 술을 권하지마
후회할 걸 알아
넌 내게 용기를 주지마
오늘뿐인 걸 알고 있어
내게 진심을 바라면
그 술은 절대 주지마
헛소릴 하고 악마의 춤을 출거니까
마치 밖엔 시원한 바람이 불지만
세상이 너무 험해서
널 내 옆에만 둘 거니까
남자는 전부 똑같대
아니 술 마신 남잔 다 똑같애
너 말곤 아무것도 안 보인다는 건
니가 아닌 다른 것들은
다 잊고 있는 거야
그러니까 내게 술을 주지마
맨 정신에도 충분히 외로우니까
가위질을 하게 날 내버려 두지마
사랑 찍고 본능 알기 전에
너부터 먼저 알고 싶으니까
야 이성적이고 싶어
이게 나잇값이라는데
싸게 주고 싶어
굳이 움직이지 않아도 돼
내가 하는 말이 수작이 되지 않게
기분 좋게 우리 물 잔으로 짠 해
넌 내게 술을 권하지마
후회할 걸 알아
넌 내게 용기를 주지마
오늘뿐인 걸 알고 있어
한잔 두잔 비워내기 싫어
더 이상 내게 높은 기분을 주지마
한잔 두잔 비워내기 싫어
자꾸 건배하듯이 눈을 맞추지마
한잔 두잔 비워내기 싫어
한잔 두잔 비워내기 싫어
I DON’T CARE WHO YOU ARE
DON’T MAKE ME CRY
I DON’T CARE WHO YOU ARE
I DON’T CARE WHO YOU ARE
DON’T LET ME LIE
I DON’T CARE WHO YOU ARE
I DON’T CARE WHO YOU ARE
DON’T MAKE ME CRY
I DON’T CARE WHO YOU ARE
I DON’T CARE WHO YOU ARE
DON’T LET ME LIE
I DON’T CARE WHO YOU ARE","209,152"
284,곰인형 (Feat. 해금),린,"함께 본 영화표를 태우고
니가 사준 곰 인형을 패도
엉엉 울어 봐도 후련하질 못해
함께 산 핸드폰을 버리고
니가 사준 백일반질 빼도
준건 다 버려도 널 잊지를 못해
아무런 생각도 나지 않고
아무도 만나고 싶지 않아
사랑이 이런 건지 몰랐어요
아무런 얘기도 하기 싫고
아무런 전화도 받기 싫어
이렇게 힘든 건지 몰랐어요 난
백년을 사랑한 게 아닌데
백일을 겨우 넘긴 너인데
숟가락만 들어도
자꾸 니 생각에 눈물이 나
세수하다 모르게
자꾸 니 생각에 눈물이 나
자꾸 니 생각이 나
울고 울어도 눈물이 나
새빨간 하트를 지우고
저장된 일번을 지워도
다른 번호로 바꿔 봐도
안돼 안돼 안된단 말야
모아 논 사진을 치우고
니가 준 편질 찢어 봐도
할 수 있는 건 다 해봐도
안돼 안돼 안된단 말야 너
친구도 만나보고 남자도 만날게
밥도 잘 먹어보고 술도 좀 마실게
근데 또 웃긴 게 해볼 건 다 했는데
널 잊는 게 그것만 안돼
아무런 생각도 나지 않고
아무도 만나고 싶지 않아
사랑이 이런 건지 몰랐어요
아무런 얘기도 하기 싫고
아무런 전화도 받기 싫어
이렇게 힘든 건지 몰랐어요
힘든 건지 몰랐어요 난
새빨간 하트를 지우고
저장된 일번을 지워도
다른 번호로 바꿔 봐도
안돼 안돼 안된단 말야
모아 논 사진을 치우고
니가 준 편질 찢어 봐도
할 수 있는 건 다 해봐도
안돼 안돼 안된단 말야 너
친구도 만나보고 남자도 만날게
밥도 잘 먹어보고 술도 좀 마실게
근데 또 웃긴 게 해볼 건 다 했는데
널 잊는 게 그것만 안돼
함께 본 영화표를 태우고
니가 사준 곰 인형을 패도
엉엉 울어 봐도 후련하지 못해 난","86,967"
285,그녀가 웃잖아....,김형중,"그래 그렇게 제발 좀 웃어봐
웃는 여자중엔 니가 젤 예쁜걸
내 말 앞에 손사래 쳐도
좋은듯 행복한듯 웃는 니가
나의 삶에 햇살이잖니
밤새도 눈 빨개져도 난 좋았어
너를 웃게해줄 생각에 들떠서
혹시 중간에 끊길까봐
재미있는 얘길 달달외고
준비한게 탄로날까 연습도 했었지
널 떠난사람 잊을수 있다면
널 울린사람 거둬낼수 있다면
광대라도 좋아 바보가 된다해도
너만 기쁘면 그보다 더한것도 난
누군가 내게 니 사랑과 행복중
하나만 고르라면 택하라면
한치 망설임도 없이
언제나 난 니 행복이고 싶어
니가 나를 사랑하지 않는다 해도
내가 널 사랑하니까 남자니까
우는건 아픈건 내가 할게 넌 웃어줘
가끔 날 보며 웃는 널 보면서
나를 사랑한단 착각을 하나봐
아니 지금은 아니라도
나를 사랑해라 사랑해라
가슴으로 너를 향해 주문도 거나봐
그 꿈에서 또 깨면 쓸쓸해도
널 볼수록 더 가슴이 미어져도
뒤돌아서 눈물 삼키고 삼켜내도
너를 몰랐던 그날들 보다 괜찮아
널 위해 할수 있는게 참 없잖니
사랑을 얻는일도 하는일도
그게 나를 또 얼마나
미치게 하는건지 니가 알까
끝내 몰라도 돼 부탁 하나만 할게
널 웃게 만드는 일만 허락해줘
우는건 아픈건 내가 할게 넌
웃어줘","50,749"
286,사랑하게 될 줄 알았어,전미도,"널 처음 사진으로 본 그날
구십구년 일월 삼십일일
그날 이후 지금 이 순간까지
나 하나만 기다려준 너를
오늘도 습관 같은 내 전화
따스히 받아 주는 너에게
세상 가장 행복한 사람으로
만들어 준 너를 너무 사랑해
사랑하게 될 줄 알았어
우리 처음 만난 그날에
시간 속에 희미해지는 사랑에
그대가 흔들린대도
그땐 내가 잡을게요 그대처럼
너무 편한 사이가 싫어서
너무 오랜 사랑 힘들어서
아픈 눈물 흘리는 널 돌아선
못된 내 마음도 기다려준 너를
사랑하게 될 줄 알았어
우리 처음 만난 그날에
시간 속에 희미해지는 사랑에
그대가 흔들린대도
그땐 내가 잡을게요 그대처럼
얼마나 힘들었을까 못난 내 눈물도
따스히 감싸준 너를
오 사랑하게 될 줄 알았어
우리 처음 만난 그날에
시간 속에 희미해지는 사랑에
그대가 흔들린대도 내가 잡을게요
아무 걱정 마요 내 손을 잡아요
처음 그날처럼 우리","162,286"
287,바보에게... 바보가,박명수,"너무 걱정하지는마
보란듯이 살아 볼거야
후회는 사치일 뿐이야
다시 시작해볼게
나 어제 또 울었어
나 어제 또 슬펐어
왜 이런 바보를 사랑한거니
네 마음이 예뻐서
네 사랑이 고마워
이젠 네 손을 잡고
다시 태어날거야
바보도 사랑합니다
보내주신 이 사람
이제 다시는 울지 않을겁니다
나 이제 목숨을 걸고
세상 아픔에서 지켜낼게요
이 사람을 사랑합니다
널 위한다는 그 이유로
너를 보낼 뻔했어
나 그렇게 바보야
넌 내 사랑 바보고
서로를 많이도 울게 했었지
네 사랑이 없다면
널 만날 수 없다면
아마 나는 평생을 후회하며 살거야
바보도 사랑합니다
보내주신 이 사람
이제 다시는 울지 않을겁니다
나 이제 목숨을 걸고
세상 아픔에서 지켜낼게요
이 사람을 널 위해 노력해볼게
널 위해 살아갈게
나약한 마음따윈 모두 버릴게
우리의 사랑을 위해
너의 손을 잡고 놓지않을게
사랑하는 내 사랑 바보야","58,285"
