,title,artist,lyrics,likes
58,"신라천정 (feat. Luci Gang, Lucky Bando)",PAXXWORD,"top of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way

i aint got no time to play game
i aint got no time to play game
i aint got no time to play game
i aint got no time to play game
top of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way

PAXXWORD 높이 더 높이
마치 구름 넌 못 잡아채 내 flow
계속 거짓말을 뱉어 너의
왼손 뒤에 십자가를 못본 척
원한다면 가져가 너의 왕관
그리고 난 내려 준다고 천벌
톱니바퀴는 안 멈추고
돌고 또 돌아 도착지는 출발선
깨져버린 pixel im gon get that
broke boys 피해가고 we gonna flip that uh
바짝붙어 저기 밑에 아님 기대
무의미 해져 그 핏대 uh
친구따라 약팔아 끽 해봤자
너네 없잖아 집에 새 지폐 uh
뒤에서 하는 beef에
붙어 핑계
im gon eat that
삼키지 한 입에 uh
passport 항상 나의 pocket
rocket 처럼 사라지기 전까지 오르막길
PAXXWORD got no time for yall bullsit
먼지 투성이여도 choose 꼭대기
try b do your best 옆에 없고 가있지
pop pills when i spit bars so toxic
crisis 내껀 못 뒤집어 no chances
옆에 pageturner 보여주네 new pages

top of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way

I ain't play games
No trick, just treat you right
시작도 안해 내가 지는 싸움
뽄새가 달라 길거리 싸움에도
자로 잰듯한 칼각을 봐
난 우두머리 그릇, 칭기스칸
내 손으로 직접 피를 봐
넌 핏대만 세우곤
이렇다 저렇다 죄 핑계만
어디 약을 쳐 난 안 들어 약발이
Money flex 그래봤자 약팔이
Easy come and easy go 넌 거까지
딱 거까지 지금이 막바지
가족 같대 끝엔 고자질
아님 잠깐 놔봐 Let me talk about it
쳐닫던 입 열개도 모자라지
내 입 딱 한개 챙겨 난 악바리
uh uh 악바리로 굴려 나의 시침
어중간할거면 들어 내 시침
랩이나 잘해 그게 내 지침
wanna beef? okay 핏기
가시기전에 I'm eating this beat
난 직진
넌 찍찍
치대지말고 드가 저 뒷길

top of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way

야 난 어린애처럼 늘 말하지
너보다 깊은 내 마음가짐
콧방귀 뀌어 난 타 타임머신
널 끼워주고 싶지만 만원이여
똑같은 놈들로 트럭을 채워 다
양념을 끼얹어 만든 값어치
마음이 부풀어서 난 못하지 각본대로
너넨 끽해야 망나니
내 서울 위치 NEWTOWN
너네 위 우뚝 솟아
앞 뒤 꽉 막힌 범퍼카
통장에 복사 코,코,콤마
삼류새끼 돈독 올라 꽁꽁 숨긴 신호탄
날개 단 니 트라우마 뻔한 다짐은 며칠도 못가
담을넘어 앞은 일방통행
급정거 너네 표정보니 달콤해
손대면 고메로 변해 우린 미슐랭
너네 얇게 써는건 눈 감고도 해
GD처럼 삐딱 하루종일
다시 뽑아왔어 BASS 급이 다른소리
404의 스티브잡스 다음은 여기
남양주 to worldwide 다음역에

op of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way

i aint got no time to play game
i aint got no time to play game
i aint got no time to play game
i aint got no time to play game
op of the foodchain 꼭대기에
but feels like dusty on my way
top of the foodchain 꼭대기에
but feels like dusty on my way",20
59,비켜 좀 뒤로 (feat. Byungs),탬버리즈,"그만좀 쳐다봐, 눈알 굴리지 마
난 내 길 가고 있어, 네 뒷담화 크게 들려
턱에 걸린 삿대질, 말들은 맘에 자리나라
남들은 몰라 내 힙합 소나타

식탁 위에 차려진 베이컨처럼 눈길 땡겨
차가운 시선들, 내가 부셔 네 맘에 새김질
불꽃 튀는 눈싸움, 난 눈치 안 봐 뻔하지
깊게 파는 시선들, 난 독보적으로 불타지

그만좀 쳐다봐, 난 내 방식으로
제멋대로, 네가 뭘 알겠어?
마음대로 굴리지만 내가 누군지
난 내 세상을 만들어, 비켜 좀 뒤로

내 두 발로 걸어가는 성공의 논스톱 여행
바라보는 바람이 더 세질수록 난 더 높이
황금빛 열쇠 쥐고서 꿈을 감금했던 문
이제는 날아올라, 누가 뭐래도 난 날아 나

부러진 날개 다 실어, 난 다시 일어나
눈부신 저 태양처럼 난 빛나, 강해져
네가 뭐라 짓거려도 내 길을 갈거야
심장이 털려도 난 늑대처럼 삼켜 가

그만좀 쳐다봐, 난 내 방식으로
제멋대로, 네가 뭘 알겠어?
마음대로 굴리지만 내가 누군지
난 내 세상을 만들어, 비켜 좀 뒤로",0
60,집중해 끝나지 않아 (feat. HinecC),탬버리즈,"넌 좀 알아둬야 해, 이건 경고
난 이 게임의 원탑, 이제 시작했어

Money in my pocket, life 쇼핑 카트에 싣고
Future automatic, no 럭키 샷, just nitro
Generation next, 해커 감성 with fire
Everybody follow 내 뒤에 다 피어

Stop it, 너의 그 태도
Toppin' charts, milli club pronto
Stop it, 너의 그 시도
Right now, 내게 주목해 집중해

랩으로 베레이션, 톤 변화 like a storm
질투는 options, 전부 뒤로 가, no more
ELITE 랭크, 난 등극 했어 어느새
Thoughts in aligned, 비켜 다, I won't sway

진실은 거울 속, fake 없는 내 모습
밝게 빛나 prisma, top spot 용서 없음
마치 격파하는 Fist, 내려치는 심판
난 언제나 Clear, untouchable like dawn

Stop it, 너의 그 태도
Toppin' charts, milli club pronto
Stop it, 너의 그 시도
Right now, 내게 주목해 집중해

Stop it, 너의 그 태도
Toppin' charts, milli club pronto
Stop it, 너의 그 시도
Right now, 내게 주목해 집중해

넌 좀 알아둬야 해, 이건 경고
난 이 게임의 원탑, 이제 시작했어

Money in my pocket, life 쇼핑 카트에 싣고
Future automatic, no 럭키 샷, just nitro
Generation next, 해커 감성 with fire
Everybody follow 내 뒤에 다 피어

Stop it, 너의 그 태도
Toppin' charts, milli club pronto
Stop it, 너의 그 시도
Right now, 내게 주목해 집중해
집중해",0
61,Late Christmas,BE:hid,"끝날 줄 알던 스토리야
우리 만남은 미스터리야
keep love
슬픈 사랑일 줄이야
우리 만남은 고통이야
keep love
네가 없는 게 이젠 익숙해졌어
오히려 해방의 날이지
independence from the love
벚꽃이 다 지고서는
꼭 비 내리던 곳
가을 날 낙엽과 함께
falling, and I lost you and I
처음엔 다 괜찮을 줄 알았지
네가 참을 줄
한탄이 내게 감은 줄
나만을 위한 사슬들 옥죄여와
정말로 내가 찬 이유가 돈 때문이었나?
답해봐 이 **
네가 저지르고 벌인 짓을 봐 이 **
매번 너를 위해준게 누군데 이 **
또 하고 있지 랩만
그녀의 생일 케이크 안엔 원망과 질책만이
but 돌아갈 생각은 기대마
난 지금 더 성장했고 꿈꾸지 미래만
그래도 오늘 같은 날 갑자기 떠올라
너와 함께였다면 겨울날의 크리스마스
끝날 줄 알던 스토리야
우리 만남은 미스터리야
keep love
슬픈 사랑일 줄이야
우리 만남은 고통이야
keep love
슬픔은 우릴 강하게 만들어
눈물도 잠깐이야 그만 좀 울고
네게 들리진 않아도 내 말 잘 들어
나 말고도 사람은 많아
제발 나를 버려
먼 훗날, 너의 마음을 생각해 봐
지금 이 빗장만 한 장면에 미련이 있겠나
단지 서로 멀리서
닿지도 않는 거리에서
그대로 커가는 거지
내가 할 말은 ""기죽지 마""
내게 사랑이 뭔지를
그 마음의 원리를
조금이나마 짐작할 수 있게 해줬지
우리는 사랑의 현실을
그 마음의 손실을
직접 뼈저리게 느끼며 함께 흐느꼈지
괜히 나 센 척하며 ""괜찮아, 울지마"" 말은 했다만
'내가 참 못났지'하며 울었지 아직 애 같아
더 커서 언젠가
다시 보게 될 때까지
각자 그 자리에서 당당히 살기로
약속해줘
끝날 줄 알던 스토리야
우리 만남은 미스터리야
keep love
슬픈 사랑일 줄이야
우리 만남은 고통이야
keep love
한겨울 날의 크리스마스
지나가버린 크리스마스
keep love
비가 내린 크리스마스
온통 어둠인 크리스마스",4
62,Rollin,장요술,"나는 그냥 해버리는 존나 간지남
너도 망설이지 말고 just do it
졸라 재미없는 래퍼들아 빨리 따라와
너네들의 그 촌스러운 사고방식 직무유기
Rollin Roll Roll Roll
Roll Roll Rollin
네 남사친과 남친은 3류층 양아치
Rollin Roll Roll Roll
Roll Roll Rollin
내 친구들은 잘 배운 중산층 날라리
이건 벌사치 flow 아니고
여자 케이팝 아이돌 flow
흑인 머리 따라 하는 저 친구 너
생김새 완전 돌문어
난 그런 거 안 따라 해도 내 고추는 커
난 참이슬 소주 먹어 달리고 달리고
다음날 일어나 깔끔한 국물로 속을 풀어
해장 해장하자 해장 해장 파스타
보다 들 자극적인 콩나물 해장국
해장 해장하자 해장 해장 파스타
보다 가끔씩은 더 매운 짬뽕 쌀국수
Rollin Roll Roll Roll
Roll Roll Rollin
네 남사친과 남친은 3류층 양아치
Rollin Roll Roll Roll
Roll Roll Rollin
내 친구들은 잘 배운 중산층 날라리
내 옥으로 된 반지
넌 억울해서 빠직
사실 동묘에서 샀지
ya 간지 간지 여기 비트
보컬 샘플도 그렇다네
넌 집에 가서 밀린 빨래나 해
내가 하면 다 다 다 fresh
넌 어그로를 끌어봤자 뷁
아리따운 숙녀를 대할 땐
넌 가오 잡겠지만
나는 존나 젠틀맨
아가씨 왤케 예쁜데
몸매가 너무 쌔끈해
yeah yeah yeah yeah
이건 벌사치 flow 아니고
여자 케이팝 아이돌 flow
흑인 머리 따라 하는 저 친구 너
생김새 완전 돌문어
난 그런 거 안 따라 해도 내 고추는 커
난 참이슬 소주 먹어 달리고 달리고
다음날 일어나 깔끔한 국물로 속을 풀어
해장 해장하자 해장 해장 파스타
보다 들 자극적인 콩나물 해장국
해장 해장하자 해장 해장 파스타
보다 가끔씩은 더 매운 짬뽕 쌀국수
Rollin Roll Roll Roll
Roll Roll Rollin
네 남사친과 남친은 3류층 양아치
Rollin Roll Roll Roll
Roll Roll Rollin
내 친구들은 잘 배운 중산층 날라리",1
63,양치기 소녀,민경성(MK$),"Question
She tells me
쉿 Do you like me?
말 한마디에 도망치기 바빠
찍어 파파라치
눈치 안 보고 뱉어 니가 뭔 카와이
영원히 잘 자 Good Night^^
이번 생이 막차 Good bye^^
웃어 FXXX Get lost bye
死んでくれ 僕らは乾杯

말해봐 yes or yes
자기는 다르잖아 내 EX
내 팔이 피로 물들 땐
넌 이미 내 곁에 없는데
널 위해서 새겼잖아 나의 왼팔에
또 기믹이라 생각해 이건 사실인데
자기야 몇 번이나 말해
걔네들은 이상해
주변 남자 둘은 이해해
가사에 다시 나열해
난 ???, ?싫어해
그 남자 둘 다 그냥 죽여버릴게
사랑은 이런 거 아냐?
난 행복할래
사랑한다 말해
붉은 피는 너와 내 몸 흘러 뚝뚝뚝
찔린 칼 소리는 푹푹푹
널 사랑하는 마음에
눈물이 흘러도
넌 도망쳐도 안에 있어
여긴 너랑 나만 있는 우주

Question
She tells me
쉿 Do you like me?
말 한마디에 도망치기 바빠
찍어 파파라치
눈치 안 보고 뱉어 니가 뭔 카와이
영원히 잘 자 Good Night^^
이번 생이 막차 Good bye^^
웃어 FXXX Get lost bye
死んでくれ 僕らは乾杯

Question
She tells me
쉿 Do you like me?
말 한마디에 도망치기 바빠
찍어 파파라치
눈치 안 보고 뱉어 니가 뭔 카와이
영원히 잘 자 Good Night^^
이번 생이 막차 Good bye^^
웃어 FXXX Get lost bye
死んでくれ 僕らは乾杯

Question
She tells me
쉿 Do you like me?

찍어 파파라치

영원히 잘 자 Good Night^^

FXXX Get lost bye

P P BXXX Kawaii",2
64,skirt off!,Revy!,"formet scum on we gon skirt off
formet scum on pull up, i’m solver
formet time on born up
spin on niggas weapon up turn on
nah bitches swear to bone up
that bitch fuck that turn on
see all of my chain off take my shirt up
make some one make one now one perc up
pop perky and back in and perc’s cup
that bitches chop’s perc bone cup
me and my cup note silko
that nigga broke shit
i’ma first off
i fuck with the gang turn in on
suck my dick and her lingo
its spin in swap my niggas syrup off!

yeah i always skirt off
i never use Perco
시발새캬 불 좀 turn on

어지러움 걍 run it up해
이새끼들 시발 걍 fuck that
정의로운척은 ㅈㄴ게 싫기땜에

i got no time
우리 동네엔 없어 four five
그러니 가오 좀 쳐풀어 새꺄
병신같이 중립이 뭐냐

only 대가리 빈 새끼만 있네 시발 내 주변에
어쩌라고 시발새꺄 니 생각대가린 난 안궁금해

입에 물려 lsd
새끼 인생 족치지
서비스로 퍼플린
이제 됐네 사람새키

formet scum on we gon skirt off
formet scum on pull up, i’m solver
formet time on born up
spin on niggas weapon up turn on
nah bitches swear to bone up
that bitch fuck that turn on
see all of my chain off take my shirt up
make some one make one now one perc up
pop perky and back in and perc’s cup
that bitches chop’s perc bone cup
me and my cup note silko
that nigga broke shit
i’ma first off
i fuck with the gang turn in on
suck my dick and her lingo
its spin in swap my niggas syrup off!

formet scum on we gon skirt off
formet scum on pull up, i’m solver
formet time on born up
spin on niggas weapon up turn on
nah bitches swear to bone up
that bitch fuck that turn on
see all of my chain off take my shirt up
make some one make one now one perc up
pop perky and back in and perc’s cup
that bitches chop’s perc bone cup
me and my cup note silko
that nigga broke shit
i’ma first off
i fuck with the gang turn in on
suck my dick and her lingo
its spin in swap my niggas syrup off!",2
65,"그냥 들이켜, 맥주 한잔",996,"갑갑하지, 전부 답답하지
어제가 오늘인지도 모르고 또 지나가지
치여, 낡아빠진 밑창 다 닳았지
다시 맘을 다 잡아봐도 역시
이게 뭐라고? 이어폰 없인 나가질 못해
나는 나대로 열심히 잘 뛰어왔었는데
누가 뭐래도 주인공은 나라고 했는데
이젠 진짜 모르겠다
내가 뭘 하고 있는지

그냥 들이켜, 맥주 한잔
시원하게 목욕 한번 조지고 난 뒤에
뭐가 괴로워
괜찮아 다, 잔이나 부딪치자고 FaceTime받아

그냥 들이켜, 맥주 한잔
시원하게 목욕 한번 조지고 난 뒤에
뭐가 괴로워
괜찮아 다, 잔이나 부딪치자고 FaceTime받아


터덜터덜 걸어오는 퇴근길은
오늘따라 이쁜 것만 같아
뭐를 놓치고 있는지 모든 게
낯설은 지금 필요하지, 나는 맥주 한잔
가볍게 생각하래도 그게 잘 안돼
복잡한 놈이였나 봐, 난 나름 밝게
지내왔던 것 같은 데 왜
이리 축 처지는지

유튜브를 꺼놓으면 잠에 들지못해
옛날 예능을 다 틀어놓고
나오는 출연진들은 이제 동년배로
분명 한참 어른이었는데 말도
안돼 난 왜 아직 제자린데
맘대로 맬 이리 무너지네
내겐 아직 한없이 어려워
내겐 아직 한없이 어려워


그냥 들이켜, 맥주 한잔
시원하게 목욕 한번 조지고 난 뒤에
뭐가 괴로워
괜찮아 다, 잔이나 부딪치자고 FaceTime받아

그냥 들이켜, 맥주 한잔
시원하게 목욕 한번 조지고 난 뒤에
뭐가 괴로워
괜찮아 다, 잔이나 부딪치자고 FaceTime받아


그냥 들이켜, 맥주 한잔
시원하게 목욕 한번 조지고 난 뒤에
뭐가 괴로워
괜찮아 다, 잔이나 부딪치자고 FaceTime받아

그냥 들이켜, 맥주 한잔
시원하게 목욕 한번 조지고 난 뒤에
뭐가 괴로워
괜찮아 다, 잔이나 부딪치자고 FaceTime받아",5
66,좋고만 사이,고네,"오 제길 나 나 너를 사랑하는 걸까
걍 재미 다 봤으면
떠나야 맞는 건데
아 나 진짜 그러기 싫은데
이젠 널 만날 때마다
맘이 맘대로 안 되잖아

야 어저께 뭐했어
오늘 돼서야 내 연락을 받어
아 번호 물어보던 남잔 어땠어?
걔를 뭘 안다고 무턱대고 잤어

그치 내가 알빠 아니지 알빠 아니긴 한데 궁금은 하대
그러니 잘 알아봐 어차피 나만한 남잔 없어 뭐 맘엔 들대?

아 뭐 같잖네 누굴 놀리나
걍 담에 불러 퍽이나
질툰 뭔 질투 그건 안 해 난
근데 얘 원래 이렇게 예뻤나

진지해지면 안 되는데
자꾸 진지해질라 그러네
아 우린 스쳐지나가는 파트넌데
밤을 공유하는 그런 사인데

오 제길 나 나 너를 사랑하는 걸까
걍 재미 다 봤으면
떠나야 맞는 건데
아 나 진짜 그러기 싫은데
이젠 널 만날 때마다
맘이 맘대로 안 되잖아

내 맘에 뭔짓 했는지 알아? 더는 감당 안 돼 난
보고파 미쳐 거짓말 아냐 깨달았어 나

나 이런 적 없어 진짜 다 걸게
너가 좋아졌단걸 인정할게 yeah
Back to the Future 돌릴래
시간을 낯설던 첫 만남 때로

Oh 장난 아냐 장난 아니라니까 나도 장난임 좋겠어
알아 사랑 그딴거 쓸모없단거 아는데도 이젠 못참겠더라고

OK 내가 을이 될게
나 영혼이 짓밟혀도 좋아
할 수 있는 건 다 할테니까
떠나지마 정말

아 왜 날 밀어내 뭐 그렇게 싫은데
지금처럼 만나면 되잖아
누가 맘까지 달래?

오 떠나가 넌 떠나가
이리될 줄 알고도 기대했던
난 혼자만 남겨져서
고독한 시간은 느리게만 가",37
67,강아지별,Ralph (랄프),"나만을 바라보는 눈
나를 기억하는 코
나를 안아주는 너를
이젠 보내주려 또
썼다가 지웠다를 반복해
내일 해 뜨면 다시 노력해 볼게
아직 준비 안됐어
뛰어올 것 같아서
금방 괜찮아지려다
너의 밥그릇이 또
정리하던 내 발에 치이니 많이 아파
왜 가슴이 아파 고장이 났나
싶다가 한숨을 반복해
너 빼고는 다 그대로지만 안 행복해
시간이 됐나 너의 밥이 나올 땐
멍해지며 귀에 들려오는 사이렌
웃자 살아야지 어떡해
라고 말한 지 딱 10분도 안됐는데
베개에 얼굴을 파묻은 채
너의 냄새들과 함께 꿈을 이루네
저 강아지 별 안엔
네가 있어야 만해
써 내려간 추억에
남겨 놓자 흔적 ah yeah
저 강아지 별 안엔
네가 있어야 만해
써 내려간 추억에
남겨 놓자 흔적 ah yeah
미안해 더 잘해주지 못해서
너라는 별을 탐한 내가 많이 못돼서
사랑이란 이름 아래 과연 나는 무얼 줬나
행복은 했나? 난 잠을 못 자
네가 뜯은 벽지들은 잘있어
어울리던 빨간 목줄들은 다시 겨울
인 듯 옷장 안에 간직하며 adios
진짜 보고 싶네 아직도
덕분에 살았어 거짓말 좀 보태서
구경 많이 하고 다녀 그 별에선
뽀얀 눈 위 네가 달리면
뽀득 소릴 따라 걸을테니 안아줘
앞이 잘 보이는 곳과
간식이 넘치는 거리
장난감 나무와 구름 위 바다
모두 네 거지
사랑하는 나의 천사
우리 곧 다시 만나
내 꿈과 사랑
오늘 꿈에서 만나
저 강아지 별 안엔
네가 있어야 만해
써 내려간 추억에
남겨 놓자 흔적 ah yeah
저 강아지 별 안엔
네가 있어야 만해
써 내려간 추억에
남겨 놓자 흔적 ah yeah
저 강아지 별 안엔
네가 있어야 만해
써 내려간 추억에
남겨 놓자 흔적 ah yeah
저 강아지 별 안엔
네가 있어야 만해
써 내려간 추억에
남겨 놓자 흔적 ah yeah",11
68,"Purple, I'm Fine (Feat. Rredrain)",황지상 (HWANG JI SANG),"괜찮아 몇 번이든 떠나가도 돼
그때마다 난 여기 박혀 더 강해져 볼게
그러다 넘어져도 지나쳐줄래
빨간 비가 내려. 짜피 난 가야만 해

괜찮아 눈에서 피 눈물이 흘러도
내 몸과 마음이 상처투성이여도
난 정말 괜찮아 이미 익숙하잖아
괜찮아 괜찮아

괜찮아라는 말로 내 주변들을 속여
안그럼 내가 민폐를 끼칠 게 뻔히 보여
그냥 녹음하기 전에 약을 삼키면 돼
겨울이라 다행이야 *만 안 걷으면 돼

응 안 들키면 돼 이런 날 누가 대체
사랑하겠어 ** 나도 날 혐오하는데
이런 놈인 나를 찔러줄래 악플로 날 태워줄래
다신 착각하지 않게 제발 나 좀 죽여줄래

미안해 이런 가사를 써서
나도 재밌는 음악만 내고 싶었어
그런데 내가 지금 이런 걸 어떡해
내일부턴 다시 잘 속여 볼게

괜찮아 몇 번이든 떠나가도 돼
그때마다 난 여기 박혀 더 강해져 볼게
그러다 넘어져도 지나쳐줄래
빨간 비가 내려. 짜피 난 가야만 해

괜찮아 눈에서 피 눈물이 흘러도
내 몸과 마음이 상처투성이여도
난 정말 괜찮아 이미 익숙하잖아
괜찮아 괜찮아

Yeah 말 안 해도 알잖아 내 이름 Rred
Yeah 난 속 썩이던 얘 이제 벌어 whole lotta bands
괜찮아 후회는 죽어서 하면 돼
비가 안 내릴 것 같던 삶에서 rain

난 왔어 저 지옥에서 삶이 넘 위험해 더욱 꽉 물었어 teeth
내 두 발로 뛰어 매일 꽃들을 피웠네 쉰 적이 없어 이 짓
가진 게 없던 게 아픔이었지만 이젠 다 알아 내 name
가진 게 없던 건 아픔이었지만 이젠 다 알아 내 name

괜찮아 걍 뱉으면 돼 봐왔잖아 안 괜찮았던 내가 여기
이젠 they be payin me 7 figure money for my stage
Yeah I made this by my own
기억하고 있어 처음 결국 여기까지

괜찮아 몇 번이든 떠나가도 돼
그때마다 난 여기 박혀 더 강해져 볼게
그러다 넘어져도 지나쳐줄래
빨간 비가 내려. 짜피 난 가야만 해

괜찮아 눈에서 피 눈물이 흘러도
내 몸과 마음이 상처투성이여도
난 정말 괜찮아 이미 익숙하잖아
괜찮아 괜찮아",39
69,No Tears,진진,"머리가 좀 어지러워
너한테 기댈 거 아니니까 좀 비켜
딱 보면 알아 네 맘을 말야
같잖아 진짜 가짜를 말야
나에게 보여 주는 건 뭐야
사실 좀 속은 내가 뭐가 돼 (shhh)
너를 위한 눈물 따윈 없어
그냥 한 번 스쳐가는 그런 사랑
따위에 쓸 시간 없어
그냥 내 눈 앞에서 사라져
그렇게 날 바라보면
내 맘이 좀 바뀔거라 생각한거니
 딱 보면 알아 네 맘을 말야
같잖아 진짜 가짜를 말야
나에게 보여 주는 건 뭐야  
사실 좀 속은 내가 뭐가 돼 (shhh)
너를 위한 눈물 따윈 없어
그냥 한 번 스쳐가는 그런 사랑
따위에 쓸 시간 없어
그냥 내 눈 앞에서 사라져
사실 나 그 때 나 
바빠서 전화를
못 받은 것 같아
미안해 다시는 
이런 일 없을 거 같은데
한번만 기회를 주면 나 
잘할게 진짜야
그냥 가 제발 이제 나 충분해 그만
끝난 영화 다시 볼 생각 없어 난
너를 위한 눈물 따윈 없어
그냥 한 번 스쳐가는 그런 사랑
따위에 쓸 시간 없어
그냥 내 눈 앞에서 사라져",0
70,LEESEUNGWON,Wong,"나를 다 믿어줬던 만큼 나 후회도 할게
나를 다 잃어왔던 만큼 다 채워도 갈게

매일 들었던 물음을 답해
''이제 나 이승원으로 살게''
내 말들이 하늘에 닿기엔
멀어도 웃어볼게 밝게

Me and my melody are stay more time
Me and my melody are stay more time

매일 들었던 물음을 답해
''이제 나 이승원으로 살게''
내말이 하늘에 닿기엔
멀어도 웃어볼게 밝게

이런 비트위에 멜로디를 다시
뱉게 됐어, you feel my mind
담겨있는 말들이 달라도
가슴속은 그때와 같아

의미 없는 밤이 지나가도
기대돼 이제 내일이 난
지나버린 긴 시간이 날
확신하게 만들었지 다

여기저기 쌓인 고민
담아내지 못한 story
의미가 달라진 내 소리
다른 곳으로 가 멀리

여기저기 쌓인 고민
담아내지 못한 story
의미가 달라진 내소리
다른 곳으로 가 멀리

난 뭘 위해 걸어왔고
뭘 위해 벌어왔는지

난 뭘 위해 잡아왔고
뭘 위해 멀어졌는지

난 뭘 위해 잃어왔고
뭘 위해 이뤄왔는지

이제야 알거같아
여태껏 내가 왜 버텨왔는지

나를 다 믿어줬던 만큼 나 후회도 할게
나를 다 잃어왔던 만큼 다 채워도 갈게

매일 들었던 물음을 답해
''이제 나 이승원으로 살게''
내 말들이 하늘에 닿기엔
멀어도 웃어볼게 밝게

Me and my melody are stay more time
Me and my melody are stay more time

매일 들었던 물음을 답해
''이제 나 이승원으로 살게''
내말이 하늘에 닿기엔
멀어도 웃어볼게 밝게",5
71,푸른 봄,KAMEL,"어느 순간부터 젊음보단
터널 끝 청춘이 보이는 나이
어른들의 부럽다는 소리 보단
어린 친구들에게 잔소리하는 나이
드디어 찾게 된 나이기에
돌아갈 수 없는 길이기에
좁은 길은 걸어가는 기억들을
아름답게 만들고 싶어 졌네
질보단 양 이젠 양보단 질
우리가 즐겼던 순간들이
많았단 말보단 추억이
됐다는 말이 더 기쁨이 됐지
우리들의 목소릴 위로
삼으며 퇴근길 에도
내일을 기대하길 바래
오늘도 하루가 무사히 지나갔네
이게 우리애
우리가 했던 것들이
가지고 있던 젊음이
헛되이 되도 웃음이
함께여서 난 기쁘지
Not alone, but two
i'm dying to do
함께 하자는 꿈
다같이 이루고 싶을뿐
우리가 했던 것들이
가지고 있던 젊음이
헛되이 되도 웃음이
함께여서 난 기쁘지
Not alone, but two
i'm dying to do
함께 하자는 꿈
다같이 이루고 싶을뿐
친구를 만나 밥을 먹고 술도 마셔 가끔 취해 밤길을 걸어
내가 지금 어디로가는지 몰라도 난 상관없어 밤은 길어
덧칠해진 추억사이 남은것들은 전부다 어디로 갔어
칠벗겨진 사이로만 훔쳐보는 기억들은 내겐 좋지않을 것만 같아서
그때 옛 모습을 추억하지 나만 기억하던 우물에 모여
삼삼오오 각자 써온 가사들을 읊조리며 손은 흔들리고
별것아님에도 즐거웠던 밤을 썼던 가사들
그게 뭐라고 남는 비트엔 혼자 신나 퓨어를 뱉었지
우리가 했던 것들이
가지고 있던 젊음이
헛되이 되도 웃음이
함께여서 난 기쁘지
Not alone, but two
i'm dying to do
함께 하자는 꿈
다같이 이루고 싶을뿐
우리가 했던 것들이
가지고 있던 젊음이
헛되이 되도 웃음이
함께여서 난 기쁘지
Not alone, but two
i'm dying to do
함께 하자는 꿈
다같이 이루고 싶을뿐
난 무언갈 찾아
아니 본능적으로 쫓아
그게 뭔지 조차
몰라도 그 무언간 벅차
가진거 없이 판치는 가짜
그들은 말해 이제는 놓자
느껴 본적이 없잖아 진짤
다른거 없이 그 손을 잡자
그래 친구들의 손을 잡는 것
부름에 한달음 달려가는 것
굳이 말 안해도 지켜주는 선
굳이 말 안해도 알아듣지 척
우리들 사이엔 없잖아 법
같이 있을 때는 하나 먹지 않아 겁
우릴 묶어놓는 한글자 벗
멈추지도 않고 끊임 없는 웃음으로 보여지는 멋
삶은 늘 내게만 가혹한 것 같다가도
또 잠깐이면 잊곤해
우린 봄 앞의 흰눈이어도
온힘을 다해 녹아내야만 해
im doing die for you
무너지지않게 서로의 맘에 기대
im going down for you
후회하지 않게 눈을 감아 내일의 미래는
우리가 했던 것들이
가지고 있던 젊음이
헛되이 되도 웃음이
함께여서 난 기쁘지
Not alone, but two
i'm dying to do
함께 하자는 꿈
다같이 이루고 싶을뿐
우리가 했던 것들이
가지고 있던 젊음이
헛되이 되도 웃음이
함께여서 난 기쁘지
Not alone, but two
i'm dying to do
함께 하자는 꿈
다같이 이루고 싶을뿐",4
72,NO P NO P (높이 높이),TEM,"Let’s go!

높이높이
높이높이
높이높이
높이높이
높이높이
높이높이
높이높이

매일밤마다 밥말리 와나
드리켜 한약 마치 하늘 나라
나르면 비행기 비행기는 높아
높으면 탬 탬공주가 짱! (AH!)

Ni men ting de dong wo shen zai shou hua?
Yellow cone head mega minion Gus
TEM don’t be needing to go this hard
What should I say I don’t mean no harm

Let’s go!

가나다가 마바사
하늘높이 날아라
높이높이 날아라
Fly away 펄펄 (펄펄)
Butterfly (butterfly) 훨훨 (훨훨)
Let’s go (let’s go) 높이높이 (높이높이)

높이높이
높이높이
높이높이
높이높이

훨훨 butterfly 높이높이 날아가
훨훨 butterfly 높이높이 날아가

매일밤마다 밥말리 와나
드리켜 한약 마치 하늘 나라
나르면 비행기 비행기는 높아
높으면 탬 탬공주가 짱!",3
