,title,artist,lyrics,likes
10,영원한 건 없어!,love is cycle,"We'd like to dance
Coming up all tonight
이 노랠 그냥 다같이 다 따라불러
Yeah that's right yeah we right
다 영원한 건 없다해도
So Let just have fun tonight
웃고 떠들다가
Feeling So good
Feeling so nice
Everythings gonna be alright

Everythings gonna be alright
Is it right? Yeah (Yeah that's right)
Is Everything gon' be alright no no no oh no
또 누가 그러대
you lost your teenage yeah

가만있다가도 잃어버린것들이 떠올라
또 생각이나서 또 바보같아서
난 또 자책을해
넌 또 괜찮대
웃고떠들다가 (집에 돌아가쟤)

We'd like to dance
Coming up all tonight
이 노랠 그냥 다같이 다 따라불러
Yeah that's right yeah we right
다 영원한 건 없다해도
So Let just have fun tonight
웃고 떠들다가
Feeling So good
Feeling so nice
Everythings gonna be alright

Is Everything gon' be alright?
또 덤벙대 하루왠종일
yeah that's right

Everythings gon' be alright no no no oh no
난 니가 뭘하던 I am your teenage yeah

웃고 떠들다가 넌 매일 똑같은말을해 또
잃어버린것들은 다 잊어버린것들 뿐이래 (yeah it's alright)
So let just fun tonight
웃고 떠들다가
추억하면돼 right
One two three four

We'd like to dance
Coming up all tonight
이 노랠 그냥 다같이 다 따라불러
Yeah that's right yeah we right
다 영원한 건 없다해도
So Let just have fun tonight
웃고 떠들다가
Feeling So good
Feeling so nice
Everythings gonna be alright

따라따따따
따라따따따따
따라따따따
따라따따따

따라따따따아
따라따따따
따라따따따
따라따따따",6
11,South to the West,안신애,"Movin’, movin’
South to the west
Hmm

Hey baby, I’m in Seoul
What’s going on over here
가로수길 한복판에
내가 행차하셨는데 (aye)

Hip하고 Stylish한 사람들 모였네
캐리어 가득 Ambition
어서 짐 풀어 My vision (aye)

본 적 없는 Vibe 본 적 없는 Style

Hippie, hippie ya ya 그게 나야
남들 하는 건 하기 싫은 거야
난 거꾸로가 오히려 좋아

From the south to the west
난 하늘을 날아
My flaws are the best
어깨 피고 걸어
I passed the test
나다운 게 힘이야
그게 바로 진리야, ah ah, ah

Born in Seoul but raised in nature
밸런스 맞춰 잘 되게 되있져
하루 더 가까워진 Big picture
Big picture 사방에 붙여

꼭 독해져야 돼? 내 안에 힘이 있는데
열심히 일하고 또 채워
Don’t be scared
Doesn’t matter

본 적 없는 Vibe 본적 없는 Style

Hippie, hippie ya ya 그게 나야
남들 하는 건 하기 싫은 거야
내 실수조차 오히려 좋아

From the south to the west
난 하늘을 날아
My flaws are the best
어깨 피고 걸어
I passed the test
나다운 게 힘이야
그게 바로 진리야, ah ah, ah

Movin’, movin’
South to the west (hey)
Movin’ (movin’), keep on movin’ (keep on movin’)
South to the west
Life goes on

From the south to the west (hey yeah)
난 하늘을 날아
My flaws are the best (ooh ooh)
어깨 피고 걸어
I passed the test (I passed the test)
나다운 게 힘이야 (hey)
그게 바로 진리야, ah ah, ah

Da da da da da da da da
Da da da da da da da da
Da da da da da da da da
Da da da da da da da da",179
12,분실물,ONSEEON (온시온),"잊은 거 하나 있지 않아 우리
없이는 못 살 것 같지 않아
사라지면 당장 숨이 끊길 것 같이
떨어진다는 건 머리에 없었어
이젠 뭐 하나 같지 않아 우리
어린 표정으로 날 바라보다
단지 한 방울인데 호수만큼 깊어가
이런 나 없어도 괜찮냐고
괜찮긴 어디가
필요해 서로가
언젠가 기억에 장소에 내가 나타날 텐데
날 두고 어디 가
결국엔 너도 나를 알게 될 거야
나를 찾게 될 거야
잊는 거 하나도 못 해 난
넌 되게 쉽게 그랬지만 난 쉬운 게 없었어
한두 달쯤인 줄만 알았지
너 말고 다른 상처는 흉터도 없길래
원래 사랑이 어려운 걸까
아니면 너만 어려운 걸까
분명 맞춰갔는데 서로 다른 그림이었잖아
우린 다 버렸는데 알 수 없는 게 자꾸 나를 괴롭혀
지금 이대로 괜찮겠냐고
괜찮긴 어디가
필요해 서로가
언젠가 기억에 장소에 내가 나타날 텐데
날 두고 어디 가
결국엔 너도 나를 알게 될 거야
나를 찾게 될 거라고 말해
괜찮긴 어디가
필요해 서로가
언젠가 기억에 장소에 내가 나타날 텐데
날 두고 어디 가
결국엔 너도 나를 알게 될 거야
나를 찾게 될 거야",130
13,우린 우리 아닌,L(엘),"여름처럼 뜨거웠던
우리의 인연은 마치
사랑 그 불완전했던 것의 마침표였어
돌아보긴 싫고 잊혀지고 싶지도 않아
나는 아마 내가 되고
너는 네가 되겠지
우린 우리 아닌
우린 우리 아닌
다른 인연인 사람들
우린 우리 아닌
봄이 시들어 버린
나날들이 계속
지구에는 없어 아마 진짜로 없어
가득 채운 내 심장에
지금 무리가 왔어
난 손목에 뭔가를 채워도
많이 허전해 내 꿈은 너땜에
내 삶은 뭐랄까
지금 아주 만족해
집에 돌아오는 길이
의미 있네 난 철없게
너를 이해시키려고 했던
나를 이해 못 해
이젠 앞으로 나아가려고
Rhyming 이 비트 위에
내 성공의 의미
아직도 헷갈리는데 어떤 게 진실
돌아보기만 하다 많은 걸 놓치게
될 거야 어쩔 수 없이 나는 직진
우린 우리 아닌
우린 우리 아닌
다른 인연인 사람들
우린 우리 아닌
봄이 시들어 버린
나날들이 계속
지구에는 없어 아마 진짜로 없어
가득 채운 내 심장에
지금 무리가 왔어
난 손목에 뭔가를 채워도
많이 허전해 내 꿈은 너 땜에
꽃길만 걸어요
내 삶과 늘 다르게
난 뒤에 있을게
넌 뒤돌아보지 마
우린 우리 아닌
우린 우리 아닌
다른 인연인 사람들
우린 우리 아닌
봄이 시들어 버린
나날들이 계속
지구에는 없어 아마 진짜로 없어
가득 채운 내 심장에
지금 무리가 왔어
난 손목에 뭔가를 채워도
많이 허전해 내 꿈은 너 땜에",87
14,0358,minko,"Told you I’m not good at giving
Didn’t think you could fathom what I think
And I
I’m sorry, babe

Rose-tinted glasses, you look through
So obsessed with the love that you need, but tonight
I couldn't handle

For seven days we counted stars
You say it’s 'love,' I say it’s ‘dumb’
You look at me with hazel eyes and smile

For eleven times I tried to say
""I won't return,"" it can be cruel
I’m the villain in this show, you'll know how this story ends

Like a daydream, I’ll fade away, away, away
Like a daydream, I’ll fade away, away, away

You deserve the one you can lean on,
But you know my wings are already broken
You say, ""we can make it through, my love""
Denying what you see, I'm just blue and hopeless
You can say that I don't love you back
But you know, I can't let you bear my burden
You say, ""we can always talk this out""
But I'm too insecure, good at hiding feelings

Don’t you know, know, know, know
Time will heal all the pain
This love that you need
Is making me hard to breathe

Don't make this harder love
You know it's the last straw
Please... just please

Can feel it in my bones
I’ve burnt down the bridge for good

(Oooh)

You deserve the one you can lean on,
But you know my wings are already broken
You say, ""we can make it through, my love""
Denying what you see, I'm just blue and hopeless

We were good, good, good, good
But I'm so bad at love
We were good, good, good, good
You'll find a better love

So baby now, so baby now
When tomorrow comes
Hope you take this in well
Please... just please",18
15,Oops!,권재학 (JFLAMINGO),"어떡해 Baby So Amazing
넌 이상해 처음 느낀 감정이야
몽롱한 눈빛 속에 끌려 기분 좋은 떨림
Oh why 몰라 이거 대체 뭔데
첫눈에 난 바로 Fall in Love
도망가야 했어 어디 든지 널 마주치지 못하게
어쩔 수 없어 이젠
이미 가버렸어 맘이
소리 없이 찾아온 사랑에 나 간지러워 못 견뎌
오늘 밤은 그렇게
흘려버렸네
더는 참지 못해 해가 뜨면 데리러 갈게 baby
오늘 시간 어때 나 꼭 할 말이 있어
어떡해 Baby So Amazing
넌 이상해 처음 느낀 감정이야
Oops!
설명을 해줘 oh oh
Yes!
넌 다르게 봐 날 설레게 해 미쳐가 난
Fresh so fresh 필요 이상이야 넌
다시 한번 물어볼게 자 너의 밤은 어땠는지 해줘 답
고민하는 척하지는 마 너의 표정 이미 넘어왔어 다
어디 가서 쉬웠다 절대 말 안 해
너가 느낀 기분 지금 내게 말해
요즘 trend 복잡한 건 질색
그런 식으로 기다리는 날 질책해
Oh ah 넌 너무 나빠 그게 매력이라는 거 너도 아는 듯해
All right 맞아 너의 외모 덕에 자연스레 넘어가지 다
내가 너의 몇 번째든 하루 보고 보내든 전부 이길 준비됐으니까 믿어봐
이 정도 빌었으면 이제 받아주라 나
어떡해 Baby So Amazing
넌 이상해 처음 느낀 감정이야
Oops!
설명을 해줘 oh oh
Yes!
넌 다르게 봐 날 설레게 해 미쳐가 난
Fresh so fresh 필요 이상이야 넌",14
16,City Dream,NITRM,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
가사등록하기",0
17,칼리 만트라,홍칼리,"Om sri maha kalikayai namaha
만물의 기쁨과 통증에 공명해요
진흙이 흘리는 연꽃에 들리고
나무가 흘리는 솔방울에 들려요
연꽃이 흘리는 하얀 타라와 초록 타라와
노란 타라의 신음에 들려요
솔방울이 흘리는 검은 타라와 붉은 타라와
파란 타라의 걸음을 따라요
걸음을 따라요
가려지고 숨어 지내는 것들이
만물을 전복 시키는 순간을 기다리는 영혼의 정원사들이여
생물과 무생물 사령과 생령 만물을 품어주고
살아서 만나는 모든 두려움
죽은 채 만나는 모든 두려움 가져가는
정의롭고
인자한 대자대비 마고삼신 타라
칼리 파차마마의 품으로 귀의해요
어떤 미로에 갇혀 있어도
온전하다는 걸 알고 있고
이 모든 은총은 가장 작은 당신의 작은 것을 위해
준비된 것임을 알고 있는 당신의
신성에게 경배해요

Om sri maha kalikayai namaha
Om krim kali
Om sri maha kalikayai namaha
Om krim kali
지혜롭고 자비로운 날개로 우산을 씌어주는 타라여
만물의 신령은 당신을 통하고 흐르며 정화돼요
별은 언제나 뒤에서 반짝이고
물결은 언제나 아래에서 변화를 준비합니다
어둠을 감싸는 빛의 생령 칼리
모든 벌전과 낙인과 상처와 두려움을 가져가요

Om krim kali
Om sri maha kalikayai namaha
Om krim kali
두려움을 주세요
모든 두려움을 가져갈게요
그리고 두려움을 주는 모든 것은 불태워 소멸될 거예요
Kali chamundae
Om garajie chamundaye
Om krim kali
Ananda ma ananda ma kali ananda ma ananda ma
Ananda ma kali ananda ma ananda ma
Ma ananda ma
Ma ananda ma",0
18,달달해 (feat. 서다람),모찌멜로디,"너무 달달해 달달해
네 목소리가 달달해 사르르르
그냥 달달해 달달해 너의 모든 게 나는
너무 좋아 좋아

너를 보면 너무 안아주고 싶어
하루 종일 너랑 붙어있을래
네 손을 잡고 꽁냥꽁냥 하고 싶어
조금만 더 가까이 가도 될까

너랑 스치기만 해도 나는 달달 치사량 한도 초과
그래도 나는 네가 좋아 한 걸음 솔직하게 다가갈래

너무 달달해 달달해
네 목소리가 달달해 사르르르
그냥 달달해 달달해 너의 모든 게 나는
너무 좋아 좋아

달달해 달달해
달달해 달달해

너를 보면 쓰담쓰담 하고 싶어
세상에서 가장 달콤한 순간
네 손을 잡고 뚱땅뚱땅 걷고 싶어
생각만 해도 너무 귀여운 걸

너랑 스치기만 해도 나는 달달 치사량 한도 초과
그래도 나는 네가 좋아 한 걸음 솔직하게 다가갈래

너무 달달해 달달해
네 목소리가 달달해 사르르르
그냥 달달해 달달해 너의 모든 게 나는
너무 좋아 좋아

달달해 달달해
달달해 달달해",3
19,"어른은 울면 안 돼!! (feat. Rookie Day, IAN WORD, Hun!)",fakerapstar,"미안 엄마 나는 꽤나 많이 취했어
좋은 날에 좋은 사람들과 알지 좀 봐줘
기분 좋은 날이야 코가 비뚤어지게 마셔
집에 돌아가는 길에는 혼자 하늘을 봤어

어른이 되는 건 너무나 어려워 생각보다 더 외로워
알코올에 찌들어 술을 더 마셨고 하루에 한 갑을 태웠어
이게 좀 억울해 길에서 나는 또 소리를 크게 더 질렀어
산타 어디 갔어 선물 내놓고 가

두 손을 난 모은 다음 소원을 난 빈다
내년에 난 진짜 반드시 꼭 뜬다
한 달에 400을 벌어서 플스와 컴퓨터 사야지
한 달에 400을 벌어서 애들과 좋은 곳 가야지

아직 애 같나요 이런 나의 모습이
울면 안 돼 우린 이미 약속했으니
어른이 되기에는 난 많이 멀었지

어른들은 말해 나쁜 짓은 절대로 안 돼
어른들은 말해 너는 항상 착한 애여야 해
울면 안 돼

어른들은 말해 나쁜 짓은 절대로 안 돼
어른들은 말해 너는 항상 착한 애여야 해
울면 안 돼


오늘은 크리스마스네 작년엔 케빈과 보냈는데
이번엔 미안 내가 먼저 케빈과 작별하네
이제는 따뜻한 품으로 솔로는 못해 메롱
나도 한때는 작은 별을 보면서 기다렸네

이제는 못 돌아가네 산타도 이젠 없네
그때 난 눈물을 감추고 하늘에 소원을 비뤘웠던 날들은
어릴 적 추억이 되었어
일어나면 내 침대 옆엔 선물들이 가득했어


크리스마스이브에는 놀 사람이 아무도 없네
폰이 울리면 오늘만큼은 내 마음 설레네
그때마다 울리는 매일 & 전화 i dont know
더 이상은 난 기다릴 수 없어서 let’s go

to many snow 눈사람을 만들어볼까
만들면 둘이 되니 뭐 외롭지는 않잖아
한 손에는 말보루 다른 손엔 말리부
콜라보를 해 뭐 나쁘진 않잖아


어른들은 말해 나쁜 짓은 절대로 안 돼
어른들은 말해 너는 항상 착한 애여야 해
울면 안 돼

어른들은 말해 나쁜 짓은 절대로 안 돼
어른들은 말해 너는 항상 착한 애여야 해
울면 안 돼


메리 크리스마스 메리 크리스마스 올해는 이렇게 보내도
다음 크리스마스는 혼잔 아닐 거야
메리 크리스마스 메리 크리스마스 저번도 이랬어도
다음 크리스마스는 너와 함께 보낼 거야


어른들은 말해 나쁜 짓은 절대로 안 돼
어른들은 말해 너는 항상 착한 애여야 해
울면 안 돼

어른들은 말해 나쁜 짓은 절대로 안 돼
어른들은 말해 너는 항상 착한 애여야 해
울면 안 돼",2
20,Friend Zone,우야 (wooya),"아침에 일어나
젤 처음 확인하는 폰
아무것도 없지만
난 습관이 돼 곧
12시가 지나지만
여전히 침대지 난
I don't want to get up now
몇 시간째 바라보는
천장은 지루해
cereal and toast
흰 우유는 더 따분해
I want chocolate milk like you
너는 그걸 몰라
난 원해 너의 pink light
그래 그래 너 바쁜 거 알지만 난
every day and night
너만 기다리는 걸
생각 없이 또 netflix
똑같은 인스타그램 릴스
다시 침대 위로 divin
여기저기 날 찾는 사람들 많아
하지만 난 너 아님 의미가 없는 걸
오늘 날씨가 참 좋잖아
I can’t wait anymore
나 언제까지 Friend Zone Friend Zone
넘어갈 수 없는 red line red line
떠오르지 않는 submarine
속에서 난 너를 찾지 항상 fail
나 언제까지 A to M A to M
알고 싶어 너의 A to Z A to Z
갇힌 것 같아 미로
나는 선택의 기로
따윈 없어 it's true
Because I only want you
내가 아무리 말해도 너한텐 nothing
뭘 해도 네 안중에 난 없을 테니
다 알면서 또 모르는 척 하지 좀 마
우리 사이는 문제가 많은데
풀리지는 않아
친구로 지내기엔 늦었어 too late
우리 앞에 붙는 단어 if, maybe, prolly
확신이 없는 말들로 나를
멀어지게 하는 너를
다 알면서도 모르는 척하는 건
사실은 나야
그래 그래 너 바쁜 거 알지만 난
every day and night
너만 기다리는 걸
생각 없이 또 netflix
똑같은 인스타그램 릴스
다시 침대 위로 divin
여기저기 날 찾는 사람들 많아
하지만 난 너 아님 의미가 없는 걸
오늘 날씨가 참 좋잖아
I can’t wait anymore
나 언제까지 Friend Zone Friend Zone
넘어갈 수 없는 red line red line
떠오르지 않는 submarine
속에서 난 너를 찾지 항상 fail
나 언제까지 A to M A to M
알고 싶어 너의 A to Z A to Z
갇힌 것 같아 미로
나는 선택의 기로
따윈 없어 it's true
Because I only want you
I only want you
내가 원하는 건 하나인데
다른 건 눈에 1도 안 들어오는데
이게 널 싫어하는 이유야
날 아무것도 못하게 만들잖아
I’m lonely, love me
어딘지 모르는 곳에
떨어진 것만 같아
텅 빈 이곳에서
어서 날 꺼내줘
나 언제까지 Friend Zone Friend Zone
넘어갈 수 없는 red line red line
떠오르지 않는 submarine
속에서 난 너를 찾지 항상 fail
나 언제까지 A to M A to M
알고 싶어 너의 A to Z A to Z
갇힌 것 같아 미로
나는 선택의 기로
따윈 없어 it's true
Because I only want you",1
21,"하나, 둘 (Feat. AISH(애시))",박정주,"네가 오래전에 말했던
그 말을 다 잊지 못해
너와 나 이제는 끝이라며
돌이킬 수 없는 말들을 후회해
조금 더 시간이 지나면
잊혀질 줄 알았는데 당연히
몇 개월간 아니 몇 년 동안
넌 매일 찾아와
날 흔드는데
너와 함께 손잡고서
함께 걷던 거리를
떠올렸어 baby
매일 밤을 맴돌아
네 목소리가
차가운 바람
싸늘해진 네 눈빛
1, 2 하나 둘 셋더니
너 때문에 몇 밤을 샛는지
도통 잠에는 안 드니
너도 나와 같은지
1, 2 하나 둘 셋더니
너 때문에 몇 밤을 샛는지
너 없는 하루가
일 년 같아서 난
오랫동안 거닌
잊히지 않는 거리
잃고 싶지가 않았던
또 너와 나의 일기
너와 함께 먹던 커피
흥얼거렸던 멜로디
어디론가 떠나가 버리곤
잡힐 듯 잡히지가 않아
Oh 의미 없이 걷다가 또 걷다가
또 기대를 한다
다시 볼 수 있진 않을까
Oh 이유 없이 울다가 또 울다가
Bae 아직 너를 원해
1, 2 하나 둘 셋더니
너 때문에 몇 밤을 샛는지
도통 잠에는 안 드니
너도 나와 같은지
1, 2 하나 둘 셋더니
너 때문에 몇 밤을 샛는지
너 없는 하루가
일 년 같아서 난",1
